license_type,application_classification,approved_license_type,approved_license_stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,application_created_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,lic_expiration_date,establishment_address,establishment_address_2,establishment_county,pmt_amount,lic_fee_amount,zip,town,county,county_lat,county_long,region,cccupdatedate,licensing_authority_id,licensing_authority,business_structure,business_email,business_owner_name,parcel_number,issue_date,expiration_date,business_image_url,business_website,business_phone
Marijuana Retailer,Expedited Review - DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284654,"JMK Gardening, LLC  DBA Wonderland-Cannabis Co",Millbury,MA,01527,42.202234,-71.779793,11 McCracken Road,Suite C,Millbury,MA,01527,POINT (-71.840209 42.329642),POINT (-71.779792 42.2022339),"11 McCracken Road, Suite C",,Millbury,MA,01527,84-4197373,MRN284654,Wed Dec 21 2022 10:54:07 GMT-0500 (Eastern Standard Time),Thu Dec 08 2022 14:59:22 GMT-0500 (Eastern Standard Time),Fri Mar 31 2023 10:04:00 GMT-0400 (Eastern Daylight Time),False,no,,,,,,,,Woman-Owned Business,,,,Wed May 11 2022 17:07:12 GMT-0400 (Eastern Daylight Time),Fri Dec 30 2022 09:49:32 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 12:43:28 GMT-0500 (Eastern Standard Time),Fri Mar 31 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Mar 31 2024 04:00:00 GMT-0400 (Eastern Daylight Time),11 McCracken Rd,N/A,Worcester County,1500,10000,01527,Millbury,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284151,"Ideal Craft Cannabis, Inc.",Provincetown,MA,02657,42.052783,-70.194499,44 Captain Berties Way,,Provincetown,MA,02657,POINT (-70.301811 41.698999),POINT (-70.194498 42.0527829),44 Captain Berties Way,,Provincetown,MA,02657,85-4143834,MRN284151,Wed Mar 31 2021 13:52:48 GMT-0400 (Eastern Daylight Time),Mon Mar 29 2021 08:57:43 GMT-0400 (Eastern Daylight Time),Fri Jul 16 2021 18:05:10 GMT-0400 (Eastern Daylight Time),False,yes,SE303568,,,,,,,Not a DBE,,,,Thu Mar 11 2021 12:23:41 GMT-0500 (Eastern Standard Time),Fri Apr 09 2021 10:36:40 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 16:35:30 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Sep 15 2023 04:00:00 GMT-0400 (Eastern Daylight Time),44 Captain Bertie's Way,N/A,Barnstable County,,5000,02657,Provincetown,Barnstable,41.698999,-70.301811,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,6/5/2019,COMPLETE,MR281942,"Garden Remedies, Inc.",Marlborough,MA,01752,42.348269,-71.513429,416 Boston Post Road E,,Marlborough,MA,01752,POINT (-71.275566 42.459085),POINT (-71.513429 42.3482690),307 Airport Road,,Fitchburg,MA,01420,46-3326321,MRN281942,Mon Dec 17 2018 16:25:32 GMT-0500 (Eastern Standard Time),Wed Dec 05 2018 00:00:00 GMT-0500 (Eastern Standard Time),Fri Feb 08 2019 15:55:06 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201820,,Not a DBE,,,Thu Apr 25 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Oct 02 2018 15:10:34 GMT-0400 (Eastern Daylight Time),Fri Dec 21 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Feb 07 2019 15:03:58 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Feb 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),416 Boston Post Rd E,N/A,Middlesex County,300,5000,01752,Marlborough,Middlesex,42.459085,-71.275566,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,4/19/2019,COMPLETE,MR281702,Good Chemistry of Mass,Worcester,MA,01604,42.257151,-71.79712,9 Harrison Street,,Worcester,MA,01604,POINT (-71.840209 42.329642),POINT (-71.797120 42.257151),50 Congress St,Suite 420,Boston,MA,02109,46-3379588,MRN281702,Thu Aug 02 2018 12:12:43 GMT-0400 (Eastern Daylight Time),Sat Jul 28 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Nov 27 2018 14:13:37 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201817,RPA201817,Not a DBE,,,Thu Feb 21 2019 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jul 11 2018 19:10:05 GMT-0400 (Eastern Daylight Time),Fri Aug 10 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Nov 20 2018 14:52:58 GMT-0500 (Eastern Standard Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Nov 30 2023 03:00:00 GMT-0500 (Eastern Standard Time),9 Harrison St,N/A,Worcester County,300,5000,01604,Worcester,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR281616,"Alfreds Finest, Inc.",Plymouth,MA,02360,41.949581,-70.707127,8 Scobee Circle,,Plymouth,MA,02360,POINT (-70.818958 41.978877),POINT (-70.707127 41.9495810),99 Main St.,,Plympton,MA,02367,83-0824729,MRN281616,Wed Apr 15 2020 10:58:40 GMT-0400 (Eastern Daylight Time),Fri Mar 06 2020 00:00:00 GMT-0500 (Eastern Standard Time),,False,,,,,,,,,Minority-Owned Business,,,,Tue Jun 19 2018 11:15:13 GMT-0400 (Eastern Daylight Time),Tue Jul 07 2020 12:14:11 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 12:26:48 GMT-0400 (Eastern Daylight Time),Fri Jan 07 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Jan 07 2023 03:00:00 GMT-0500 (Eastern Standard Time),8 Scobee Cir,N/A,Plymouth County,1500,10000,02360,Plymouth,Plymouth,41.978877,-70.818958,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,5/1/2023,COMPLETE,MR282084,BB Botanics LLC,Essex,MA,01929,42.653931,-70.807472,242 John Wise Avenue,,Essex,MA,01929,POINT (-70.970827 42.635475),POINT (-70.807472 42.653931),PO BOX 372,,Burlington,MA,01803,83-2541838,MRN282084,Wed Sep 16 2020 18:39:32 GMT-0400 (Eastern Daylight Time),Thu Sep 03 2020 14:38:48 GMT-0400 (Eastern Daylight Time),,False,no,,,,,,,,Not a DBE,,,Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Nov 25 2018 21:00:55 GMT-0500 (Eastern Standard Time),Thu Sep 17 2020 11:29:34 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:14:36 GMT-0500 (Eastern Standard Time),Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Dec 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),242 John Wise Ave,N/A,Essex County,1500,10000,01929,Essex,Essex,42.635475,-70.970827,Northeast,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,9/21/2020,COMPLETE,MR282605,"Holistic Industries, Inc.",Easthampton,MA,01027,42.281919,-72.668273,304 Somerville Avenue,,Somerville,MA,02143,POINT (-72.62073 42.322256),POINT (-72.668272 42.2819190),24 School Street,C/O William Cass,Boston,MA,02108,47-5374980,MRN282605,Fri Nov 01 2019 22:19:50 GMT-0400 (Eastern Daylight Time),Thu Jul 25 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Mar 09 2020 15:31:36 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201840,RP201840,Not a DBE,,,Thu Aug 06 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Apr 15 2019 10:25:11 GMT-0400 (Eastern Daylight Time),Tue Nov 05 2019 00:00:00 GMT-0500 (Eastern Standard Time),Fri Feb 07 2020 09:19:59 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sat Mar 09 2024 03:00:00 GMT-0500 (Eastern Standard Time),155 Northampton St,N/A,Hampshire County,300,10000,01027,Easthampton,Hampshire,42.322256,-72.62073,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Expedited Review - DBE Status,FINAL LICENSE,FINAL LICENSE,,COMPLETE,MR283689,JWTC Wick LLC,Rowley,MA,01969,42.711033,-70.908229,264 Newburyport Turnpike,,Rowley,MA,01969,POINT (-70.970827 42.635475),POINT (-70.908229 42.711033),11 Upper Beacon Street,,Maynard,MA,01754,85-1201109,MRN283689,Mon Feb 15 2021 09:33:57 GMT-0500 (Eastern Standard Time),Thu Dec 10 2020 14:39:01 GMT-0500 (Eastern Standard Time),,False,no,,,,,,,,Veteran-Owned Business,,,Thu Jun 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 22 2020 17:18:19 GMT-0400 (Eastern Daylight Time),Thu Jan 28 2021 13:40:59 GMT-0500 (Eastern Standard Time),Thu May 13 2021 12:28:18 GMT-0400 (Eastern Daylight Time),Thu Aug 11 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Aug 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),264 Newburyport Turnpike,N/A,Essex County,1500,10000,01969,Rowley,Essex,42.635475,-70.970827,Northeast,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Expedited Review - DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284841,Kali Cannabis LLC,Palmer,MA,01069,42.171653,-72.326305,405 Shearer St.,,Palmer,MA,01069,POINT (-72.571312 42.12756),POINT (-72.326305 42.1716529),405 Shearer St.,,Palmer,MA,01069,92-0333441,MRN284841,Thu Feb 09 2023 14:07:23 GMT-0500 (Eastern Standard Time),Tue Jan 03 2023 13:01:15 GMT-0500 (Eastern Standard Time),Wed May 03 2023 16:46:07 GMT-0400 (Eastern Daylight Time),False,no,,,,,,,,Woman-Owned Business,,,,Wed Dec 21 2022 19:38:52 GMT-0500 (Eastern Standard Time),Fri Feb 17 2023 08:56:34 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 15:05:56 GMT-0400 (Eastern Daylight Time),Wed May 03 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri May 03 2024 04:00:00 GMT-0400 (Eastern Daylight Time),405 Shearer St,N/A,Hampden County,1500,10000,01069,Palmer,Hampden,42.12756,-72.571312,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,6/5/2020,COMPLETE,MR281362,"Cannabis Connection, Inc",Westfield,MA,01085,42.141908,-72.729416,40 Westfield Industrial Park,,Westfield,MA,01085,POINT (-72.571312 42.12756),POINT (-72.729416 42.1419080),40 Westfield Industrial Park,,Westfield,MA,01085,83-2261272,MRN281362,Fri Nov 15 2019 11:20:53 GMT-0500 (Eastern Standard Time),Tue Aug 13 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 14:19:44 GMT-0500 (Eastern Standard Time),False,,,,,,,,,Not a DBE,,,Thu Apr 09 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Tue May 01 2018 13:51:04 GMT-0400 (Eastern Daylight Time),Thu Oct 03 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:25:12 GMT-0500 (Eastern Standard Time),Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jan 22 2024 03:00:00 GMT-0500 (Eastern Standard Time),40 Westfield Industrial Park Rd,N/A,Hampden County,300,10000,01085,Westfield,Hampden,42.12756,-72.571312,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,FINAL LICENSE,FINAL LICENSE,,COMPLETE,MR284693,CATAHOULA CANNABIS LLC,Fall River,MA,02721,41.697233,-71.151736,160 HARTWELL STREET,,FALL RIVER,MA,02720,POINT (-71.102131 41.778329),POINT (-71.151736 41.6972329),PO BOX 1989,,FALL RIVER,MA,02722,92-0314453,MRN284693,Fri Dec 23 2022 11:29:37 GMT-0500 (Eastern Standard Time),Tue Dec 13 2022 08:33:06 GMT-0500 (Eastern Standard Time),,False,no,,,,,,,,Not a DBE,,,Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jun 13 2022 08:58:37 GMT-0400 (Eastern Daylight Time),Fri Jan 06 2023 09:35:48 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 13:13:23 GMT-0500 (Eastern Standard Time),Wed Feb 15 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu Feb 15 2024 03:00:00 GMT-0500 (Eastern Standard Time),160 Hartwell St,N/A,Bristol County,1500,10000,02721,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,2/4/2021,COMPLETE,MR282388,"Apotho Therapeutics Plainville, LLC",Plainville,MA,02762,42.017196,-71.316811,119 Washington St,,Plainville,MA,02762,POINT (-71.15444 42.199156),POINT (-71.316811 42.0171959),125 High Street,,Boston,MA,02110,83-1940958,MRN282388,Fri Jun 19 2020 16:59:02 GMT-0400 (Eastern Daylight Time),Fri Feb 14 2020 00:00:00 GMT-0500 (Eastern Standard Time),,False,,,,,,,,,Not a DBE,,,Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Sat Feb 09 2019 13:30:21 GMT-0500 (Eastern Standard Time),Fri Jun 26 2020 12:43:15 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 13:36:18 GMT-0400 (Eastern Daylight Time),Thu Aug 11 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 24 2023 04:00:00 GMT-0400 (Eastern Daylight Time),119 Washington St,N/A,Norfolk County,300,10000,02762,Plainville,Norfolk,42.199156,-71.15444,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,10/17/2019,COMPLETE,MR281447,"Apothca, Inc",Lynn,MA,01905,42.456286,-70.956196,99 Development Rd,,Fitchburg,MA,01420,POINT (-70.970827 42.635475),POINT (-70.956196 42.4562859),99 Development Rd,,Fitchburg,MA,01420,81-4591516,MRN281447,Mon Nov 05 2018 14:27:35 GMT-0500 (Eastern Standard Time),Tue Sep 04 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Feb 07 2019 16:06:13 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201880,RPA201880,Not a DBE,,,Fri Sep 13 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Thu May 17 2018 17:28:51 GMT-0400 (Eastern Daylight Time),Fri Nov 02 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Feb 07 2019 15:02:00 GMT-0500 (Eastern Standard Time),Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Wed Feb 07 2024 03:00:00 GMT-0500 (Eastern Standard Time),491 Lynnway,N/A,Essex County,300,5000,01905,Lynn,Essex,42.635475,-70.970827,Northeast,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,4/11/2022,COMPLETE,MR282969,New Green LLC,Egremont,MA,01258,42.305761,-73.249826,71 main Street,,South Egremont,MA,01258,POINT (-73.209889 42.396128),POINT (-73.249825 42.3057609),P.O. Box 22,,South Egremont,MA,01258,84-1895926,MRN282969,Fri Apr 10 2020 15:38:08 GMT-0400 (Eastern Daylight Time),Tue Feb 25 2020 00:00:00 GMT-0500 (Eastern Standard Time),,False,,,,,,,,,Minority-Owned Business | Woman-Owned Business,,,Thu Feb 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Tue Sep 03 2019 12:12:56 GMT-0400 (Eastern Daylight Time),Tue May 26 2020 14:12:51 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 15:15:33 GMT-0400 (Eastern Daylight Time),Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Nov 18 2023 03:00:00 GMT-0500 (Eastern Standard Time),71 Main St,N/A,Berkshire County,1500,10000,01258,South Egremont,Berkshire,42.396128,-73.209889,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,3/20/2019,COMPLETE,MR281282,Patriot Care Corp,Greenfield,MA,01301,42.589211,-72.604172,7 Legion Avenue,,Greenfield,MA,01301,POINT (-72.573941 42.587072),POINT (-72.604172 42.5892109),70 Industrial Avenue East,Suite B,Lowell,MA,01852,46-3348302,MRN281282,Thu Jul 26 2018 08:36:17 GMT-0400 (Eastern Daylight Time),Tue Jul 10 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Sep 07 2018 09:49:03 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201838,RPA201838,Not a DBE,,,Thu Jan 24 2019 03:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 19 2018 16:04:57 GMT-0400 (Eastern Daylight Time),Tue Jul 31 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 06 2018 14:27:22 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Sep 16 2023 04:00:00 GMT-0400 (Eastern Daylight Time),7 Legion Ave,N/A,Franklin County,300,5000,01301,Greenfield,Franklin,42.587072,-72.573941,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Expedited Review - DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284276,Smokey Leaf,Greenfield,MA,01301,42.586484,-72.6004,45-49 Bank Row,,Greenfield,MA,01301,POINT (-72.573941 42.587072),POINT (-72.600399 42.5864839),49 Bank Row,,Greenfield,MA,01301,86-2382648,MRN284276,Mon Aug 23 2021 13:36:24 GMT-0400 (Eastern Daylight Time),Tue Jul 20 2021 13:12:14 GMT-0400 (Eastern Daylight Time),,False,no,,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,Wed Jun 09 2021 09:03:24 GMT-0400 (Eastern Daylight Time),Fri Sep 03 2021 07:44:59 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 14:37:36 GMT-0500 (Eastern Standard Time),Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 29 2023 03:00:00 GMT-0500 (Eastern Standard Time),49 Bank Row St,N/A,Franklin County,1500,10000,01301,Greenfield,Franklin,42.587072,-72.573941,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284238,MJ's Market,Tyngsborough,MA,01879,42.694837,-71.436282,13 Centennial Drive,,North Grafton,MA,01536,POINT (-71.275566 42.459085),POINT (-71.436282 42.694837),13 Centennial Drive,,North Grafton,MA,01536,82-5246851,MRN284238,Wed Sep 29 2021 18:05:08 GMT-0400 (Eastern Daylight Time),Fri Jun 04 2021 14:08:28 GMT-0400 (Eastern Daylight Time),,False,no,,,,,,,,Not a DBE,,,,Tue May 11 2021 12:07:49 GMT-0400 (Eastern Daylight Time),Fri Sep 17 2021 09:06:14 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 14:40:25 GMT-0500 (Eastern Standard Time),,,409 Middlesex Rd,N/A,Middlesex County,1500,,01879,Tyngsboro,Middlesex,42.459085,-71.275566,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,1/14/2021,COMPLETE,MR281709,"Nature's Medicines, Inc.",Uxbridge,MA,01569,42.015098,-71.597438,1045 Quaker Highway,,Uxbridge,MA,01569,POINT (-71.840209 42.329642),POINT (-71.597437 42.0150980),Po Box D,482 Globe Street,Fall River,MA,02724,47-4387528,MRN281709,Sat Mar 23 2019 05:43:35 GMT-0400 (Eastern Daylight Time),Fri Mar 15 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Sat Jun 01 2019 21:42:48 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201918,RP201918,Not a DBE,,,Thu Nov 19 2020 03:00:00 GMT-0500 (Eastern Standard Time),Fri Jul 13 2018 15:36:37 GMT-0400 (Eastern Daylight Time),Tue Apr 09 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu May 30 2019 14:00:54 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Sep 18 2023 04:00:00 GMT-0400 (Eastern Daylight Time),1045 Quaker Hwy,N/A,Worcester County,300,5000,01569,Uxbridge,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Expedited Review - DBE Status,COMMENCE OPS,COMMENCE OPS,11/5/2021,COMPLETE,MR283416,"New England Craft Cultivators, LLC",Dracut,MA,01826,42.693819,-71.258454,12 Robeson Street,,Jamaica Plain,MA,02130,POINT (-71.275566 42.459085),POINT (-71.258454 42.6938189),12 Robeson Street,,Jamaica Plain,MA,02130,83-4497618,MRN283416,Thu Jun 18 2020 18:30:38 GMT-0400 (Eastern Daylight Time),Fri May 29 2020 14:10:51 GMT-0400 (Eastern Daylight Time),,False,,,,,,,,,"Lesbian, Gay, Bisexual, and Transgender Owned Business",,,Fri Sep 17 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 01 2020 11:50:59 GMT-0400 (Eastern Daylight Time),Fri Jun 26 2020 12:10:31 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 14:16:52 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Aug 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),61 Silva Ln,2nd Floor,Middlesex County,1500,10000,01826,Dracut,Middlesex,42.459085,-71.275566,Northeast,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,6/26/2023,COMPLETE,MR284246,"Revolutionary Clinics II, Inc.",Leominster,MA,01453,42.530446,-71.71129,"9 Bartlet Street, Suite 335",,Andover,MA,01810,POINT (-71.840209 42.329642),POINT (-71.711290 42.5304459),"9 Bartlet Street, Suite 335",,Andover,MA,01810,00-1330206,MRN284246,Thu Sep 09 2021 15:11:03 GMT-0400 (Eastern Daylight Time),Wed Aug 18 2021 14:01:20 GMT-0400 (Eastern Daylight Time),,True,no,,,,,APPROVED,RP201849,RP201849,Not a DBE | Veteran-Owned Business,,,Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun May 16 2021 19:08:20 GMT-0400 (Eastern Daylight Time),Fri Sep 17 2021 09:17:46 GMT-0400 (Eastern Daylight Time),Thu Jan 20 2022 15:45:53 GMT-0500 (Eastern Standard Time),Mon Sep 19 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jan 17 2024 03:00:00 GMT-0500 (Eastern Standard Time),130 Pioneer Dr,N/A,Worcester County,1500,10000,01453,Leominster,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,6/2/2023,COMPLETE,MR284210,"Sanctuary Medicinals, Inc.",Woburn,MA,01801,42.51821,-71.13938,130 Commerce Way,,Woburn,MA,01801,POINT (-71.275566 42.459085),POINT (-71.139380 42.5182100),234 Taylor Street,,Littleton,MA,01460,82-0978452,MRN284210,Tue Nov 22 2022 11:31:19 GMT-0500 (Eastern Standard Time),Mon Nov 14 2022 13:14:04 GMT-0500 (Eastern Standard Time),Tue Feb 14 2023 12:43:44 GMT-0500 (Eastern Standard Time),True,no,,,,,APPROVED,RP201958,RPA201958,Not a DBE,,,Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Apr 04 2021 18:21:43 GMT-0400 (Eastern Daylight Time),Fri Dec 02 2022 12:42:07 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 13:26:37 GMT-0500 (Eastern Standard Time),Tue Feb 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Feb 14 2024 03:00:00 GMT-0500 (Eastern Standard Time),130 Commerce Way,N/A,Middlesex County,1500,10000,01801,Woburn,Middlesex,42.459085,-71.275566,Northeast,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,11/27/2020,COMPLETE,MR281800,Native Sun Wellness INC,Hudson,MA,01749,42.396505,-71.591345,67 Kemble St,,Boston,MA,02119,POINT (-71.275566 42.459085),POINT (-71.591345 42.3965049),67 Kemble St,,Boston,MA,02119,82-2598834,MRN281800,Wed Nov 14 2018 15:30:31 GMT-0500 (Eastern Standard Time),Wed Nov 07 2018 00:00:00 GMT-0500 (Eastern Standard Time),Wed May 15 2019 10:58:18 GMT-0400 (Eastern Daylight Time),False,,,,,,,,,Not a DBE,,,Thu Nov 19 2020 03:00:00 GMT-0500 (Eastern Standard Time),Tue Aug 14 2018 10:41:40 GMT-0400 (Eastern Daylight Time),Wed Nov 28 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 04 2019 16:37:20 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu May 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),37 Coolidge St,N/A,Middlesex County,300,5000,01749,Hudson,Middlesex,42.459085,-71.275566,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
