license_number,business_dba_name,CEID,license_type,LicenseStatus,premise_county,id,licensing_authority_id,licensing_authority,license_designation,premise_state,license_status_date,license_term,issue_date,expiration_date,business_legal_name,business_owner_name,business_structure,business_email,activity,parcel_number,business_image_url,business_phone,business_website,data_refreshed_date,premise_street_address,premise_city,delivery,license_status,premise_latitude,premise_longitude,premise_zip_code
69404716747838939574,Nv 3480 Partners Llc,RC058,Retail Cultivation,Active,Clark,69404716747838939574,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NV 3480 PARTNERS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
69480671803921108325,Green Life Productions Llc,C146,Medical Cultivation,Active,Nye,69480671803921108325,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREEN LIFE PRODUCTIONS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
69592150491762877813,Good Chemistry Nevada Llc,P083,Medical Production,Non-Operational,Washoe,69592150491762877813,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GOOD CHEMISTRY NEVADA LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
69687373559494639347,Tgig Llc,T081,Retail Distributor,Active,Nye,69687373559494639347,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TGIG LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
69823478351682033556,Greenmart Of Nevada Nlv Llc,RC037,Retail Cultivation,Active,Clark,69823478351682033556,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENMART OF NEVADA NLV LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
69922851576597812747,Good Chemistry Nevada Llc,RP083,Retail Production,Non-Operational,Washoe,69922851576597812747,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GOOD CHEMISTRY NEVADA LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
70155083229545863037,Integral Cultivation Llc,RC028,Retail Cultivation,Active,Clark,70155083229545863037,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,INTEGRAL CULTIVATION LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
70209896007156084397,The Hempire Company Llc,C184,Medical Cultivation,Active,Esmeralda,70209896007156084397,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,THE HEMPIRE COMPANY LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
70296412354434531655,West118 Investments Llc,C190,Medical Cultivation,Active,Lyon,70296412354434531655,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WEST118 INVESTMENTS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
70298139154139163539,Ftlb Llc,C210,Medical Cultivation,Active,Esmeralda,70298139154139163539,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FTLB LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
70323849037968865811,Sf-D Inc,D012,Medical Dispensary,Active,Clark,70323849037968865811,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SF-D INC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
70554825886280152534,Gfive Cultivation Llc,C075,Medical Cultivation,Active,Clark,70554825886280152534,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GFIVE CULTIVATION LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
71064968398758187793,Silver State Relief Llc,RD204,Retail Dispensary,Active,Lyon,71064968398758187793,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER STATE RELIEF LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
71090080764736050863,Paradise Wellness Center Llc,D138,Medical Dispensary,Active,Clark,71090080764736050863,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PARADISE WELLNESS CENTER LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
71187112253124699452,Nnv Operations I Inc,RC141,Retail Cultivation,Active,Washoe,71187112253124699452,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NNV OPERATIONS I INC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
71224329369156133247,Livfree Wellness Llc A Nevada Limited Liability Company,RD051,Retail Dispensary,Active,Clark,71224329369156133247,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LIVFREE WELLNESS LLC A NEVADA LIMITED LIABILITY COMPANY,,,,,,,,,2023-11-13 00:00:00,,,,,,,
71502992159317997032,Rombough Real Estate Inc,RC068,Retail Cultivation,Active,Clark,71502992159317997032,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ROMBOUGH REAL ESTATE INC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
71702389611437559364,Livfree Wellness Llc A Nevada Limited Liability Company,RD017,Retail Dispensary,Active,Washoe,71702389611437559364,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LIVFREE WELLNESS LLC A NEVADA LIMITED LIABILITY COMPANY,,,,,,,,,2023-11-13 00:00:00,,,,,,,
72255924921531241817,Nnv Operations I Inc,RP091,Retail Production,Active,Washoe,72255924921531241817,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NNV OPERATIONS I INC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
72326121663352213340,Cannavative Extracts Llc,RP043,Retail Production,Active,Washoe,72326121663352213340,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CANNAVATIVE EXTRACTS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
72379193611776921142,Lone Mountain Partners Llc,RD590,Retail Dispensary,Active,Clark,72379193611776921142,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LONE MOUNTAIN PARTNERS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
72479727874928391857,Mbnv Gt Llc,P054,Medical Production,Active,Clark,72479727874928391857,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MBNV GT LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
72491315543990383587,Greenscape Productions Llc,P080,Medical Production,Active,Clark,72491315543990383587,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENSCAPE PRODUCTIONS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
72721744024436135678,Mm Development Company Inc,P003,Medical Production,Non-Operational,Nye,72721744024436135678,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MM DEVELOPMENT COMPANY INC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
72792951478780009507,Nevada Organic Remedies Llc,P063,Medical Production,Active,Clark,72792951478780009507,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA ORGANIC REMEDIES LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
73000340130776760476,Deep Roots Harvest Inc.,RC070,Retail Cultivation,Active,Clark,73000340130776760476,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEEP ROOTS HARVEST INC.,,,,,,,,,2023-11-13 00:00:00,,,,,,,
73296521059198028231,Pure Tonic Concentrates Llc,RP067,Retail Production,Active,Washoe,73296521059198028231,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PURE TONIC CONCENTRATES LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
73636900267172177171,Nevada Group Wellness,P103,Medical Production,Active,Clark,73636900267172177171,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA GROUP WELLNESS,,,,,,,,,2023-11-13 00:00:00,,,,,,,
73778550047695909024,Gb Sciences Nevada Llc,C019,Medical Cultivation,Active,Clark,73778550047695909024,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GB Sciences Nevada LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
73796714472903295173,Lnp Llc,RC196,Retail Cultivation,Active,Elko,73796714472903295173,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LNP LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
73911129313774416305,Fortress Equities Orcl Llc,RC011,Retail Cultivation,Active,Nye,73911129313774416305,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FORTRESS EQUITIES ORCL LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
74226113309081700669,Alternative Medicine Association Lc,RP096,Retail Production,Active,Clark,74226113309081700669,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ALTERNATIVE MEDICINE ASSOCIATION LC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
74378723704914675084,Livfree Wellness Llc A Nevada Limited Liability Company,C044,Medical Cultivation,Non-Operational,Clark,74378723704914675084,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LIVFREE WELLNESS LLC A NEVADA LIMITED LIABILITY COMPANY,,,,,,,,,2023-11-13 00:00:00,,,,,,,
74385447097301543906,3Ap Inc,C074,Medical Cultivation,Active,Clark,74385447097301543906,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,3AP INC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
74493299370909925440,Moms Meds Management L.L.C.,C203,Medical Cultivation,Active,Mineral,74493299370909925440,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MOMS MEDS MANAGEMENT L.L.C.,,,,,,,,,2023-11-13 00:00:00,,,,,,,
74514893780247083972,Ma & Associates Llc,L002,Medical Laboratory,Active,Clark,74514893780247083972,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MA & ASSOCIATES LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
74708523936567890065,Silver Sage Wellness Llc,C042,Medical Cultivation,Active,Clark,74708523936567890065,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER SAGE WELLNESS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
74948399079730658451,Greenscape Productions Llc,RC136,Retail Cultivation,Active,Clark,74948399079730658451,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENSCAPE PRODUCTIONS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
75058690912411699429,Dune Operating Holdings Llc,C175,Medical Cultivation,Active,Clark,75058690912411699429,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DUNE OPERATING HOLDINGS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
75203668337906025844,Clear River Llc,RD108,Retail Dispensary,Active,Clark,75203668337906025844,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLEAR RIVER LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
75568450563863780062,Waveseer Of Las Vegas Llc,D132,Medical Dispensary,Active,Clark,75568450563863780062,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WAVESEER OF LAS VEGAS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
75650075113718192894,Wellness Orchards Of Nevada Llc,RC062,Retail Cultivation,Active,Nye,75650075113718192894,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WELLNESS ORCHARDS OF NEVADA LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
75726821461576041628,Corleone Wines Llc,T001,Retail Distributor,Active,Clark,75726821461576041628,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CORLEONE WINES LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
75924088414977968236,Thc Production Llc,P017,Medical Production,Active,Clark,75924088414977968236,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,THC PRODUCTION LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
76163748746660781629,Tahoe-Reno Extractions Llc,RP060,Retail Production,Active,Washoe,76163748746660781629,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TAHOE-RENO EXTRACTIONS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
76170147149504770817,Mm Development Company Inc,RD215,Retail Dispensary,Active,Clark,76170147149504770817,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MM DEVELOPMENT COMPANY INC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
76211405109926596570,Ssac Corporation,P050,Medical Production,Active,Washoe,76211405109926596570,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SSAC CORPORATION,,,,,,,,,2023-11-13 00:00:00,,,,,,,
76526364910639240293,Nlv Wellness Llc,C145,Medical Cultivation,Active,Clark,76526364910639240293,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NLV WELLNESS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
76684918131687038904,Circle S Farms Llc,T019,Retail Distributor,Active,Clark,76684918131687038904,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CIRCLE S FARMS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
76816813303097791333,Global Harmony Llc,RD004,Retail Dispensary,Active,Clark,76816813303097791333,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GLOBAL HARMONY LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
76890766994970149940,Acres Cultivation Llc,RP012,Retail Production,Active,Nye,76890766994970149940,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ACRES CULTIVATION LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
76932330735853788850,Deep Roots Harvest Inc.,D165,Medical Dispensary,Active,Clark,76932330735853788850,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEEP ROOTS HARVEST INC.,,,,,,,,,2023-11-13 00:00:00,,,,,,,
77027711033924812731,Tahoe-Reno Extractions Llc,T079,Retail Distributor,Active,Washoe,77027711033924812731,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TAHOE-RENO EXTRACTIONS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
77486514896179438118,Serenity Wellness Growers Llc,RC039,Retail Cultivation,Active,Clark,77486514896179438118,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SERENITY WELLNESS GROWERS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
77505483208802721121,Commerce Park Medical Llc,RD027,Retail Dispensary,Active,Clark,77505483208802721121,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,COMMERCE PARK MEDICAL LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
77513377198140164324,Deep Roots Harvest Inc.,P088,Medical Production,Active,Clark,77513377198140164324,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEEP ROOTS HARVEST INC.,,,,,,,,,2023-11-13 00:00:00,,,,,,,
77632992333764442110,Southern Nevada Growers Llc,RC142,Retail Cultivation,Active,Clark,77632992333764442110,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SOUTHERN NEVADA GROWERS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
77903356343424586888,Nuleaf Incline Dispensary Llc,RD068,Retail Dispensary,Active,Washoe,77903356343424586888,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NULEAF INCLINE DISPENSARY LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
78077108935753678828,Emk Hydrogarden Llc,RC171,Retail Cultivation,Active,Clark,78077108935753678828,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,EMK HYDROGARDEN LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
78144331956059463801,Trnvp098 Llc,RP098,Retail Production,Active,Clark,78144331956059463801,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRNVP098 LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
78183023264727429508,Clear River Llc,RD087,Retail Dispensary,Active,Clark,78183023264727429508,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLEAR RIVER LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
78207750568986340539,Mm Development Company Inc,C003,Medical Cultivation,Non-Operational,Clark,78207750568986340539,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MM DEVELOPMENT COMPANY INC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
78483435004210485868,Strata Growth Llc,C130,Medical Cultivation,Active,Nye,78483435004210485868,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,STRATA GROWTH LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
78542462361850281023,Nuleaf Clark Dispensary Llc,T064,Retail Distributor,Active,Clark,78542462361850281023,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NULEAF CLARK DISPENSARY LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
78583020563707692142,Greenleaf Production Inc,P041,Medical Production,Active,Washoe,78583020563707692142,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENLEAF PRODUCTION INC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
78652642552793589227,Vegas Valley Growers Llc,RC006,Retail Cultivation,Active,Clark,78652642552793589227,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,VEGAS VALLEY GROWERS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
78688159790731326126,Green Therapeutics Llc,C083,Medical Cultivation,Active,Clark,78688159790731326126,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREEN THERAPEUTICS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
78715576282428558550,Ymy Ventures Llc,P042,Medical Production,Active,Clark,78715576282428558550,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,YMY VENTURES LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
78844042917823672318,Nevada Pure Llc,D019,Medical Dispensary,Active,Clark,78844042917823672318,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA PURE LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
78954038908132787261,Lone Mountain Partners Llc,RC122,Retail Cultivation,Active,Clark,78954038908132787261,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LONE MOUNTAIN PARTNERS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
79286894201268135002,Lone Mountain Partners Llc,P077,Medical Production,Active,Clark,79286894201268135002,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LONE MOUNTAIN PARTNERS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
79484750509886968559,Serenity Wellness Products Llc,RP024,Retail Production,Active,Clark,79484750509886968559,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SERENITY WELLNESS PRODUCTS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
79521872948450004935,Harvest Foundation Llc The,C086,Medical Cultivation,Suspended,Clark,79521872948450004935,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HARVEST FOUNDATION LLC THE,,,,,,,,,2023-11-13 00:00:00,,,,,,,
79614683297911173396,Red Earth Llc,C012,Medical Cultivation,Active,Clark,79614683297911173396,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,RED EARTH LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
79705307867248690408,Redwood Warehouse Llc,T071,Retail Distributor,Active,Clark,79705307867248690408,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,REDWOOD WAREHOUSE LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
79761996911533444360,Circle S Farms Llc,RP093,Retail Production,Active,Clark,79761996911533444360,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CIRCLE S FARMS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
79806207400948405980,Nevada Medical Group Llc,RC144,Retail Cultivation,Active,Clark,79806207400948405980,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA MEDICAL GROUP LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
79925795421142703661,Trnvc151 Llc,RC151,Retail Cultivation,Active,Clark,79925795421142703661,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRNVC151 LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
79952272530728843153,Good Chemistry Nevada Llc,C125,Medical Cultivation,Non-Operational,Washoe,79952272530728843153,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GOOD CHEMISTRY NEVADA LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
80189302960548300233,Nevada Natural Medicines Llc,P028,Medical Production,Non-Operational,Nye,80189302960548300233,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA NATURAL MEDICINES LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
80395085734400669278,3Ap Inc,T008,Retail Distributor,Active,Clark,80395085734400669278,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,3AP INC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
80476394983467584488,Nv Green Inc,RC005,Retail Cultivation,Active,Washoe,80476394983467584488,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NV GREEN INC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
80541135839237642530,Tryke Companies So Nv Llc,D030,Medical Dispensary,Active,Clark,80541135839237642530,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRYKE COMPANIES SO NV LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
80691048813828655422,Nlvg Llc,P082,Medical Production,Active,Clark,80691048813828655422,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NLVG LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
80830710815182018092,Diversified Modalities Marketing Ltd,RC152,Retail Cultivation,Active,Clark,80830710815182018092,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DIVERSIFIED MODALITIES MARKETING LTD,,,,,,,,,2023-11-13 00:00:00,,,,,,,
80837442451882742542,5Seat Investments Llc,RP037,Retail Production,Active,Carson City,80837442451882742542,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,5SEAT INVESTMENTS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
80858076313151684223,Dec Ops Nv Llc,RC010,Retail Cultivation,Active,Clark,80858076313151684223,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEC Ops NV LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
80866377749311261143,Wellness Connection Of Nevada Llc,D190,Medical Dispensary,Active,Clark,80866377749311261143,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WELLNESS CONNECTION OF NEVADA LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
80873192013539163035,Natural Medicine Llc,D089,Medical Dispensary,Active,Clark,80873192013539163035,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NATURAL MEDICINE LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
80994578239784321818,Lemon Aide Llc,D090,Medical Dispensary,Active,Washoe,80994578239784321818,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LEMON AIDE LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
81025571831032623431,Mbnv Investments Llc,RC078,Retail Cultivation,Active,Clark,81025571831032623431,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MBNV INVESTMENTS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
81154974231636348055,Greenleaf Wellness Inc,RD056,Retail Dispensary,Active,Washoe,81154974231636348055,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENLEAF WELLNESS INC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
81521595921502470043,Ma & Associates Llc,RL002,Retail Laboratory,Active,Clark,81521595921502470043,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MA & ASSOCIATES LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
81700356720034395193,Fswfl Llc,C138,Medical Cultivation,Active,Clark,81700356720034395193,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FSWFL LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
82088286840467115782,Franklin Bioscience Nv Llc,RC096,Retail Cultivation,Active,Clark,82088286840467115782,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FRANKLIN BIOSCIENCE NV LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
82120463387641172380,Nevada Medical Group Llc,P044,Medical Production,Active,Clark,82120463387641172380,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA MEDICAL GROUP LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
82173569886482063410,Vegas Valley Growers Llc,RP006,Retail Production,Active,Clark,82173569886482063410,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,VEGAS VALLEY GROWERS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
82242105356156705653,Tgig Llc,RC041,Retail Cultivation,Active,Clark,82242105356156705653,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TGIG LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
82302681916604807430,Vegas Valley Growers Llc,C006,Medical Cultivation,Active,Clark,82302681916604807430,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,VEGAS VALLEY GROWERS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
82463633801487221381,Qualcan Llc,C055,Medical Cultivation,Active,Clark,82463633801487221381,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,QUALCAN LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
82520430841834014810,Tgig Llc,P025,Medical Production,Active,Clark,82520430841834014810,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TGIG LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
82798431024231095044,Las Vegas Natural Caregivers L.L.C.,RC015,Retail Cultivation,Active,Clark,82798431024231095044,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LAS VEGAS NATURAL CAREGIVERS L.L.C.,,,,,,,,,2023-11-13 00:00:00,,,,,,,
82842542964915513809,Tahoe-Reno Botanicals Llc,C092,Medical Cultivation,Active,Washoe,82842542964915513809,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TAHOE-RENO BOTANICALS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
82874714255089649168,Nye Natural Medicinal Solutions Llc,RC166,Retail Cultivation,Active,Nye,82874714255089649168,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NYE NATURAL MEDICINAL SOLUTIONS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
82913337772144268999,Csnlv Llc,C180,Medical Cultivation,Active,Clark,82913337772144268999,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CSNLV LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
83068675293729326193,High Sierra Holistics Llc,P069,Medical Production,Active,Washoe,83068675293729326193,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HIGH SIERRA HOLISTICS LLC,,,,,,,,,2023-11-13 00:00:00,,,,,,,
