business_email,business_legal_name,business_phone,county,data_refreshed_date,license_number
allday81@gmail.com,"State of Mind Dispensary, LLC*",1 (518) 330-9673,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000485
royojaysllc@gmail.com,Royo Jays LLC*,1 (845) 282-0737,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000490
zalanycca@gmail.com,Coastal Cultivation Association LLC*,1 (518) 901-9201,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000494
pablovelezangel@gmail.com,Better States LLC*,1 (914) 484-4103,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000505
"Keston@OfTheEarthCanna.co
m",Of The Earth Canna LLC*,1 (516) 236-4258,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000508
romectc@gmail.com,I MAG CLEANING LLC*,1 (347) 869-2260,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000511
marcocaltieri@gmail.com,Jacob Calabria*,1 (585) 802-7860,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000513
stevealexander81@gmail.com,Eyal Eitan*,1 (646) 523-6819,Bronx,2023-08-13T18:32:54.182098,OCMCAURD-2022-000518
seanww2012@gmail.com,37th St. SRJS Corp. *,1 (347) 931-6744,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000519
Capt.rich@yahoo.com,Havana's Paradise Garden LLC*,1 (917) 559-4669,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000522
"theresa@classicshedandpatio.
com",Central Apothecary LLC*,1 (518) 605-7588,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000524
epicparlay@gmail.com,Epic Parlay LLC*,1 (516) 986-8499,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000525
curryjsc@gmail.com,"JS Curry & Associates, LLC*",1 (716) 553-9169,Western NY,2023-08-13T18:32:54.182098,OCMCAURD-2022-000532
mastermindz031@aol.com,Fraser Enterprise LLC*,1 (929) 503-7438,Bronx,2023-08-13T18:32:54.182098,OCMCAURD-2022-000536
Goodmoneyceo@yahoo.com,Big Bro Consulting LLC*,1 (518) 545-6299,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000537
reziduenyc@gmail.com,Mizzor Collection LLC*,1 (347) 302-1365,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000549
allysondobrer@gmail.com,A Cannaful Life LLC*,1 (718) 887-5143,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000560
"Ruddyefrainsantana@gmail.co
m",Suufi Cannabis Inc*,1 (347) 310-3679,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000568
masonmello@hotmail.com,Excelsior Provisions LLC*,1 (518) 852-7015,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000569
mmpresentsthebreedsllc@gma,Green Rush 607 LLC*,1 (607) 215-3749,Southern Tier,2023-08-13T18:32:54.182098,OCMCAURD-2022-000584
cussincori@gmail.com,Cori Rodriguez*,1 (518) 533-8200,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000586
dowds333@gmail.com,Love Bud LLP*,1 (646) 229-1256,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000590
Dchincarty@gmail.com,420 Wonderland LLC*,1 (845) 764-0354,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000599
dblair189@msn.com,Hydroman Dispensary*,1 (518) 888-2596,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000601
louisangruocco@gmail.com,LAR MEMORABILIA LLC*,1 (347) 343-0020,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000604
alissa@luckygreenladies.com,"Lucky Green Ladies NY, LLC*",1 (845) 325-2874,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000607
Angelfigueroa62@yahoo.com,Gratitude Buds Dispensary LLC*,1 (929) 213-2717,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000615
DANGELO.CHRISTINA@GMA,"718 Equity Enterprise, Inc. *",1 (347) 351-8309,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000617
joegiangiacomo@gmail.com,Platinum Leaf LLC*,1 (845) 807-8091,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000619
FV@TheCloudFather.us,CloudFather LLC*,1 (914) 447-8878,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000621
timothyrfried@gmail.com,Storytellers New York*,1 (917) 370-2128,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000630
lennymanning@aol.com,THE WEED SHOPPE INC. *,1 (718) 490-0803,Richmond,2023-08-13T18:32:54.182098,OCMCAURD-2022-000631
tduffy@duffycorp.com,TD Fitness LLC*,1 (708) 606-0177,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000642
oldchampion@icloud.com,DTCHOne LLC*,1 (347) 967-2862,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000646
christina@bloomstoneco.com,"CTNYC Partners, Inc*",1 (347) 351-8309,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000650
kubs24@aol.com,"Excelsior Cannabis, Inc. *",N/a,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000659
lyssahomes1@gmail.com,Bitar Assets Inc. *,1 (917) 374-5769,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000661
llcelevateddreams@gmail.com,Elevated Dreams LLC*,1 (631) 488-5128,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000662
iv1670@aol.com,Straight From The Mata*,1 (646) 509-7756,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000663
smckenzienyc@gmail.com,Five Borough Farms LLC*,1 (917) 723-0908,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000675
kevin.b@a2kelectric.com,THE HIGH LEAGUE LLC*,1 (719) 536-6509,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000678
arcadiawellnessny@gmail.com,Arcadia Wellness NY LTD*,1 (845) 519-8260,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000680
cmuraco@aol.com,Fabers Arcade Inc*,1 (917) 723-3232,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000687
latinbud22@gmail.com,LATIN BUD LLC*,1 (929) 724-4168,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000700
Dkubikian@gmail.com,"Cannabis For The People, Inc. *",N/a,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000701
mikedavis0922@gmail.com,Saratoga Strange Design LLC*,1 (518) 275-1897,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000705
novolume1215@gmail.com,No Volume Records LLC*,1 (518) 227-3696,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000706
Jonahebay76@gmail.com,3JsUmiNDre LLC*,1 (312) 848-0808,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000707
RobLimNY1979@gmail.com,Robert M Lim*,1 (516) 307-8380,Bronx,2023-08-13T18:32:54.182098,OCMCAURD-2022-000710
kathlnnjackson@gmail.com,"Sensi Smoke, LLC*",1 (585) 369-6544,Southern Tier,2023-08-13T18:32:54.182098,OCMCAURD-2022-000712
mgranville@hometoharlem.nyc,"Harlem Grade, Inc. *",1 (212) 316-1636,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000713
ktaylor@demarcotaylorlaw.com,D'Amico Group LLC*,1 (585) 491-6950,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000722
nicklehousedev@gmail.com,"Nickel House Development, Inc. *",1 (716) 464-0927,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000725
monroejp15@gmail.com,Heal the Nation Inc*,1 (425) 312-5636,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000726
seaniep98@gmail.com,Frenchie Herb LLC*,1 (518) 590-3126,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000728
sednyc@hotmail.com,Disco Herbatory LLC*,1 (718) 619-7100,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000740
jorge@vsllplaw.com,82-J LLC*,1 (212) 752-8408,Western NY,2023-08-13T18:32:54.182098,OCMCAURD-2022-000751
tellaride23@gmail.com,Omar D Rabadi*,1 (914) 885-4095,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000752
pl22110llc@proton.me,PL 221.10 LLC*,1 (646) 709-6823,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000758
stephencapoziello@gmail.com,Bo's Buds LLC*,1 (631) 335-7972,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000761
Jesseconeill@gmail.com,PL 221.55 LLC*,1 (646) 438-5377,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000762
cliffcmas@gmail.com,Piffords*,1 (914) 299-3570,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000769
paulabreu15@gmail.com,All County Exotics LLC*,1 (917) 450-5159,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000773
J.berridge9243@gmail.com,Jonathan Berridge*,1 (914) 837-1755,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000775
firexoticsllc@gmail.com,"Fire Exotics, LLC*",1 (716) 418-2109,Western NY,2023-08-13T18:32:54.182098,OCMCAURD-2022-000776
mishiyev23@gmail.com,"DeMarino's, LLC*",1 (813) 810-7475,Western NY,2023-08-13T18:32:54.182098,OCMCAURD-2022-000777
dianemhowardd@yahoo.com,"DJF Unlimited, LLC*",1 (312) 446-9339,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000781
HEIDYPALMER@GMAIL.COM,Joseph A. Smith*,1 (646) 323-9735,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000792
NicoleMLucien@gmail.com,Weedish LLC*,1 (347) 420-0838,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000801
terrencemumford@yahoo.com,SONZ OF CANNABIS LLC*,1 (951) 293-8452,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000802
maur.stringer29@gmail.com,The Magi Tree LLC*,1 (781) 408-2474,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000810
smaguirenyc@gmail.com,"HAPPY123NYC, LLC*",1 (347) 302-5594,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000816
jeanrl1536@gmail.com,Jean R Levasseur*,1 (347) 452-0441,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000817
Karenmtobin2@gmail.com,"Evergreen Retail 1, LLC*",1 (585) 613-1443,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000821
"Nathaniel.cj.simmons@gmail.c
om",Northern Lights Dispensary LLC*,1 (347) 443-7472,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000837
thepremiumbud@gmail.com,The Premium Bud LLC*,1 (201) 932-0302,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000841
smsny76@yahoo.com,NYSafe 420*,1 (845) 717-0001,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000849
"johnmackewich@mackewich.c
om","4081 Industries, LLC*",1 (702) 544-2662,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000856
Jacquelyn5884@yahoo.com,Bloom Dispensary LLC*,1 (518) 857-5143,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000862
lotusdispensaryllc@gmail.com,Lotus Dispensary LLC*,1 (646) 750-4681,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000870
john@omgcomplete.com,"WNYC II, LLC*",1 (716) 529-8433,Western NY,2023-08-13T18:32:54.182098,OCMCAURD-2022-000878
m.ramos273@gmail.com,3M Squared LLC*,1 (917) 767-3751,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000881
Nailenyb@gmail.com,Victory Dispensary LLC*,1 (917) 530-6465,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000882
jorge@vsllplaw.com,The Weed Spot LLC*,1 (212) 752-8408,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000891
shannonsmith_ss@yahoo.com,"GreenLakesDispo, LLC*",1 (585) 230-9112,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000001
trbishopesq@gmail.com,"Vladimir Bautista, LLC*",1 (480) 310-1005,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000003
ramon@happymunkey.com,Ramon Reyes LLC*,1 (347) 863-5864,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000006
"Esperanza.Segarra@gmail.co
m",Nuna Harvest LLC*,1 (305) 794-0816,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000007
carl.tirella@gmail.com,Capri Holdings 2 LLC*,1 (914) 715-0364,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000008
david@musumeci.org,David Carl Musumeci*,1 (315) 576-8389,Central NY,2023-08-13T18:32:54.182098,OCMCAURD-2022-000010
"ADRIAN_FERNANDEZZ@ICL
OUD.COM","GOOD VIBES NY, INC*.",1 (212) 470-6564,Bronx,2023-08-13T18:32:54.182098,OCMCAURD-2022-000014
leonardanthonybk@gmail.com,Kush & Kicks Dispensary LLC*,1 (347) 288-0930,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000019
brooklynorganicbuds@gmail.co,Brooklyn Organic Buds LLC*,1 (631) 506-5733,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000022
simplygreenny@gmail.com,"Simply Green Natural Lifestyle
Remedies LLC*",1 (516) 413-1122,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000024
browniesbrnd@gmail.com,Brownies Dispensary LLC*,1 (518) 961-5478,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000028
maxim@mary.solutions,Juniper NY LLC *,1 (718) 866-7345,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000031
dehran@devilsharvestny.com,"DLD DH, Inc*",1 (917) 567-8139,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000033
716Cannabisllc@gmail.com,716 Cannabis*,1 (716) 997-2752,Western NY,2023-08-13T18:32:54.182098,OCMCAURD-2022-000036
Stan.Michaels@att.net,Leafy NYC Corp. *,1 (516) 777-0107,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000041
CMcBain@GetFlos.com,NY Flos LLC*,1 (914) 830-9945,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000043
xjaillet@clarkhill.com,"Green Nexus Dispensary, Inc. *",1 (303) 501-5918,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000046
shane@myelectrician518.com,"MyElectrician518.com, LLC*",1 (518) 376-5914,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000048
fbocci68@gmail.com,"Unbothered Bud, LLC*",1 (516) 241-6967,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000055
BRYANROCCHIO@AOL.COM,Rocchio Realty Inc*,1 (718) 866-5739,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000067
ben@thehighrise.co,High Rise Brands LLC*,1 (917) 583-5867,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000068
denisgmurphy@hotmail.com,Denis Murphy*,1 (631) 521-1105,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000071
torocontact@gmail.com,3 - 5 HOLDINGS LLC*,1 (607) 275-7806,Southern Tier,2023-08-13T18:32:54.182098,OCMCAURD-2022-000072
Bigartsiny@gmail.com,CBD 420 LLC*,1 (718) 500-5339,Richmond,2023-08-13T18:32:54.182098,OCMCAURD-2022-000076
rubenrangini@yahoo.com,Nysnoozed limited liability company*,1 (347) 223-7446,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000079
geoff@cannabuff.com,Brownies LLC*,1 (585) 506-6181,Western NY,2023-08-13T18:32:54.182098,OCMCAURD-2022-000086
ronaldshen@aol.com,R&R Remedies LLC*,1 (646) 533-5355,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000089
erbquest@gmail.com,TAOZEN LLC*,1 (917) 819-9304,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000090
GINOFINANCE@GMAIL.COM,GG Collective LLC*,1 (516) 557-1874,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000107
dtree249@icloud.com,DAD DISTRIBUTORS LLC*,1 (347) 979-5084,Richmond,2023-08-13T18:32:54.182098,OCMCAURD-2022-000110
vpezz88@gmail.com,ALKALIFE LLC*,1 (808) 590-9487,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000111
robbiesproduce@yahoo.com,Robert L. Grannis*,1 (607) 624-0477,Southern Tier,2023-08-13T18:32:54.182098,OCMCAURD-2022-000112
cutmastertrini@yahoo.com,David L Sutherland*,1 (347) 982-3064,Richmond,2023-08-13T18:32:54.182098,OCMCAURD-2022-000117
wyzeguys98@gmail.com,Wyzeguyz LLC*,1 (267) 441-2923,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000118
jl@larcmgmt.com,L.A.R.C. MANAGEMENT LLC*,1 (631) 807-6378,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000122
andresavocchi@gmail.com,Savo Group Inc*,1 (718) 541-9810,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000125
emilyhannahbear@gmail.com,"McPhee's Smoke Shop & More
LLC*",1 (518) 742-9951,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000126
mark@thewagonerfirm.com,NIYAWILL LLC*,1 (518) 400-0955,Mohawk Valley,2023-08-13T18:32:54.182098,OCMCAURD-2022-000127
jerry@thecableguysinc.com,The Cable Guys Inc. *,1 (718) 605-6929,Richmond,2023-08-13T18:32:54.182098,OCMCAURD-2022-000130
mataleeannla@yahoo.com,"Weed Growers From Seed To Stone
LLC*",1 (718) 210-8779,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000132
kotlyar11235@gmail.com,LEPIS CANNABIS LLC*,1 (212) 729-7574,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000136
michelecole@optonline.net,KGDM ENTERPRISE LLC*,1 (516) 851-2611,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000137
licensing@jamesfrm.com,"MedaBlue, LLC*",1 (516) 858-5887,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000138
gquigua@gmail.com,All Wellness Inc*,1 (929) 478-9414,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000139
SparkboroInc@gmail.com,Sparkboro Inc*,1 (845) 222-9151,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000141
tedhillpestcontrol@gmail.com,Troy A Benson*,1 (845) 654-0101,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000147
charles.tavarez@gmail.com,NYS CANNABIS PARTNERS INC. *,1( 347)804-2552,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000148
daphneborowski@gmail.com,Rodge Archer*,1 (646) 554-0438,Bronx,2023-08-13T18:32:54.182098,OCMCAURD-2022-000151
cameronpierre5@gmail.com,MADWIZ LLC*,1 (718) 924-7081,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000152
joetigano1st@outlook.com,"ARE WE GOOD ENTERPRISES
INC. *",1 (631) 522-5036,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000156
"ja@a1entertainmentevents.co
m",John A White*,1 (516) 314-0044,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000159
robanz038@gmail.com,A Little Place to Relax LLC*,1 (518) 331-4774,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000160
leo@shalit-law.com,bzd enterprises llc*,1 (646) 957-0009,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000163
tradesmansean@gmail.com,Sean of all trades LLC*,1 (516) 416-9775,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000166
chrisli1217@gmail.com,TRADER LI CAPITAL LLC*,1 (929) 373-6283,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000167
jillian@astroincnyc.com,"Astro Management, Inc. *",1 (917) 701-3114,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000168
Skurland340@gmail.com,Green Culture LLC*,1 (917) 294-8552,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000177
wes.care@mail.com,WesCare Transportation LLC*,1 (716) 479-0210,Western NY,2023-08-13T18:32:54.182098,OCMCAURD-2022-000179
Heatmakersny@gmail.com,Elise Pelka*,1 (914) 471-7704,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000180
j.elliott@dlxagncy.com,Empire Flower Inc. *,1 (845) 233-0990,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000186
dangolden38@outlook.com,Daniel S Dennis*,1 (315) 224-7095,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000190
beastcoastgroup@gmail.com,BEAST COAST GROUP LLC*,1 (516) 444-0947,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000193
info@inainvestigations.com,"Ifill & Associates, LLC*",1 (917) 385-1876,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000198
CEO@exciteunlimited.com,EXCITE UNLIMITED LLC*,1 (646) 532-7800,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000199
candice@brook-islandfuel.com,Candice LoPizzo*,1 (917) 292-0233,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000204
gab@gbnylaw.com,NODAYSOFF CANNABIS*,1 (631) 743-9900,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000213
"mireille@athenianroyaltygroup.
com",Athenian Royalty Group LLC*,1 (347) 736-3918,Queens,2023-08-13T18:32:54.182098,OCMCAURD-2022-000218
wei@mrtalaw.com,"WhiteboxTHC, LLC*",1 (646) 263-7890,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000224
rmrojan@aol.com,K&T Express Inc*,1 (347) 343-0050,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000228
crchristyr9@gmail.com,7 Point Dispensary INC. *,1 (518) 965-1554,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000232
vinnyestate@gmail.com,Vincent Chan*,1 (646) 752-2787,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000233
jrobinson54@optimum.net,"Concrete Construction Consulting
LLC*",1 (631) 298-4474,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000242
coastalgreencorp@gmail.com,Coastal Green LLC*,1 (631) 294-1063,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000250
MindAndBodyCanna@gmail.co,J & H Canna Industries Inc*,1 (631) 484-8350,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000252
mleonardo@hinmanstraub.com,"Robinson’s Cannabis Flowers, LLC.
*",1 (518) 436-0751,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000263
eglickman@msn.com,EGRH LLC. *,1 (561) 358-8058,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000264
alex@budega.nyc,"Budega NYC, Inc. *",1 (917) 697-2667,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000267
omar.cabrera20@gmail.com,Uplift royal LLC*,1 (646) 941-9111,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000268
Bikelifesports@gmail.com,Risk Takerz LLC*,1 (212) 390-0290,Bronx,2023-08-13T18:32:54.182098,OCMCAURD-2022-000270
"jahkaya.tellezpugh4@gmail.co
m","Dynasty Commodities, Inc. *",1 (646) 994-5064,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000275
spcorp111@aol.com,Puro vita enterprises inc. *,1 (305) 336-6546,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000276
mkamornik@gmail.com,ov enterprises llc*,1 (646) 642-3623,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000282
celes.walters@yahoo.com,Celes Walters*,1 (347) 563-2770,Brooklyn,2023-08-13T18:32:54.182098,OCMCAURD-2022-000286
drebbin2001@yahoo.com,Seven Forty Eight LLC*,1 (516) 593-1358,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000287
drewpetrone19@gmail.com,Strong Island Chronic LLC*,1 (516) 272-6801,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000290
highsocietywestchester@gmail.,The High Society Social Club LLC*,1 (914) 980-9557,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000293
eileencortez3702@gmail.com,E & J BTQ CORP*,1 (929) 322-7342,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000298
lkqowner@gmail.com,KINGS RAW Property LLC*,1 (914) 760-8614,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000304
"BIGAPPLEEXOTIC@GMAIL.C
OM",BIG APPLE EXOTICS LLC*,1 (347) 484-1257,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000321
Markjgorczyca@gmail.com,"NSEW Trading Company, LLC*",1 (315) 222-5451,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000324
CatRockCAURDLLC@gmail.co,Cat Rock CAURD LLC*,1 (347) 724-7735,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000325
timmyinc@gmail.com,Dai Ma*,1 (917) 982-5409,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000327
tribesofmorocco@gmail.com,"Vibes of Morocco Limited Liability
Company*",1 (347) 415-3834,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000330
rachel.cheung@tlccreativesolut,TLC Creative Solutions Inc*,1 (646) 469-1823,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000333
ac.alanchiu@gmail.com,SLCZ NY LLC*,1 (917) 939-0087,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000335
michaelgardner83@gmail.com,Up State Sports Cards LLC*,1 (518) 879-1441,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000337
flxbbqkim@gmail.com,Kimberly L Baldwin*,1 (716) 574-3679,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000340
evexiadispensary@gmail.com,Evexia Therapeutics LLC*,1 (315) 525-2888,Capital Region,2023-08-13T18:32:54.182098,OCMCAURD-2022-000344
garrett@opuscg.com,JTCC NY LLC*,1 (607) 761-9337,Finger Lakes,2023-08-13T18:32:54.182098,OCMCAURD-2022-000346
hrcxnyc@gmail.com,Garrido Enterprise Worldwide LLC*,1 (917) 564-6889,Manhattan,2023-08-13T18:32:54.182098,OCMCAURD-2022-000347
"sam@firstchoicediagnostic.co
m","AFNY, LLC*",1 (516) 375-2105,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000353
ddtreelandscaping@gmail.com,"Mojo Working, LLC*",1(914) 447 -1993,Mid-Hudson,2023-08-13T18:32:54.182098,OCMCAURD-2022-000359
yrandazzo@ltesq.com,B.D.D. Family Distributors LLC*,1 (631) 666-2500,Long Island,2023-08-13T18:32:54.182098,OCMCAURD-2022-000362
