business_legal_name,business_dba_name,business_phone,license_status,license_type,premise_street_address,premise_city,premise_zip_code,business_email,business_owner_name,business_structure,business_image_url,business_website,id,licensing_authority_id,licensing_authority,license_designation,license_number,license_status_date,license_term,premise_latitude,premise_longitude,premise_state,issue_date,expiration_date,parcel_number,activity,premise_county,address,details_url,data_refreshed_date
"Perpetual Healthcare, LLC",Zen Leaf Phoenix (Dunlap Ave.),312-819-5061,Operating,Marijuana Establishment,4244 W Dunlap Rd Ste 1,Phoenix,85051,"Email
azlicensing@verano.holdings",,,,,135,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Cultivate Retail - Sell,00000105ESDR54985961,,,33.56755645048743,-112.1504985,AZ,8/8/2022,Perpetual Healthcare Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
Phoenix Relief Center Inc,Phoenix Relief Center Inc,(602) 276-3401,Operating,Marijuana Establishment,6330 S 35th Ave,Ste 104,85041,"Email
phoenixreliefcenter@live.com",,,,,136,ADHS,Arizona Department of Health Services,Retail - Sell,00000047ESRJ75098505,,,33.38887561891218,-112.13373929569856,AZ,8/8/2022,Phoenix Relief Center Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
Phytotherapeutics Of Tucson,Phytotherapeutics Of Tucson,623-385-1310,Operating,Marijuana Establishment,2175 N 83rd Ave,Phoenix,85035,"Email
phytotheraputics@curaleaf.com",,,,,137,ADHS,Arizona Department of Health Services,Retail - Sell,00000049ESUK39624376,,,33.470206784898174,-112.23782400810833,AZ,8/8/2022,Phytotherapeutics Of Tucson,,,Maricopa County,,,2024-01-15T15:33:23.177360
Pinal County Wellness Center,Pinal County Wellness Center,619-869-5090,Operating,Marijuana Establishment,8970 N 91st Ave,Peoria,85345,"Email
pinalcountywellness@curaleaf.com",,,,,138,ADHS,Arizona Department of Health Services,Retail - Sell,00000059ESZW76539792,,,33.56610207070392,-112.25515337105756,AZ,8/8/2022,Pinal County Wellness Center,,,Maricopa County,,,2024-01-15T15:33:23.177360
Piper's Shop LLC,JARS Cannabis,928-266-2550,Operating,Marijuana Establishment,1809 W Thatcher Blvd,Safford,85546,"Email
pipers@mohavecannabis.com",,,,,139,ADHS,Arizona Department of Health Services,Retail - Sell,00000138ESOA91816349,,,32.834776990504366,-109.729938967959,AZ,4/19/2023,Piper's Shop LLC,,,Graham County,,,2024-01-15T15:33:23.177360
"Plant Safe, LLC","Plant Safe, LLC",(520) 777-7340,Operating,Marijuana Laboratory,3450 S Broadmont Dr,Tucson,85713,"Email
info@plantsafelabs.com",,,,,140,ADHS,Arizona Department of Health Services,Adult-Use,0000027LRCIV79455472,,,32.18479698625616,-110.91969396496178,AZ,12/13/2022,"Plant Safe, LLC",,,Pima County,,,2024-01-15T15:33:23.177360
Pleasant Plants I LLC,Pleasant Plants I LLC,310-694-4397,Operating,Marijuana Establishment,1191 South Naco Highway,Bisbee,85603,"Email
hollinquestarelise90@gmail.com",,,,,141,ADHS,Arizona Department of Health Services,Retail - Sell,0000159ESTFT57497963,,,31.399514079746,-109.918756508231,AZ,4/8/2022,Pleasant Plants I LLC,,,Cochise County,,,2024-01-15T15:33:23.177360
Ponderosa Botanical Care Inc,Ponderosa Dispensary,(623) 877-3934,Operating,Marijuana Establishment,318 South Bracken Lane,Chandler,85224,"Email
jeremy.basha@sonoranroots.com",,,,,142,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell Manufacture - Manufacture Manufacture - Package & Store Manufacture - Prepare Edibles,00000109ESVM44878444,,,33.297050685294,-111.890995023721,AZ,8/8/2022,Ponderosa Botanical Care Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
Pp Wellness Center,Pp Wellness Center,(623) 385-1310,Operating,Marijuana Establishment,8160 W Union Hills Dr Ste A106,Glendale,85308,"Email
ppwellnesscenter@curaleaf.com",,,,,143,ADHS,Arizona Department of Health Services,Retail - Sell,00000050ESTO08528992,,,33.65273949073783,-112.23514349999999,AZ,8/8/2022,Pp Wellness Center,,,Maricopa County,,,2024-01-15T15:33:23.177360
"Pure Labs, Llc","Pure Labs, Llc",Marijuana Laboratory,Not Operating,Marijuana Laboratory,4165 W Clarendon Avenue,Phoenix,85019,,,,,,144,ADHS,Arizona Department of Health Services,Adult-Use,,,,33.491700018519396,-112.14957899979761,AZ,,"Pure Labs, Llc",,,Maricopa County,,,2024-01-15T15:33:23.177360
Purplemed Inc,Harvest of Tucson - Menlo Park,850-559-7734,Operating,Marijuana Establishment,1010 S Fwy Ste 130,Tucson,85745,"Email
compliance@trulieve.com",,,,,145,ADHS,Arizona Department of Health Services,Retail - Sell,00000130ESFL12611544,,,32.2084399881812,-110.98089200024535,AZ,8/8/2022,Purplemed Inc,,,Pima County,,,2024-01-15T15:33:23.177360
Rainbow Collective Inc,The Prime Leaf,(520) 207-2753,Operating,Marijuana Establishment,4220 E Speedway Blvd,Tucson,85712,"Email
azdhs@theprimeleaf.com",,,,,146,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,00000124ESOS02903622,,,32.235894995851396,-110.90252003208852,AZ,8/8/2022,Rainbow Collective Inc,,,Pima County,,,2024-01-15T15:33:23.177360
Rch Wellness Center,Noble Herb,(928) 351-7775,Operating,Marijuana Establishment,522 E Route 66,Flagstaff,86001,"Email
ryan.hermansky@gmail.com",,,,,147,ADHS,Arizona Department of Health Services,Retail - Manufacture Retail - Sell Manufacture - Manufacture Manufacture - Package & Store Manufacture - Prepare Edibles,00000080ESNP00364439,,,35.197488313087796,-111.63530637382442,AZ,8/8/2022,Rch Wellness Center Llc,,,Coconino County,,,2024-01-15T15:33:23.177360
"Rjk Ventures, Inc.",Arizona Natural Concepts,(602) 224-5999,Operating,Marijuana Establishment,1039 East Carefree Highway,Phoenix,85085,"Email
ronredburn123@gmail.com",,,,,148,ADHS,Arizona Department of Health Services,Retail - Sell,00000035ESBO39198288,,,33.798858967516,-112.059174390537,AZ,1/22/2023,"Rjk Ventures, Inc.",,,Maricopa County,,,2024-01-15T15:33:23.177360
"S Flower N Phoenix, Inc.","S Flower N Phoenix, Inc.",(623) 582-0436,Operating,Marijuana Establishment,22041 North 23rd Avenue,Phoenix,85027,"Email
tbeyer@beyermanagement.com",,,,,149,ADHS,Arizona Department of Health Services,Retail - Sell,00000093ESRF39774783,,,33.686640329513,-112.108066534674,AZ,8/8/2022,Arizona Natural Remedies Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
"S Flower SE 1, Inc",Sol Flower,602-828-7204,Operating,Marijuana Establishment,6026 North Oracle Road,Tucson,85704,"Email
tbeyer@beyermanagement.com",,,,,150,ADHS,Arizona Department of Health Services,Retail - Sell,0000166ESTNU15027116,,,32.316246140896,-110.975274951651,AZ,4/8/2022,"S Flower SE 1, Inc.",,,Pima County,,,2024-01-15T15:33:23.177360
"S Flower SE 2, Inc.",Sol Flower,(602) 828-7204,Operating,Marijuana Establishment,3000 West Valencia Road,Tucson,85746,"Email
tbeyer@beyermanagement.com",,,,,151,ADHS,Arizona Department of Health Services,Retail - Sell,0000163ESTSO81819209,,,32.134927554119,-111.031093732934,AZ,4/8/2022,"S Flower SE 2, Inc.",,,Pima County,,,2024-01-15T15:33:23.177360
S Flower SE 3 Inc.,S Flower SE 3 Inc.,602-828-7204,Operating,Marijuana Establishment,4837 North 1st Avenue,Tucson,85718,"Email
tbeyer@beyermanagement.com",,,,,152,ADHS,Arizona Department of Health Services,Retail - Sell,0000171ESTSC03605413,,,32.294675061616,-110.961554865801,AZ,4/8/2022,S Flower SE 3 Inc.,,,Pima County,,,2024-01-15T15:33:23.177360
"S Flower SE 4, Inc.","S Flower SE 4, Inc.",(480) 720-2943,Operating,Marijuana Establishment,6437 North Oracle Road,Tucson,85704,"Email
tbeyer@beyermanagement.com",,,,,153,ADHS,Arizona Department of Health Services,Retail - Sell,0000152ESTNJ52349435,,,32.324079490418,-110.975474943861,AZ,4/8/2022,"S Flower SE 4, Inc.",,,Pima County,,,2024-01-15T15:33:23.177360
Saguaro Testing,Saguaro Testing,480-785-5800,Operating,Marijuana Laboratory,571 N 54th St,Chandler,85226,"Email
leticia@saguarotesting.com",,,,,154,ADHS,Arizona Department of Health Services,Adult-Use,00000015LCYY86486830,,,33.31204699972274,-111.96690003013559,AZ,5/20/2023,Saguaro Testing,,,Maricopa County,,,2024-01-15T15:33:23.177360
Salubrious Wellness Clinic Inc,Cannabist,(480) 245-6751,Operating,Marijuana Establishment,520 S Price Rd,Ste 1 & 2,85281,"Email
regulatory@col-care.com",,,,,155,ADHS,Arizona Department of Health Services,Retail - Sell,00000071ESFP14031510,,,33.42533768037686,-111.89197186302415,AZ,8/8/2022,Salubrious Wellness Clinic,,,Maricopa County,,,2024-01-15T15:33:23.177360
Sea Of Green Llc,Sea Of Green Llc,(480) 325-5000,Operating,Marijuana Establishment,6844 East Parkway Norte,Mesa,85212,"Email
compliance@trubliss.com",,,,,156,ADHS,Arizona Department of Health Services,Retail - Sell Manufacture - Package & Store Manufacture - Prepare Edibles,00000057ESJG92466754,,,33.338977604795296,-111.68583506924809,AZ,1/22/2023,Sea Of Green Llc,,,Maricopa County,,,2024-01-15T15:33:23.177360
"Sherri Dunn, Llc",Harvest of Cottonwood,954-817-2370,Operating,Marijuana Establishment,2400 E Sr 89a,Cottonwood,86326,"Email
compliance@trulieve.com",,,,,157,ADHS,Arizona Department of Health Services,Retail - Sell,00000055ESFL28376770,,,34.72136719128449,-111.99986727984881,AZ,1/22/2023,Sherri Dunn Llc,,,Yavapai County,,,2024-01-15T15:33:23.177360
Sixth Street Enterprises Inc,Nature's Medicines,(602) 641-6600,Operating,Marijuana Establishment,6840 West Grand Ave,Glendale,85301,"Email
compliance@storypartners.com",,,,,158,ADHS,Arizona Department of Health Services,Retail - Sell Manufacture - Manufacture Manufacture - Package & Store,00000090ESFB63917979,,,33.55599600000001,-112.20547499999999,AZ,8/8/2022,"Sixth Street Enterprises, Inc.",,,Maricopa County,,,2024-01-15T15:33:23.177360
Sixth Street Enterprises Inc,Nature's Medicines,480-420-3145,Operating,Marijuana Establishment,2439 W Mcdowell Rd,Phoenix,85009,"Email
compliance@storypartners.com",,,,,159,ADHS,Arizona Department of Health Services,Retail - Cultivate Retail - Sell,00000092ESKW00353670,,,33.46539601379325,-112.11261799191712,AZ,8/8/2022,"Sixth Street Enterprises, Inc.",,,Maricopa County,,,2024-01-15T15:33:23.177360
Smithers CTS Arizona LLC,Smithers CTS Arizona LLC,(954) 696-7791,Operating,Marijuana Laboratory,734 W Highland Avenue,Phoenix,85013,"Email
az@greenscientificlabs.com",,,,,160,ADHS,Arizona Department of Health Services,Adult-Use,00000020LCVT89602592,,,33.50603801827228,-112.08425396684756,AZ,9/21/2023,Smithers CTS Arizona LLC,,,Maricopa County,,,2024-01-15T15:33:23.177360
Sonoran Flower LLC,The Clifton Bakery LLC,520-241-7777,Operating,Marijuana Establishment,700 S. CORONADO BLVD,CLIFTON,85533,"Email
leekatterman@gmail.com",,,,,161,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Manufacture Retail - Sell,00000140ESDP54259308,,,33.04394499540513,-109.29216197193236,AZ,4/19/2023,Sonoran Flower LLC,,,Greenlee County,,,2024-01-15T15:33:23.177360
Soothing Options,Health for Life McDowell,(480) 830-8251,Operating,Marijuana Establishment,5550 E Mcdowell Rd,Ste 103,85215,"Email
compliance@ianthus.com",,,,,162,ADHS,Arizona Department of Health Services,Cultivation - Cultivate Retail - Sell,00000117ESPN93487198,,,33.467560011645574,-111.71027096533695,AZ,8/8/2022,"Soothing Options, Inc.",,,Maricopa County,,,2024-01-15T15:33:23.177360
"Springerville Smoke, LLC","Springerville Smoke, LLC",Marijuana Establishment,Not Operating,Marijuana Establishment,19 West Main Street,Springerville,85938,"Email
gt.candelaria@gmail.com",,,,,163,ADHS,Arizona Department of Health Services,,00000134ESWD58732580,,,34.13386514306159,-109.2861768325607,AZ,4/19/2023,"Springerville Smoke, LLC",,,Apache County,,,2024-01-15T15:33:23.177360
Superior Organics,Superior Organics,(602) 926-9100,Operating,Marijuana Establishment,211 S 57th Dr,Phoenix,85043,"Email
steve@thesuperiordispensary.com",,,,,164,ADHS,Arizona Department of Health Services,Retail - Sell,00000123ESYS35386603,,,33.44576232361936,-112.18218651710977,AZ,8/8/2022,Superior Organics,,,Maricopa County,,,2024-01-15T15:33:23.177360
"SV LABS, LLC","SV LABS, LLC",Marijuana Laboratory,Not Operating,Marijuana Laboratory,1745 W DEER VALLEY RD,PHOENIX,85027,,,,,,165,ADHS,Arizona Department of Health Services,Adult-Use,,,,33.682986993195016,-112.09611100707953,AZ,,"SV LABS, LLC",,,Maricopa County,,,2024-01-15T15:33:23.177360
"Svaccha, Llc",Harvest of Apache Junction,954-817-2370,Operating,Marijuana Establishment,1985 W Apache Trail Ste 4,Apache Junction,85120,"Email
compliance@trulieve.com",,,,,166,ADHS,Arizona Department of Health Services,Retail - Sell,00000011ESVC04035599,,,33.41505252452561,-111.567438,AZ,1/22/2023,"Svaccha, Llc",,,Pinal County,,,2024-01-15T15:33:23.177360
"Svaccha, Llc",Harvest of Tempe,954-817-2370,Operating,Marijuana Establishment,710 W Elliot Rd,Ste 102,85284,"Email
compliance@trulieve.com",,,,,167,ADHS,Arizona Department of Health Services,Retail - Sell,00000009ESJA48286920,,,33.349285453545846,-111.947517,AZ,1/22/2023,"Svaccha, Llc",,,Maricopa County,,,2024-01-15T15:33:23.177360
"Swallowtail 3, LLC","Swallowtail 3, LLC",(602) 931-3663,Operating,Marijuana Establishment,5210 South Priest Dr,A,85283,"Email
compliance@brightroot.com",,,,,168,ADHS,Arizona Department of Health Services,Retail - Manufacture Retail - Sell Retail - Prepare Edibles,0000161ESTOJ23023764,,,33.37714735575818,-111.96378254888755,AZ,4/8/2022,"Swallowtail 3, LLC",,,Maricopa County,,,2024-01-15T15:33:23.177360
"Sweet 5, Llc",Harvest of Mesa North,770-330-0831,Operating,Marijuana Establishment,1150 W McLellan Rd,Mesa,85201,"Email
compliance@trulieve.com",,,,,169,ADHS,Arizona Department of Health Services,Retail - Sell,00000013ESHH20255089,,,33.44430898942254,-111.85585003898285,AZ,1/22/2023,"Sweet 5, Llc",,,Maricopa County,,,2024-01-15T15:33:23.177360
The Desert Valley Pharmacy Inc,Fire. Dispensary,(520) 723-7710,Operating,Marijuana Establishment,2825 W Thomas Rd,Phoenix,85017,"Email
carnold@afgmanagement.net",,,,,170,ADHS,Arizona Department of Health Services,Retail - Sell,00000089ESLW87335751,,,33.479594999681964,-112.1208630186137,AZ,8/8/2022,The Desert Valley Pharmacy Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
The Giving Tree Wellness Center Of Mesa Inc,Arizona Natural Selections of Mesa,850-559-7734,Operating,Marijuana Establishment,938 E Juanita Ave,Mesa,85204,"Email
compliance@trulieve.com",,,,,171,ADHS,Arizona Department of Health Services,Retail - Sell,00000008ESJT20615662,,,33.38217676550845,-111.81095547377228,AZ,8/8/2022,The Giving Tree Wellness Centerof Mesa Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
The Giving Tree Wellness Center Of North Phoenix Inc.,Giving Tree Dispensary,(623) 242-9080,Operating,Marijuana Establishment,701 West Union Hills Drive,Phoenix,85027,"Email
lilach@givingtreeaz.com",,,,,172,ADHS,Arizona Department of Health Services,Retail - Sell,00000023ESLL63816994,,,33.654164980935946,-112.0832550116271,AZ,8/8/2022,The Giving Tree Center Of North Phoenix Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
The Green Halo Llc,The Green Halo Llc,(520) 664-2251,Operating,Marijuana Establishment,7710 S Wilmot Rd,Tucson,85756,"Email
groop@tcc-az.com",,,,,173,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,00000120ESGW29293058,,,32.112657,-110.85796851797514,AZ,8/8/2022,The Green Halo Llc,,,Pima County,,,2024-01-15T15:33:23.177360
The Healing Center Farmacy Llc,Green Pharms,(480) 410-6704,Operating,Marijuana Establishment,7235 E Hampton Ave Unit 115,Mesa,85209,"Email
arvinaz@gmail.com",,,,,174,ADHS,Arizona Department of Health Services,Retail - Sell,00000074ESMJ87013698,,,33.38917793828333,-111.67636207954853,AZ,8/8/2022,The Healing Center Farmacy Llc,,,Maricopa County,,,2024-01-15T15:33:23.177360
The Healing Center Wellness Center Llc,Health For Life Crismon,(480) 400-1170,Operating,Marijuana Establishment,9949 E Apache Trail,Mesa,85207,"Email
compliance@ianthus.com",,,,,175,ADHS,Arizona Department of Health Services,Retail - Sell,00000115ESJB22990289,,,33.41502141010829,-111.61601647604564,AZ,8/8/2022,The Healing Center Wellness Center Llc,,,Maricopa County,,,2024-01-15T15:33:23.177360
The Health Center Of Cochise Inc,Sunday Goods,520-808-3111,Operating,Marijuana Establishment,1616 E. Glendale Ave.,Phoenix,85020,"Email
healthcenterofcochise@thepharmaz.com",,,,,176,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell Manufacture - Manufacture Manufacture - Package & Store Manufacture - Prepare Edibles,00000099ESVM28064808,,,33.5382658301689,-112.04678001679265,AZ,8/8/2022,"The Health Center Of Cochise, Inc.",,,Maricopa County,,,2024-01-15T15:33:23.177360
The Kind Relief Inc,The Kind Relief Inc,623-385-1310,Operating,Marijuana Establishment,18423 E San Tan Blvd Ste #1,Queen Creek,85142,"Email
thekindrelief@curaleaf.com",,,,,177,ADHS,Arizona Department of Health Services,Retail - Sell,00000053ESYR15319850,,,33.21207733718071,-111.68470892200935,AZ,8/8/2022,"The Kind Relief, Inc.",,,Maricopa County,,,2024-01-15T15:33:23.177360
The Medicine Room Llc,Zen Leaf Mesa,312-819-5061,Operating,Marijuana Establishment,550 W Mckellips Rd Bldg 1,Mesa,85201,"Email
azlicensing@verano.holdings",,,,,178,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Cultivate Retail - Sell,00000084ESFH12297246,,,33.45141246439455,-111.84342311518263,AZ,8/8/2022,The Medicine Room Llc,,,Maricopa County,,,2024-01-15T15:33:23.177360
Titan Laboratories Tucson LLC,Titan Laboratories Tucson LLC,Marijuana Laboratory,Not Operating,Marijuana Laboratory,2175 Valencia Rd.,Tucson,85706,,,,,,179,ADHS,Arizona Department of Health Services,Adult-Use,,,,32.13499201095429,-110.93828502620491,AZ,,Titan Laboratories Tucson LLC,,,Pima County,,,2024-01-15T15:33:23.177360
Total Accountability Patient Care,Total Accountability Patient Care,(520) 586-8710,Operating,Marijuana Establishment,1525 N. Park Ave,Tucson,85719,"Email
azdhs@theprimeleaf.com",,,,,180,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,00000114ESQS66067289,,,32.24132299061927,-110.95714103940742,AZ,8/8/2022,Total Accountability Patient Care,,,Pima County,,,2024-01-15T15:33:23.177360
Total Accountability Systems I Inc,Total Accountability Systems I Inc,(928) 3505870,Operating,Marijuana Establishment,6287 E Copper Hill Dr. Ste A,Prescott Valley,86314,"Email
kristiewilder@outlook.com",,,,,181,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,00000110ESBL46708127,,,34.581934210224944,-112.3548195868791,AZ,8/8/2022,Total Accountability Systems I Inc,,,Yavapai County,,,2024-01-15T15:33:23.177360
Total Health & Wellness Inc,Total Health & Wellness Inc,(602) 903-3665,Operating,Marijuana Establishment,6676 W Bell Rd,Glendale,85308,"Email
chaa80@ayrwellness.com",,,,,182,ADHS,Arizona Department of Health Services,Retail - Sell,00000060ESTV86857950,,,33.638454981591,-112.202124443484,AZ,8/8/2022,Total Health & Wellness Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
Total Health & Wellness Inc,Oasis,(480) 626-7333,Operating,Marijuana Establishment,17006 S Weber Dr,Chandler,85226,"Email
compliance@storypartners.com",,,,,183,ADHS,Arizona Department of Health Services,Retail - Sell,00000021ESQX24132908,,,33.292583193173286,-111.96997792163398,AZ,6/22/2022,Total Health & Wellness Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
Transparent Labs LLC,Transparent Labs LLC,(480) 234-5488,Operating,Marijuana Laboratory,1721 East Mcdowell Road,Phoenix,85006,"Email
edward@transparentlabsaz.com",,,,,184,ADHS,Arizona Department of Health Services,Adult-Use,0000029LRCXG19240160,,,33.4654476044073,-112.0445513222574,AZ,7/5/2023,Transparent Labs LLC,,,Maricopa County,,,2024-01-15T15:33:23.177360
Tree House Laboratories,Tree House Laboratories,Marijuana Laboratory,Not Operating,Marijuana Laboratory,6840 E Indian School Rd Ste. 100,Scottsdale,85251,,,,,,185,ADHS,Arizona Department of Health Services,Adult-Use,,,,33.49510998627875,-111.93310503472253,AZ,,Tree House Laboratories,,,Maricopa County,,,2024-01-15T15:33:23.177360
Uncle Harry Corp,Uncle Harry Corp,(818) 822-9888,Operating,Marijuana Establishment,17036 North Cave Creek Rd,Phoenix,85032,"Email
rumz2004@yahoo.com",,,,,186,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell Manufacture - Manufacture Manufacture - Prepare Edibles,00000129ESRG43839179,,,33.641144285838514,-112.03091017446799,AZ,3/7/2023,Uncle Harry Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
Valley Healing Group Inc,The Good Dispensary,(480) 900-8042,Operating,Marijuana Establishment,1842 W Broadway Rd,Mesa,85202,"Email
valleyhealinggroup@gmail.com",,,,,187,ADHS,Arizona Department of Health Services,Retail - Sell,00000072ESRF58078256,,,33.40767263611438,-111.87157538463245,AZ,8/8/2022,Valley Healing Group Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
"Valley Of The Sun Medical Dispensary, Inc.","Valley Of The Sun Medical Dispensary, Inc.",(623) 932-3859,Operating,Marijuana Establishment,16200 W Eddie Albert Way,Goodyear,85338,"Email
morromi@aol.com",,,,,188,ADHS,Arizona Department of Health Services,Retail - Sell,00000085ESVF25061802,,,33.409160441889085,-112.40711731779098,AZ,8/8/2022,Valley Of The Sun Medical Dispensary Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
Vending Logistics Llc,Zen Leaf Gilbert,312-819-5061,Operating,Marijuana Establishment,5409 S Power Rd,Mesa,85212,"Email
azlicensing@verano.holdings",,,,,189,ADHS,Arizona Department of Health Services,Retail - Sell,00000043ESPE02331128,,,33.31766560823544,-111.6867976814356,AZ,1/22/2023,Vending Logistics Llc,,,Maricopa County,,,2024-01-15T15:33:23.177360
Verde Dispensary Inc,Medusa Farms,(928) 421-0020,Operating,Marijuana Establishment,3358 E Andy Devine Ave,Unit A,86401,"Email
pobm@verdedispensary.com",,,,,190,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,00000063ESQI60809124,,,35.221866209405896,-114.0062890470295,AZ,8/8/2022,Verde Dispensary Inc,,,Mohave County,,,2024-01-15T15:33:23.177360
White Mountain Health Center Inc,White Mountain Health Center Inc,(623) 374-4141,Operating,Marijuana Establishment,9420 W Bell Rd Ste 108,Sun City,85351,"Email
operations@whitemountainhealthcenter.com",,,,,191,ADHS,Arizona Department of Health Services,Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,00000083ESGB09219996,,,33.638598,-112.2627375,AZ,1/22/2023,White Mountain Health Center Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
Whoa Qc Inc,Whoa Qc Inc,623-385-1310,Operating,Marijuana Establishment,5558 W. Bell Rd.,Glendale,85308,"Email
whoaqc@curaleaf.com",,,,,192,ADHS,Arizona Department of Health Services,Retail - Sell,00000069ESPV40435704,,,33.63934401592209,-112.17909696147736,AZ,8/8/2022,"Whoa Qc, Inc",,,Maricopa County,,,2024-01-15T15:33:23.177360
Wickenburg Alternative Medicine Llc,Wickenburg Alternative Medicine Llc,(623) 478-2233,Operating,Marijuana Establishment,12550 W Thunderbird Rd Ste 114b,El Mirage,85335,"Email
markskinnerfarms@gmail.com",,,,,193,ADHS,Arizona Department of Health Services,Retail - Sell,00000097ESKC38985532,,,33.60903347908108,-112.3295535,AZ,8/8/2022,"Wickenburg Alternative Medicine, Llc",,,Maricopa County,,,2024-01-15T15:33:23.177360
Woodstock 1,Woodstock 1,602-980-1505,Operating,Marijuana Establishment,15235 North Dysart Road,El Mirage,85335,"Email
lsavila602@gmail.com",,,,,194,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Cultivate Retail - Sell,0000168ESTBM41952754,,,33.622404524881,-112.340378776351,AZ,4/8/2022,Woodstock 1,,,Maricopa County,,,2024-01-15T15:33:23.177360
Yavapai Herbal Services Inc,Yavapai Herbal Services Inc,(602) 786-7988,Operating,Marijuana Establishment,702 East Buckeye Road,Phoenix,85034,"Email
yavapaiservices@gmail.com",,,,,195,ADHS,Arizona Department of Health Services,Retail - Sell,00000111ESTX14447382,,,33.437115849665,-112.06474223736,AZ,8/8/2022,Yavapai Herbal Services Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
"Yavapai Herbal Services, Inc",Nirvana Center Dispensaries,(480) 378-6917,Operating,Marijuana Establishment,2 North 35th Avenue,Phoenix,85009,"Email
yavapaiservices@gmail.com",,,,,196,ADHS,Arizona Department of Health Services,Retail - Sell,00000121ESBM38825533,,,33.44829341091602,-112.13504595315784,AZ,8/8/2022,Yavapai Herbal Services Inc,,,Maricopa County,,,2024-01-15T15:33:23.177360
Yuma County Dispensary LLC,JARS Cannabis,(928) 303-5906,Operating,Marijuana Establishment,3345 E County 15th St,Somerton,85350,"Email
ycd@mohavecannabis.com",,,,,197,ADHS,Arizona Department of Health Services,Retail - Sell,00000145ESNP12373673,,,32.61058501089485,-114.64743601840335,AZ,4/19/2023,Yuma County Dispensary LLC,,,Yuma County,,,2024-01-15T15:33:23.177360
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,198,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,8/8/2022,Zonacare,,,Maricopa County,,,2024-01-15T15:33:23.177360
46 Wellness Llc,D2 Dispensary,(520) 214-3232,Operating,Offsite Cultivation,78125 Salome Rd.,Salome,85348,"Email
admin2@arizonadispense.com",,,,,3,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,00000128ESJI00619914,,,32.20781901488445,-110.83938703445689,AZ,3/4/2023,46 Wellness Llc,,,La Paz County,"78125 Salome Rd., Salome, AZ 85348",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAsAAN&activeTab=details,2024-01-15T15:33:23.177360
Abedon Saiz Llc,Trulieve of Tatum,770-330-0831,Operating,Offsite Cultivation,143 N. Miami Drive,Miami,85539,"Email
compliance@trulieve.com",,,,,6,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,00000052ESLX15969554,,,33.638218871149334,-111.97741688786886,AZ,1/22/2023,Abedon Saiz Llc,,,Gila County,"143 N. Miami Drive, Miami, AZ 85539",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAoAAN&activeTab=details,2024-01-15T15:33:23.177360
