application_status,license_type,application_classification,application_classification_split_1,application_classification_split_2,approved_license_type,commence_operations_date,license_status,license_number,business_legal_name,premise_city,establishment_zipcode,business_email,business_phone,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,issue_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,expiration_date,pmt_amount,lic_fee_amount,premise_zip_code,town,premise_county,county_lat,county_long,region,ccclastupdated,establishment_address_2,establishment_state,premise_latitude,premise_longitude,approved_se_number,business_dba_name,premise_state,licensing_authority_id,licensing_authority,business_structure,business_owner_name,parcel_number,business_image_url,business_website
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,3/2/2022,COMPLETE,MR283742,"Community Care Collective, Inc.",Littleton,1460.0,,,531 King Street,,Littleton,MA,1460,POINT (-71.275566 42.459085),POINT (-71.484747 42.5572909),37 Spartan Arrow Road,,Littleton,MA,1460,83-2714413,MRN283742,Tue Sep 15 2020 17:30:10 GMT-0400 (Eastern Daylight Time),Mon Sep 14 2020 12:51:05 GMT-0400 (Eastern Daylight Time),Mon Nov 30 2020 13:28:45 GMT-0500 (Eastern Standard Time),True,no,,,,,,,,Not a DBE,,,Thu Feb 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Thu Aug 20 2020 14:34:19 GMT-0400 (Eastern Daylight Time),Thu Sep 17 2020 11:15:33 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:17:30 GMT-0500 (Eastern Standard Time),Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Nov 30 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,1460.0,Littleton,Middlesex,42.459085,-71.275566,Central MA,1/29/2024,,MA,42.557291,-71.484748,,"Community Care Collective, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,2/4/2021,COMPLETE,MR282388,"Apotho Therapeutics Plainville, LLC",Plainville,2762.0,,,119 Washington St,,Plainville,MA,2762,POINT (-71.15444 42.199156),POINT (-71.316811 42.0171959),125 High Street,,Boston,MA,2110,83-1940958,MRN282388,Fri Jun 19 2020 16:59:02 GMT-0400 (Eastern Daylight Time),Fri Feb 14 2020 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,,,,Not a DBE,,,Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Sat Feb 09 2019 13:30:21 GMT-0500 (Eastern Standard Time),Fri Jun 26 2020 12:43:15 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 13:36:18 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Aug 24 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,2762.0,Plainville,Norfolk,42.199156,-71.15444,Central MA,1/29/2024,,MA,42.017196,-71.316811,,"Apotho Therapeutics Plainville, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR283027,"Agricultural Healing, Inc.",Fall River,2721.0,,,278 Scranton Avenue,,Falmouth,MA,2540,POINT (-71.102131 41.778329),POINT (-71.146247 41.6915400),278 Scranton Avenue,,Falmouth,MA,2540,83-0575651,MRN283027,Mon Mar 30 2020 16:14:03 GMT-0400 (Eastern Daylight Time),Wed Mar 04 2020 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,,,,Not a DBE,,,,Wed Oct 02 2019 14:08:43 GMT-0400 (Eastern Daylight Time),Tue May 26 2020 14:14:43 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:11:58 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Feb 19 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,2721.0,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,1/29/2024,,MA,41.69154,-71.146247,,"Agricultural Healing, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR284026,"JO Gardner, Inc.",Gardner,1440.0,,,110 Turnpike Road,Suite 114,Westborough,MA,1581,POINT (-71.840209 42.329642),POINT (-71.992067 42.5617840),110 Turnpike Road,Suite 114,Westborough,MA,1581,92-2665351,MRN284026,Thu Jun 22 2023 12:32:00 GMT-0400 (Eastern Daylight Time),Mon Mar 01 2021 13:52:45 GMT-0500 (Eastern Standard Time),Mon Sep 18 2023 14:32:04 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Not a DBE,,,,Wed Jan 13 2021 08:09:29 GMT-0500 (Eastern Standard Time),Fri Jun 30 2023 13:24:55 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 15:37:09 GMT-0400 (Eastern Daylight Time),Mon Sep 18 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Sep 18 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1440.0,Gardner,Worcester,42.329642,-71.840209,Central MA,1/29/2024,Unit 1,MA,42.561784,-71.992067,,"JO Gardner, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MR284969,Yellow House Cannabis LLC,Tyngsborough,1879.0,,,405-409 Middlesex Rd,,Tyngsborough,MA,1879,POINT (-71.275566 42.459085),POINT (-71.436282 42.694837),47 Bailey Drive,,Rochester,NH,3868,93-2712891,MRN284969,Mon Oct 09 2023 21:38:56 GMT-0400 (Eastern Daylight Time),Fri Sep 08 2023 09:44:32 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Veteran-Owned Business,,,,Thu Jun 15 2023 09:48:29 GMT-0400 (Eastern Daylight Time),Fri Oct 20 2023 11:21:06 GMT-0400 (Eastern Daylight Time),Thu Dec 14 2023 14:30:32 GMT-0500 (Eastern Standard Time),Tue Dec 19 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu Dec 19 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,1879.0,Tyngsboro,Middlesex,42.459085,-71.275566,,1/29/2024,,MA,42.694837,-71.436282,,Yellow House Cannabis LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,FINAL LICENSE,,COMPLETE,MR284256,"Community Growth Partners Boston, LLC",Boston,2118.0,,,591 Albany Street,,Boston,MA,2118,POINT (-71.073493 42.334948),POINT (-71.068331 42.3374889),783 S. Main Street,,Great Barrington,MA,1230,93-2342240,MRN284256,Fri Aug 25 2023 16:51:55 GMT-0400 (Eastern Daylight Time),Tue Aug 08 2023 09:57:15 GMT-0400 (Eastern Daylight Time),Thu Oct 19 2023 08:19:05 GMT-0400 (Eastern Daylight Time),True,no,,INCOMPLETE,EE202038,,,,,Woman-Owned Business,,,Thu Jan 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),Fri May 21 2021 11:07:38 GMT-0400 (Eastern Daylight Time),Tue Sep 19 2023 19:08:48 GMT-0400 (Eastern Daylight Time),Thu Oct 12 2023 12:48:56 GMT-0400 (Eastern Daylight Time),Thu Oct 19 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 19 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2118.0,Boston,Suffolk,42.334948,-71.073493,Metro Boston,1/29/2024,,MA,42.337489,-71.068331,,"Community Growth Partners Boston, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,8/16/2021,COMPLETE,MR282975,RC Retail Amherst LLC,Amherst,1002.0,,,328 College Street,,Amherst,MA,1002,POINT (-72.62073 42.322256),POINT (-72.503100 42.3733080),200 Pratt Street,,Meriden,CT,6450,84-2935348,MRN282975,Wed Jul 29 2020 16:05:30 GMT-0400 (Eastern Daylight Time),Fri Feb 28 2020 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,,,,Not a DBE,,,Thu Jul 15 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Sep 04 2019 16:04:19 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 08:13:35 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:22:34 GMT-0500 (Eastern Standard Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Tue Dec 03 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,1002.0,Amherst,Hampshire,42.322256,-72.62073,Western MA,1/29/2024,,MA,42.373308,-72.5031,,RC Retail Amherst LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR282659,"Metro Harvest, Inc.",New Bedford,2745.0,,,292 Bedford St.,,Bridgewater,MA,2324,POINT (-71.102131 41.778329),POINT (-70.939141 41.6785429),292 Bedford St.,,Bridgewater,MA,2324,83-4383388,MRN282659,Thu Mar 05 2020 20:06:42 GMT-0500 (Eastern Standard Time),Thu Feb 20 2020 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,,,,Not a DBE,,,,Sun Apr 28 2019 20:48:49 GMT-0400 (Eastern Daylight Time),Fri Mar 27 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:34:02 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,2745.0,New Bedford,Bristol,41.778329,-71.102131,Southeast and Cape,1/29/2024,,MA,41.678543,-70.939141,,"Metro Harvest, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,4/26/2022,COMPLETE,MR282902,Green Era LLC,Mendon,1756.0,,,25 Cape Rd,,Mendon,MA,1756,POINT (-71.840209 42.329642),POINT (-71.503792 42.0986490),45 Bodwell St,,Avon,MA,2322,83-1832421,MRN282902,Mon Apr 06 2020 10:28:57 GMT-0400 (Eastern Daylight Time),Wed Feb 19 2020 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,,,,Minority-Owned Business,,,Thu Mar 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Tue Jul 30 2019 07:47:03 GMT-0400 (Eastern Daylight Time),Fri May 22 2020 08:24:23 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 14:10:46 GMT-0400 (Eastern Daylight Time),Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Dec 18 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,1756.0,Mendon,Worcester,42.329642,-71.840209,Central MA,1/29/2024,,MA,42.098649,-71.503792,,Green Era LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284254,Greener World Inc.,Holyoke,1040.0,,,620 Beaulieu St,,Holyoke,MA,1040,POINT (-72.571312 42.12756),POINT (-72.616309 42.1928010),620 Beaulieu St,,Holyoke,MA,1040,86-1378500,MRN284254,Wed Mar 23 2022 18:02:30 GMT-0400 (Eastern Daylight Time),Fri Jul 09 2021 16:08:32 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Woman-Owned Business,,,,Wed May 19 2021 15:03:14 GMT-0400 (Eastern Daylight Time),Fri Apr 08 2022 09:29:38 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 12:02:21 GMT-0400 (Eastern Daylight Time),,,1500.0,,1040.0,Holyoke,Hampden,42.12756,-72.571312,Western MA,1/29/2024,,MA,42.192801,-72.61631,,Greener World Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MR284276,Smokey Leaf,Greenfield,1301.0,,,45-49 Bank Row,,Greenfield,MA,1301,POINT (-72.573941 42.587072),POINT (-72.600399 42.5864839),49 Bank Row,,Greenfield,MA,1301,86-2382648,MRN284276,Mon Aug 23 2021 13:36:24 GMT-0400 (Eastern Daylight Time),Tue Jul 20 2021 13:12:14 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,Wed Jun 09 2021 09:03:24 GMT-0400 (Eastern Daylight Time),Fri Sep 03 2021 07:44:59 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 14:37:36 GMT-0500 (Eastern Standard Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Fri Nov 29 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,1301.0,Greenfield,Franklin,42.587072,-72.573941,Western MA,1/29/2024,,MA,42.586484,-72.6004,,Smokey Leaf,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MR284654,"JMK Gardening, LLC  DBA Wonderland-Cannabis Co",Millbury,1527.0,,,11 McCracken Road,Suite C,Millbury,MA,1527,POINT (-71.840209 42.329642),POINT (-71.779792 42.2022339),"11 McCracken Road, Suite C",,Millbury,MA,1527,84-4197373,MRN284654,Wed Dec 21 2022 10:54:07 GMT-0500 (Eastern Standard Time),Thu Dec 08 2022 14:59:22 GMT-0500 (Eastern Standard Time),Fri Mar 31 2023 10:04:00 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Woman-Owned Business,,,,Wed May 11 2022 17:07:12 GMT-0400 (Eastern Daylight Time),Fri Dec 30 2022 09:49:32 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 12:43:28 GMT-0500 (Eastern Standard Time),Fri Mar 31 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Mar 31 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1527.0,Millbury,Worcester,42.329642,-71.840209,Central MA,1/29/2024,,MA,42.202234,-71.779793,,"JMK Gardening, LLC  DBA Wonderland-Cannabis Co",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,,COMPLETE,MR282429,"Tempest, Inc",Phillipston,1331.0,,,130 South Royalston Rd,,Royalston,MA,1368,POINT (-71.840209 42.329642),POINT (-72.163933 42.5742040),420 State Rd,,Phillipston,MA,1331,32-0602630,MRN282429,Fri Feb 12 2021 11:50:35 GMT-0500 (Eastern Standard Time),Fri Jan 22 2021 09:39:01 GMT-0500 (Eastern Standard Time),Fri Feb 11 2022 19:23:07 GMT-0500 (Eastern Standard Time),True,yes,SE303857,,,,,,,Not a DBE,,,,Thu Feb 21 2019 10:33:15 GMT-0500 (Eastern Standard Time),Thu Apr 01 2021 10:17:08 GMT-0400 (Eastern Daylight Time),Fri Apr 16 2021 13:57:31 GMT-0400 (Eastern Daylight Time),Fri Feb 11 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Feb 11 2023 03:00:00 GMT-0500 (Eastern Standard Time),,5000.0,1331.0,Athol,Worcester,42.329642,-71.840209,Western MA,1/29/2024,,MA,42.574204,-72.163933,SE303857,"Tempest, Inc",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,3/29/2023,COMPLETE,MR284603,Cannabis of Worcester LLC,Worcester,1606.0,,,56 Millbrook Street,,Worcester,MA,1606,POINT (-71.840209 42.329642),POINT (-71.800731 42.2869469),201 Park Avenue,,Worcester,MA,1609,88-1003415,MRN284603,Tue Jul 26 2022 15:26:37 GMT-0400 (Eastern Daylight Time),Fri May 27 2022 11:37:35 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 03 2022 10:20:00 GMT-0500 (Eastern Standard Time),Fri Aug 12 2022 08:55:20 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 16:00:50 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 13 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,1606.0,Worcester,Worcester,42.329642,-71.840209,Central MA,1/29/2024,,MA,42.286947,-71.800732,,Cannabis of Worcester LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,,COMPLETE,MR281275,"Alchemy League, Inc",Holyoke,1013.0,,,12 Marcella St,,Boston,MA,2119,POINT (-72.571312 42.12756),POINT (-72.602168 42.1966370),12 Marcella St,,Roxbury,MA,2119,82-4415549,MRN281275,Tue Sep 24 2019 14:32:17 GMT-0400 (Eastern Daylight Time),Thu May 10 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Jun 09 2021 12:12:05 GMT-0400 (Eastern Daylight Time),True,,,APPROVED,EE201940,EEA201934,,,,"Lesbian, Gay, Bisexual, and Transgender Owned Business | Minority-Owned Business | Veteran-Owned Business | Woman-Owned Business",,,,Thu Apr 19 2018 08:13:50 GMT-0400 (Eastern Daylight Time),Mon Oct 07 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 16 2020 15:30:30 GMT-0500 (Eastern Standard Time),Thu Jun 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jun 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,1013.0,Chicopee,Hampden,42.12756,-72.571312,Western MA,1/29/2024,,MA,42.196637,-72.602168,,"Alchemy League, Inc",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,3/8/2021,COMPLETE,MR281779,Delta 420 LLC,Blackstone,1504.0,,,199 Main Street,,Blackstone,MA,1504,POINT (-71.840209 42.329642),POINT (-71.542434 42.0172969),199 Main Street,,Blackstone,MA,1504,83-4720355,MRN281779,Mon Jul 20 2020 14:15:53 GMT-0400 (Eastern Daylight Time),Thu Jan 23 2020 00:00:00 GMT-0500 (Eastern Standard Time),Mon Sep 14 2020 13:50:39 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Minority-Owned Business,,,Thu Feb 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Sat Aug 04 2018 17:14:47 GMT-0400 (Eastern Daylight Time),Wed Apr 15 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 12:57:57 GMT-0400 (Eastern Daylight Time),Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 07 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,1504.0,Blackstone,Worcester,42.329642,-71.840209,Central MA,1/29/2024,,MA,42.017297,-71.542434,,Delta 420 LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,3/11/2021,COMPLETE,MR283040,"Turning Leaf Centers Northampton, LLC",Northampton,1060.0,,,261 King Street,,Northampton,MA,1060,POINT (-72.62073 42.322256),POINT (-72.633972 42.3313800),PO Box 1328,,East Otis,MA,1029,00-1403270,MRN283040,Tue Jun 30 2020 13:02:34 GMT-0400 (Eastern Daylight Time),Wed Mar 04 2020 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,,,,Not a DBE,,,Thu Feb 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Wed Oct 09 2019 14:56:14 GMT-0400 (Eastern Daylight Time),Tue Jul 07 2020 11:24:20 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:56:33 GMT-0400 (Eastern Daylight Time),Thu Jan 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jan 15 2025 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,1060.0,Northampton,Hampshire,42.322256,-72.62073,Western MA,1/29/2024,,MA,42.33138,-72.633972,,"Turning Leaf Centers Northampton, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284238,MJ's Market,Tyngsborough,1879.0,,,13 Centennial Drive,,North Grafton,MA,1536,POINT (-71.275566 42.459085),POINT (-71.436282 42.694837),13 Centennial Drive,,North Grafton,MA,1536,82-5246851,MRN284238,Wed Sep 29 2021 18:05:08 GMT-0400 (Eastern Daylight Time),Fri Jun 04 2021 14:08:28 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,,Tue May 11 2021 12:07:49 GMT-0400 (Eastern Daylight Time),Fri Sep 17 2021 09:06:14 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 14:40:25 GMT-0500 (Eastern Standard Time),,,1500.0,,1879.0,Tyngsboro,Middlesex,42.459085,-71.275566,,1/29/2024,,MA,42.694837,-71.436282,,MJ's Market,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR282315,Fresh Fields Gloucester LLC,Gloucester,1930.0,,,"1700 Shawsheen St, 2nd Floor",,Tewksbury,MA,1876,POINT (-70.970827 42.635475),POINT (-70.681095 42.6120629),"1700 Shawsheen St, 2nd Floor",,Tewksbury,MA,1876,83-4382416,MRN282315,Thu Jun 18 2020 14:32:22 GMT-0400 (Eastern Daylight Time),Mon Feb 10 2020 00:00:00 GMT-0500 (Eastern Standard Time),Tue Dec 29 2020 17:06:45 GMT-0500 (Eastern Standard Time),True,no,,,,,,,,Not a DBE,,,,Mon Jan 21 2019 12:55:15 GMT-0500 (Eastern Standard Time),Fri Jun 26 2020 12:31:04 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:07:33 GMT-0400 (Eastern Daylight Time),Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Dec 29 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,1930.0,Gloucester,Essex,42.635475,-70.970827,Northeast,1/29/2024,,MA,42.612063,-70.681096,,Fresh Fields Gloucester LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,9/4/2020,COMPLETE,MR282730,"Apothca, Inc.",Arlington,2476.0,,,99 Development Rd,,Fitchburg,MA,1420,POINT (-71.275566 42.459085),POINT (-71.184719 42.424408),99 Development Rd,,Fitchburg,MA,1420,81-4591516,MRN282730,Wed Dec 11 2019 11:44:57 GMT-0500 (Eastern Standard Time),Tue Jun 25 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Feb 07 2020 11:06:49 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201880,RPA201880,Not a DBE,,,Thu Aug 06 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Wed May 22 2019 16:07:19 GMT-0400 (Eastern Daylight Time),Wed Dec 11 2019 00:00:00 GMT-0500 (Eastern Standard Time),Fri Feb 07 2020 09:06:26 GMT-0500 (Eastern Standard Time),Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Feb 10 2025 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,2476.0,Arlington,Middlesex,42.459085,-71.275566,Northeast,1/29/2024,,MA,42.424408,-71.184719,,"Apothca, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,5/29/2020,COMPLETE,MR281793,Green Biz LLC,Northampton,1060.0,,,34 Bridge St,,Northampton,MA,1060,POINT (-72.62073 42.322256),POINT (-72.628145 42.3216740),45 Bodwell St,,Avon,MA,2322,82-5025315,MRN281793,Mon Mar 04 2019 16:21:57 GMT-0500 (Eastern Standard Time),Thu Dec 20 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 28 2019 15:15:58 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Minority-Owned Business,,,Thu Feb 06 2020 03:00:00 GMT-0500 (Eastern Standard Time),Sat Aug 11 2018 15:57:09 GMT-0400 (Eastern Daylight Time),Thu Feb 07 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 07 2019 16:10:59 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Fri Mar 29 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,1060.0,Northampton,Hampshire,42.322256,-72.62073,Western MA,1/29/2024,,MA,42.321674,-72.628145,,Green Biz LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,10/3/2023,COMPLETE,MR281787,"Holistic Industries, Inc.",Somerville,2143.0,,,304 Somerville Avenue,,Somerville,MA,2143,POINT (-71.275566 42.459085),POINT (-71.097522 42.3800400),1900 West Park Drive,Suite 280,Westborough,MA,1581,47-5374980,MRN281787,Fri Jan 20 2023 14:49:42 GMT-0500 (Eastern Standard Time),Fri Aug 05 2022 15:48:14 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 15:44:55 GMT-0400 (Eastern Daylight Time),True,no,,,,,APPROVED,RP201840,RP201840,Not a DBE,,,Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Aug 07 2018 14:12:46 GMT-0400 (Eastern Daylight Time),Fri Jan 27 2023 15:39:57 GMT-0500 (Eastern Standard Time),Thu May 11 2023 14:27:08 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat May 11 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2143.0,Somerville,Middlesex,42.459085,-71.275566,Metro Boston,1/29/2024,,MA,42.38004,-71.097523,,"Holistic Industries, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
