license_number,id,business_dba_name,license_type,license_status,business_legal_name,business_owner_name,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,issue_date,expiration_date,premise_city,premise_zip_code,premise_street_address,premise_county,premise_latitude,premise_longitude,business_phone,business_website,business_email,business_image_url,data_refreshed_date
25442,2105381,Alaskan Originals,Retail Marijuana Store,Active-Operating,Alaskan Originals,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,3591 Vine Rd,,61.5420506,-149.600801,(907) 357-4092,,,,2023-12-20T16:06:13.010000
25902,2108036,Tl'oh Suu by Green Degree,Retail Marijuana Store,Active-Operating,Tl'oh Suu by Green Degree,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Northway,99764,,,63.01199339999999,-141.8038182,(907) 778-8022,https://newsite.greendegree.net/,,,2023-12-20T16:06:13.010000
26251,1035647,GOODSINSE LLC,Retail Marijuana Store,Active-Operating,GOODSINSE LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,29 College Rd STE 8C,Fairbanks North Star Borough,64.8504069,-147.7055773,(616) 420-4206,https://goodsinsecannabis.com/,,,2023-12-20T16:06:13.010000
26721,2111965,Mr. Budd,Retail Marijuana Store,Delegated,Mr. Budd,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1,Palmer,,,,,,,,,2023-12-20T16:06:13.010000
27096,1033365,GREEN DEGREE,Retail Marijuana Store,Active-Operating,GREEN DEGREE,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,2888 S Clapp St,,61.55020289999999,-149.5407054,(907) 376-3155,http://www.greendegree.net/,,,2023-12-20T16:06:13.010000
27199,2114743,"Green Jar Palmer, LLC",Retail Marijuana Store,Delegated,"Green Jar Palmer, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 420,Palmer,,,,,,,,,2023-12-20T16:06:13.010000
27317,2115576,Talkeetna Connection,Retail Marijuana Store,Active-Pending Inspection,Talkeetna Connection,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Talkeetna,99676,39209 Talkeetna Spur Rd,Matanuska-Susitna Borough,62.1355035,-150.0348343,,,,,2023-12-20T16:06:13.010000
27522,2116208,The Connoisseur Lounge,Retail Marijuana Store,Active-Operating,The Connoisseur Lounge,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,226 Evergreen Ave,Matanuska-Susitna Borough,61.5991894,-149.1175257,(907) 746-4200,http://theconnoisseurlounge.net/,,,2023-12-20T16:06:13.010000
27532,2111699,Alaska Vibes,Retail Marijuana Store,Active-Pending Inspection,Alaska Vibes,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Juneau,99801,10011 Glacier Hwy,Juneau City and Borough,58.3709809,-134.6099594,,,,,2023-12-20T16:06:13.010000
28012,1054744,THE MASON JAR LLC,Retail Marijuana Store,Active-Operating,THE MASON JAR LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Juneau,99801,613 W Willoughby Ave,Juneau City and Borough,58.30018800000001,-134.4178071,(907) 500-7420,http://www.akmasonjar.com/,,,2023-12-20T16:06:13.010000
28093,1036588,THE HOUSE OF GREEN,Retail Marijuana Store,Active-Pending Inspection,THE HOUSE OF GREEN,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99515,3105 Minnesota Dr,Anchorage Municipality,61.191396,-149.9125697,(907) 929-3105,https://www.houseofgreenak.com/?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=anchorage,,,2023-12-20T16:06:13.010000
28899,2125467,worner brothers outpost,Retail Marijuana Store,Active-Operating,worner brothers outpost,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Sterling,99672,33590 Sterling Hwy,Kenai Peninsula Borough,60.5368602,-150.7537605,(907) 420-4882,https://www.wornerbrothersak.com/,,,2023-12-20T16:06:13.010000
28917,2125636,Back Alley Vapes,Retail Marijuana Store,Active-Operating,Back Alley Vapes,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite D,kenai,,,,,,,,,2023-12-20T16:06:13.010000
29084,2111155,Highpothermia,Retail Marijuana Store,Active-Pending Inspection,Highpothermia,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,741 E 13th Ave,Anchorage Municipality,61.20980299999999,-149.8693974,,,,,2023-12-20T16:06:13.010000
29095,2126889,Scorpion Grass,Retail Marijuana Store,Active-Operating,Scorpion Grass,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99515,1150 Huffman Park Dr,Anchorage Municipality,61.1099924,-149.8608539,(907) 759-1920,https://scorpiongrassak.com/,,,2023-12-20T16:06:13.010000
29266,2180099,Dandelion Dispensary,Retail Marijuana Store,Active-Operating,Dandelion Dispensary,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Haines,99827,1053 Haines Rd,Haines Borough,59.23602640000001,-135.469438,(907) 766-3505,https://www.dandeliondispo.com/,,,2023-12-20T16:06:13.010000
29341,2128444,Cannabis Cove,Retail Marijuana Store,Active-Operating,Cannabis Cove,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Ketchikan,99901,7198 N Tongass Hwy,Ketchikan Gateway Borough,55.41069700000001,-131.722639,(907) 225-7575,http://www.thecannabiscove.com/,,,2023-12-20T16:06:13.010000
29422,2175880,Houdini's Herb,Retail Marijuana Store,Delegated,Houdini's Herb,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,7451 W Peninsula Dr,,61.6287454,-149.6387425,(907) 315-4929,https://www.facebook.com/WytchwoodHerbalShoppe/,,,2023-12-20T16:06:13.010000
29564,1051864,REBEL ROOTS LLC,Retail Marijuana Store,Active-Operating,REBEL ROOTS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99712,,,,,,,,,2023-12-20T16:06:13.010000
29768,2121975,Higher Dimensions,Retail Marijuana Store,Active-Operating,Higher Dimensions,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Ketchikan,99901,9737 Mud Bay Rd Unit 101,Ketchikan Gateway Borough,55.4197238,-131.7683444,(907) 821-0511,http://higherdimensionsak.com/,,,2023-12-20T16:06:13.010000
29874,2131856,Smoke Out Point,Retail Marijuana Store,Delegated,Smoke Out Point,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,340 Evergreen Ave,Matanuska-Susitna Borough,61.5990404,-149.1197849,(907) 745-8814,http://www.discountsmokeshop.com/,,,2023-12-20T16:06:13.010000
30153,1038791,UNCLE HERB'S,Retail Marijuana Store,Active-Operating,UNCLE HERB'S,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1,Anchorage,209 King Cir,Anchorage Municipality,61.1315807,-149.878443,(907) 243-4372,https://uncleherbs.com/dispensary-locations/anchorage-king-circle/?utm_medium=organic&utm_source=gbp&utm_campaign=website,,,2023-12-20T16:06:13.010000
30156,1038791,UNCLE HERB'S,Retail Marijuana Store,Delegated,UNCLE HERB'S,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,44728 Sterling Hwy,Kenai Peninsula Borough,60.47896280000001,-151.0790104,,,,,2023-12-20T16:06:13.010000
30362,2135771,The Pot Shop,Retail Marijuana Store,Delegated,The Pot Shop,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99503,,,,,,,,,2023-12-20T16:06:13.010000
30459,2136366,Alaskan Grown Cannabis,Retail Marijuana Store,Delegated,Alaskan Grown Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit 1,Anchorage,2505 Fairbanks St,Anchorage Municipality,61.1974426,-149.8721806,,https://www.akgrowncannabis.com/,,,2023-12-20T16:06:13.010000
30563,2136975,Good Vibes Bethel,Retail Marijuana Store,Active-Operating,Good Vibes Bethel,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Bethel,99559,323 Chief Eddie Hoffman Hwy,Bethel Census Area,60.7905752,-161.7711506,(907) 545-8042,,,,2023-12-20T16:06:13.010000
30593,2086134,Pipe and Leaf: Premium Alaskan Cannabis,Retail Marijuana Store,Active-Operating,Pipe and Leaf: Premium Alaskan Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,901 Old Steese Hwy,Fairbanks North Star Borough,64.8519424,-147.6889478,(907) 451-0043,,,,2023-12-20T16:06:13.010000
30783,2124851,Wobbly Moose,Retail Marijuana Store,Active-Operating,Wobbly Moose,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,1036 E 4th Ave,Anchorage Municipality,61.21840349999999,-149.8634436,(907) 865-8828,,,,2023-12-20T16:06:13.010000
30822,2138622,Copper Nugget,Retail Marijuana Store,Delegated,Copper Nugget,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Laurence Barrett,Addition to,,,,,,,,,2023-12-20T16:06:13.010000
30838,2138318,Stash Cannabis Company,Retail Marijuana Store,Active-Operating,Stash Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Building #2,Big Lake,12825 Big Lake Rd Bldg #2,Matanuska-Susitna Borough,61.56594999999999,-149.769386,,,,,2023-12-20T16:06:13.010000
30974,2139373,"Green Jar Hatcher Pass, LLC",Retail Marijuana Store,Active-Operating,"Green Jar Hatcher Pass, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,9351 N Palmer-Fishhook Rd,Matanuska-Susitna Borough,61.69019230000001,-149.241083,(907) 631-3800,http://www.thegreenjarak.com/,,,2023-12-20T16:06:13.010000
31005,2139604,Green Growcer,Retail Marijuana Store,Delegated,Green Growcer,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit 1 (same as unit A),Anchorage,,,,,,,,,2023-12-20T16:06:13.010000
31417,2092987,Catalyst Cannabis Company,Retail Marijuana Store,Delegated,Catalyst Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99508,,,,,,,,,2023-12-20T16:06:13.010000
31418,2092987,Catalyst Cannabis Company,Retail Marijuana Store,Active-Operating,Catalyst Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99517,4707 Spenard Rd,Anchorage Municipality,61.1775385,-149.9400775,(907) 339-9333,http://www.catalystcannabisco.com/spenard,,,2023-12-20T16:06:13.010000
32116,2148469,Fort Green Alaska,Retail Marijuana Store,Delegated,Fort Green Alaska,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Upper Level,Wasilla,7821 W Parks Hwy,,61.578143,-149.6477868,,,,,2023-12-20T16:06:13.010000
32241,2175221,Arctic Cannabis LLC,Retail Marijuana Store,Active-Operating,Arctic Cannabis LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit A,Barrow,476 Egasak St,North Slope Borough,71.29036359999999,-156.7960777,,,,,2023-12-20T16:06:13.010000
32368,2150305,AK Legend's The Dispensary,Retail Marijuana Store,Active-Pending Inspection,AK Legend's The Dispensary,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,7900 King St,Anchorage Municipality,61.1494031,-149.8785428,(907) 344-1084,http://aklegendgardencenter.com/,,,2023-12-20T16:06:13.010000
32424,2091408,CANNABLISS,Retail Marijuana Store,Delegated,CANNABLISS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99504,317 Muldoon Rd,Anchorage Municipality,61.2202035,-149.7326119,(907) 222-6847,https://www.catalystcannabisco.com/muldoon,,,2023-12-20T16:06:13.010000
32662,2152646,High Seas,Retail Marijuana Store,Active-Pending Inspection,High Seas,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Homer,99603,60456 East End Rd,Kenai Peninsula Borough,59.6681603,-151.4473239,,,,,2023-12-20T16:06:13.010000
32759,2153479,Northern Emerald,Retail Marijuana Store,Delegated,Northern Emerald,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Building #2,Palmer,,,,,,,,,2023-12-20T16:06:13.010000
32773,2151613,Red's Outpost,Retail Marijuana Store,Active-Operating,Red's Outpost,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,41790 Sterling Hwy,Kenai Peninsula Borough,60.50105780000001,-150.9921135,(907) 759-1222,https://dutchie.com/dispensary/reds-outpost,,,2023-12-20T16:06:13.010000
32848,2154335,Shoreline Cannabis,Retail Marijuana Store,Delegated,Shoreline Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,N Shoreline Dr,Matanuska-Susitna Borough,61.5934946,-149.3389535,,,,,2023-12-20T16:06:13.010000
33236,2157350,Kachemak Cannabis,Retail Marijuana Store,Active-Operating,Kachemak Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite #3,Homer,,,,,,,,,2023-12-20T16:06:13.010000
33270,2147610,Treadwell Herb Company LLC,Retail Marijuana Store,Active-Operating,Treadwell Herb Company LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Douglas,99824,Dock St,Juneau City and Borough,58.2768513,-134.3911806,(907) 957-8375,http://treadwellherbcompany.com/,,,2023-12-20T16:06:13.010000
33305,2157697,Ganja By Sarah,Retail Marijuana Store,Active-Operating,Ganja By Sarah,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,7830 Old Seward Hwy,Anchorage Municipality,61.1495365,-149.8648148,,,,,2023-12-20T16:06:13.010000
33609,2160550,The Culture,Retail Marijuana Store,Active-Operating,The Culture,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,2301 S Knik Goose Bay Rd Unit #1,Matanuska-Susitna Borough,61.55672479999999,-149.4855021,(907) 357-4427,http://thecultureak.com/,,,2023-12-20T16:06:13.010000
33633,2160495,1717 Cannabis,Retail Marijuana Store,Delegated,1717 Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,1326 Cushman St,Fairbanks North Star Borough,64.83663899999999,-147.7210496,(907) 374-4420,https://grassstation49.com/grass-station-49-recreational-marijuana-dispensary-cushman/?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=cushman,,,2023-12-20T16:06:13.010000
34403,2166043,Enlighten Alaska,Retail Marijuana Store,Delegated,Enlighten Alaska,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,2600 Spenard Rd,Anchorage Municipality,61.1973181,-149.9057449,(907) 290-8559,http://www.enlightenak.com/,,,2023-12-20T16:06:13.010000
34761,2168530,420 Green Street,Retail Marijuana Store,Active-Pending Inspection,420 Green Street,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Craig,99921,505 Front St,Prince of Wales-Hyder Census Area,55.47717530000001,-133.1510137,,,,,2023-12-20T16:06:13.010000
34794,1069832,KENAI RIVER CANNABIS,Retail Marijuana Store,Active-Operating,KENAI RIVER CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Stebbins,99671,,,,,,,,,2023-12-20T16:06:13.010000
35328,2174470,AK Smoke and Vape,Retail Marijuana Store,Delegated,AK Smoke and Vape,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 20,Anchorage,570 E Benson Blvd Suite 20,Anchorage Municipality,61.19272460000001,-149.8729246,(907) 677-2664,http://www.aksmokeandvape.com/,,,2023-12-20T16:06:13.010000
35490,2175682,Sensimilla,Retail Marijuana Store,Delegated,Sensimilla,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99504,1431 Muldoon Rd,Anchorage Municipality,61.2079759,-149.7326881,,,,,2023-12-20T16:06:13.010000
35531,2176236,Southside Growers Co-Op,Retail Marijuana Store,Active-Pending Inspection,Southside Growers Co-Op,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99515,9400 Old Seward Hwy,Anchorage Municipality,61.1353737,-149.8643478,,,,,2023-12-20T16:06:13.010000
35626,2176719,Dutch Harbor Cannabis Co.,Retail Marijuana Store,Active-Pending Inspection,Dutch Harbor Cannabis Co.,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unalaska,99685,,,,,,,,,2023-12-20T16:06:13.010000
35631,1067746,HIGH VIBES LLC,Retail Marijuana Store,Delegated,HIGH VIBES LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,North Pole,99705,2008 Levado Ave,Fairbanks North Star Borough,64.8229144,-147.4419073,(907) 385-0323,http://badgerbudsak.com/,,,2023-12-20T16:06:13.010000
35633,2176609,Coastal Cannabis Company,Retail Marijuana Store,Delegated,Coastal Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Valdez,99686,1900 Mineral Creek Loop Rd,Valdez-Cordova Census Area,61.12018699999999,-146.2786209,,,,,2023-12-20T16:06:13.010000
