license_number,business_legal_name,business_dba_name,Street,premise_city,premise_zip_code,data_refreshed_date,license_type,license_designation,Licensee Name,License Number,Address,Zipcode,Microbials,Mycotoxins,Residual Solvents,id,license_status,licensing_authority_id,licensing_authority,premise_state,license_status_date,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_phone,business_email,business_image_url,premise_street_address,premise_county,premise_latitude,premise_longitude,business_website
402R-00130,LGK LLC,Strawberry Fields,"3435 South Yosemite Street, Suite 200",Denver,80231,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00130,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00501,THE GREEN SOLUTION LLC,Clearance Cannabis Co.,810 North College Avenue,Fort Collins,80524,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00501,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00703,COMPLETE RELEAF CO LLC,Complete Releaf,"1669 Coal Creek Drive, Suite A",Lafayette,80026,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00703,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00048,AF INC,Apothecary Farms,2251 South Broadway,Denver,80210,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00048,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00049,RJJ MORRISON II LLC,NATIVE ROOTS COLORADO BLVD,1155 South Colorado Boulevard,Denver,80246,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00049,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00974,CARRETERA OCHO CINCO LLC,Highway 85 Cannabis,7853 US Highway 85,Fort Lupton,80621,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00974,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00856,CRAIG CANNABIS INC,Rocky Mountain Cannabis,535 Yampa Avenue  #100 ,Craig,81625,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00856,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00617,RJJ TRINIDAD LLC,Native Roots Trinidad,3140 Santa Fe Trail,Trinidad,81082,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00617,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00499,GUNNISON INVESTMENTS LLC,The Dispensary,"500 West Highway 50, Unit 101",Gunnison,81230,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00499,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00169,SMOKE HOLDCO LLC,Star Buds,2502 8th Avenue Unit A,Garden City,80631,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00169,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00502,ACES PLACE LLC,ACES PLACE LLC,"1101 Academy Court, Unit 4",Fort Collins,80524,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00502,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00583,THE GREEN SOLUTION LLC,Clearance Cannabis Co.,409 North Commercial Street,Trinidad,81082,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00583,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00296,FUTUREVISION LTD,Medicine Man,1901 South Havana Street,Aurora,80014,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00296,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00670,THE GREEN SOLUTION LLC,THE GREEN SOLUTION LLC,1207 Southgate Place,Pueblo,81004,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00670,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00646,SUMMIT WELLNESS,DENREC Denver Recreational Dispensary,2042 South Bannock Street,Denver,80223,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00646,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00582,THE GREEN SOLUTION LLC,Clearance Cannabis Co.,1423 Santa Fe Trail,Trinidad,81082,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00582,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00307,RRAW LLC,Rocky Road Aurora,1712 South Chambers Road,Aurora,80017,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00307,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00317,HIGH COUNTRY SUPPLY LLC,Colorado Harvest Company,11002 East Yale Avenue,Aurora,80014,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00317,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00323,DP RETAIL 114 LLC,Green Dragon,15225 East 6th Avenue,Aurora,80011,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00323,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00445,MILE HIGH WELLNESS II LLC,Green Street,2291 South Kalamath Street,Denver,80223,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00445,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00689,NUVUE PHARMA LLC,NUVUE PHARMA LLC,1400 Van Buren Street,Trinidad,81082,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00689,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00910,ZENGOLDS LLC,ZENGOLDS,"5739 Bueno Drive, Suite D1",Fort Collins,80525,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00910,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00871,BROW 1 LLC,Xclusive Cannabis,7200 East Smith Road,Denver,80207,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00871,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00354,IGADI LTD,IgadI,"72399 US Highway 40, Unit B",Tabernash,80478,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00354,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00918,ITEM 9 LABS COLORADO LLC,Unity  Rd,6101 Washington Street,Denver,80216,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00918,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00683,DURANGO ORGANICS LLP,DURANGO ORGANICS LLP,37 County Road 232,Durango,81303,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00683,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00577,SBUD LLC,Star Buds,5844 Dahlia Street,Commerce City,80022,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00577,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00799,HERBAL OUTFITTERS LLC,The Green Joint,2102 Airport Road  Suite A,Rifle,81650,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00799,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00019,PI ARAPAHOE LLC,Lova Arapahoe,2042 Arapahoe Street,Denver,80205,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00019,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-01005,RJJ GRAND JUNCTION LLC,Native Roots Grand Junction,683 Horizon Drive Unit 110,Grand Junction,81506,2024-01-02,Stores,Adult-Use,,,,,,,,402R-01005,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-01007,MIRACLE FARMS LLC,MIRACLE FARMS LLC,2 Miracle Way,Moffat,81143,2024-01-02,Stores,Adult-Use,,,,,,,,402R-01007,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00345,DENCO LLC,DENCO LLC,5155 East 46th Avenue,Denver,80216,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00345,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00934,VALLEY HIGH LLC,VALLEY HIGH LLC,512 2nd Street,Paonia,81428,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00934,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00017,MAYFLOWER GROUP LLC,The Health Center,1736 North Downing Street,Denver,80218,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00017,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00293,DOUBLE BROW LLC,Emerald Fields,503 Havana Street,Aurora,80010,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00293,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00695,COLORADO ALTERNATIVE HEALTH CARE LTD,Colorado Weedery,"125 Peach Avenue, Unit C",Palisade,81526,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00695,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00672,LIVWELL V LLC,LivWell,1239 Southgate Place,Pueblo,81004,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00672,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00700,THE GREEN SOLUTION LLC,THE GREEN SOLUTION LLC,1995 Wewatta Street,Denver,80202,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00700,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00879,STEM BEACH DISPENSARY LLC,Doctor's Orders,3321 South Interstate 25,Pueblo,81004,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00879,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00730,YUMA WAY LLC,Twin Peaks Dispensary,"900 South Hover Street, Unit A",Longmont,80501,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00730,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00524,CONCENTRATE LLC,WOLF PAC CANNABIS,749 East Enterprise Drive,Pueblo West,81007,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00524,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00817,SISTEM COMMERCE CITY LLC,Silver Stem Fine Cannabis,"5275 Quebec Street, Unit 105",Commerce City,80022,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00817,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00522,GREEN CROSS COLORADO LLC,The Tumbleweed Dispensary,"150 South Columbine Court, Unit 100",Parachute,81635,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00522,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00217,BEDDOR CLAUDE LLC,Chronic Therapy,10030 West 27th Avenue,Wheat Ridge,80215,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00217,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00588,BIG RIVER BEND LLC,Unity RD. Cannabis Shop,"1537 Pearl Street, Suite B",Boulder,80302,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00588,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00901,HEALING HOUSE LAKEWOOD LLC,Ascend Cannabis CO.,10712 West Alameda Avenue,Lakewood,80226,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00901,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00935,A & M LLC,Border Buds,1929 Highway 550,Durango,81303,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00935,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00483,VILLAGE RETAIL LLC,Blue Heron Dispensary,"100 West Main Street, Unit A",Oak Creek,80467,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00483,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00912,Sanders Enterprise LLC,Green Apex,202 Colorado Avenue,Sugar City,81076,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00912,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00997,NEBRINA WALNUT LLC,NEBRINA WALNUT LLC,3141-3151 Walnut Street,Boulder ,80301,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00997,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00264,KENDALL MOUNTAIN LLC,Silverton Green Works,1333 Greene Street,Silverton,81433,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00264,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00111,GREEN KIWI 2 LLC,LivWell,"6651 North Tower Road, Suite 120",Denver,80249,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00111,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00537,SYLS LLC,Strawberry Fields,2285 North Interstate 25,Pueblo,81008,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00537,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00899,COLORADO MEDICAL INVESTMENTS LLC,The Dispensary,5744 South Datura Street,Littleton,80120,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00899,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00232,ACADEMY OF THE HEALING ARTS LLC,High Valley Retail Cannabis,60250 County Road T,Moffat,81143,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00232,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00194,LIVWELL I LLC,LivWell,"2647 8th Avenue, Unit B",Garden City,80631,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00194,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00872,GREEN GARDENS LLC,Green Fields,2038 South Navajo Street,Denver,80223,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00872,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00737,THE GREEN SOLUTION LLC,Clearance Cannabis Co.,3926 South Federal Boulevard,Sheridan,80110,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00737,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00542,SAN JUAN STRAINS INC,SAN JUAN STRAINS INC,"356 East Pagosa Street, Unit B",Pagosa Springs,81147,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00542,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00998,NATIONAL GREEN SOURCE LLC,The Green Source,286 South Purcell Boulevard,Pueblo West,81007,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00998,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00581,1-11 LLC,one:eleven,17034 Highway 17,Moffat,81143,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00581,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00509,GUNNISON CANNABIS LLC,Rocky Mountain Cannabis,"901 West New York Avenue, Unit B",Gunnison,81230,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00509,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00645,E&R RETAIL LLC,The Other Place is Greener,466 West Main Street,Trinidad,81082,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00645,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00579,LIGHTSHADE LABS LLC,Lightshade,16821 East Iliff Avenue,Aurora,80014,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00579,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00923,SOUTHERN COLORADO REAL ESTATE DEVELOPERS OF BOULDER LLC,The Cannabis Depot Boulder LLC,3390 28th Street,Boulder,80301,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00923,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00257,NEW HOPE WELLNESS CENTER LLC,Tumbleweed Dispensary Edwards,"57 Edwards Access Road, Units 19 and 20",Edwards,81632,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00257,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00839,ROCKYS BEST LLC,The Station,1701 Elm Avenue,Rocky Ford,81067,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00839,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00650,NUVUE PHARMA LLC,NUVUE PHARMA LLC,4740 Dillon Drive,Pueblo,81008,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00650,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00521,MISSKAT INC,Frosty Leaf,500 West Highway 50 Suite 102,Gunnison,81230,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00521,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-01024,5403 QUEBEC ST LLC,5403 QUEBEC ST LLC,5403 Quebec Street,Commerce City,80022,2024-01-02,Stores,Adult-Use,,,,,,,,402R-01024,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00810,RIFLE REMEDIES LLC,Green Cross Rifle,1435 Airport Road,Rifle,81650,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00810,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00864,PEAK NORTH HOLDINGS GROUP LLC,Peak Dispensary,140 Railroad Avenue,Sedgwick,80749,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00864,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00708,SBUD LLC,Star Buds,7521 Ute Highway,Longmont,80503,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00708,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00171,D AND C MEDICAL MARIJUANA LLC,Golden Leaf,1755 Lincoln Avenue,Steamboat Springs,80487,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00171,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00853,KIND NEDERLAND LLC,THE KIND CASTLE,98 South Highway 119,Nederland,80466,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00853,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00943,PCG ONE LLC,Forage Buena Vista,318 Charles Street,Buena Vista,81211,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00943,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00154,MEDICAL MJ SUPPLY LLC,Best Colorado Cannabis,4800 Lamar Street,Wheat Ridge,80033,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00154,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00461,IGADI LTD,Igadi,92 East 1st Street Unit A,Nederland,80466,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00461,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00191,PG RETAIL I LLC,LaConte's Clone Bar & Dispensary,5194 North Washington Street,Denver,80216,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00191,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00889,SUMMIT WELLNESS,DENREC Denver Recreational Dispensary,4071 Ute Highway,Lyons,80503,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00889,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00814,GREEN CROSS LLC,Green Cross of Cherry Creek,"3400 South Oneida Way, Suite 101",Denver,80224,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00814,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00956,GREEN REMEDY LLC,Green Remedy,1052 South Quebec Street,Denver,80231,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00956,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00252,LIVWELL XII LLC,LivWell,"130 Maine Street, Unit B",Log Lane Village,80705,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00252,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00259,RIFLE REMEDIES LLC,Green Cross Silt,502 Front Street,Silt,81652,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00259,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00209,DP RETAIL 109 LLC,Green Dragon,409 East Hyman Avenue,Aspen,81611,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00209,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00818,SBUD LLC,Star Buds,5238 West 44th Avenue,Mountain View,80212,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00818,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00815,TELLURIDE GREEN ROOM LLC,Naturita Green Room,340 West Main Street,Naturita,81422,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00815,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00526,THE CANNABIST CASTLE SUPERMARKET & DISPENSARY LOUNGE LLC,The Kind Castle,248 East First Street,Parachute,81635,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00526,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00332,HQ LLC,High Q Silt,730 Main Street,Silt,81652,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00332,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00906,YUMA UNIQUE LLC,YUMA UNIQUE LLC,6901 East Colfax Avenue,Denver,80210,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00906,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00455,MOUNTAIN ANNIES LLC,MOUNTAIN ANNIES LLC,1330 Greene Street,Silverton,81433,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00455,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00512,FIDDLER'S GREEN LLC,FIDDLER'S GREEN LLC,402 Palomino Trail,Ridgway,81432,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00512,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00151,ALTERNATIVE HOLISTIC HEALING LLC,Rocky Mountain Organics,"5312 Highway 119, Unit B",Black Hawk,80422,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00151,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00246,ST BASALT LLC,Sun Theory,165 Southside Drive,Basalt,81621,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00246,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00516,KIND CARE OF COLORADO LLC,Kind Care of Colorado,6617 South College Avenue Building A,Fort Collins,80525,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00516,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00508,SOUTHERN COLORADO CANNABIS CLUB LLC,SOUTHERN COLORADO CANNABIS CLUB LLC,29577 Highway 159,Fort Garland,81133,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00508,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00907,UNIQUE CULTIVATIONS LLC,UNIQUE CULTIVATIONS LLC,4955 Newport Street,Commerce City,80022,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00907,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00152,GMC LLC,Green Man Cannabis,1355 North Santa Fe Drive Suite F,Denver,80204,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00152,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00518,PARACHUTE GREEN JOINT LLC,The Green Joint,"315 East 1st Street, Suite A",Parachute,81635,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00518,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00387,DP RETAIL 113 LLC,Green Dragon,4103 Sheridan Boulevard,Mountain View,80212,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00387,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00693,SILVERPEAK CORP,SILVERPEAK CORP,"393 East 2nd Street, Unit 6",Parachute,81635,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00693,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00586,DOUBLE BROW LLC,Star Buds,"1750 30th Street, Unit 12",Boulder,80301,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00586,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00429,LA CASA CANNA BIS INC,LA CASA CANNA BIS INC,110 Main Street,San Luis,81152,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00429,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00734,A&A INVESTMENTS LLC,Eclipse Cannabis Company,933 Alpine Avenue Suite 2,Boulder,80304,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00734,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00865,TUMBLEWEED EAGLE LLC,TUMBLEWEED EAGLE LLC,12 Eagle Park Drive,Eagle,81631,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00865,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00995,JUNGLE FEVA LLC,JUNGLE FEVA LLC,3615 South Tamarac Drive Unit 110,Denver,80237,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00995,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-01016,K&P ENTERPRISE LLC,Blazing Hippie,123 West Cedar Street,Trinidad,81082,2024-01-02,Stores,Adult-Use,,,,,,,,402R-01016,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00365,BRECKENRIDGE INVESTMENTS LLC,The Dispensary,"765 West Anemone Trail, Unit C",Dillon,80435,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00365,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00065,SERENE WELLNESS LLC,SERENE WELLNESS LLC,13 East Park Avenue,Empire,80438,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00065,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00060,DENCO LLC,DENCO LLC,"3480 Park Avenue West, Unit B",Denver,80216,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00060,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00614,KTA LLC,The Lodge,3944 North High Street,Denver,80205,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00614,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00596,CG INDUSTRY LLC,CROSS GENETICS,"4902 East Smith Road, Unit C",Denver,80216,2024-01-02,Stores,Adult-Use,,,,,,,,402R-00596,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
