application_status,license_type,application_classification,application_classification_1,application_classification_2,approved_license_type,commence_operations_date,license_status,license_number,business_legal_name,premise_city,establishment_zipcode,business_email,business_phone,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,issue_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,expiration_date,pmt_amount,lic_fee_amount,premise_zip_code,town,premise_county,county_lat,county_long,region,establishment_address_2,establishment_state,premise_latitude,premise_longitude,approved_se_number,ccclastupdated,business_dba_name,premise_state,licensing_authority_id,licensing_authority,business_structure,business_owner_name,parcel_number,business_image_url,business_website
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284277,"Hall Road, LLC",Dudley,1571.0,,,40 Hall Road,,Dudley,MA,1571,POINT (-71.840209 42.329642),POINT (-71.923081 42.0355350),120 Schofield Avenue,,Dudley,MA,1571,87-1127413,MRN284277,Thu Oct 07 2021 15:04:37 GMT-0400 (Eastern Daylight Time),Mon Sep 13 2021 11:24:24 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,,Thu Jun 10 2021 07:35:26 GMT-0400 (Eastern Daylight Time),Fri Oct 08 2021 11:42:46 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 14:43:17 GMT-0500 (Eastern Standard Time),,,1500.0,,1571.0,Dudley,Worcester,42.329642,-71.840209,Central MA,,MA,42.035535,-71.923082,,3/22/2024,"Hall Road, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,6/28/2022,COMPLETE,MR282961,"Cosmopolitan Dispensary, Inc.",Fall River,2720.0,,,82 Hartwell Street,,Fall River,MA,2720,POINT (-71.102131 41.778329),POINT (-71.153160 41.6983639),60 Rock Street,,Fall River,MA,2720,84-2360365,MRN282961,Fri Sep 11 2020 12:37:53 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 15:04:39 GMT-0400 (Eastern Daylight Time),Fri Nov 20 2020 18:49:28 GMT-0500 (Eastern Standard Time),True,no,,,,,,,,Not a DBE,,,Thu May 12 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 29 2019 17:36:41 GMT-0400 (Eastern Daylight Time),Thu Sep 17 2020 11:04:45 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:18:55 GMT-0500 (Eastern Standard Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 20 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,2720.0,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,41.698364,-71.153161,,3/22/2024,"Cosmopolitan Dispensary, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR281755,Fairway Botanicals Inc.,Boston,2131.0,,,882-884 South St,,Roslindale,MA,2131,POINT (-71.073493 42.334948),POINT (-71.134319 42.2885879),16 Fairview St,,Roslindale,MA,2131,83-3656519,MRN281755,Wed May 25 2022 11:32:06 GMT-0400 (Eastern Daylight Time),Wed May 05 2021 11:44:28 GMT-0400 (Eastern Daylight Time),Tue Aug 02 2022 07:08:06 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Not a DBE,,,,Sat Jul 28 2018 21:38:26 GMT-0400 (Eastern Daylight Time),Fri Jun 10 2022 10:59:22 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 12:04:54 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Aug 02 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2131.0,Roslindale,Suffolk,42.334948,-71.073493,,,MA,42.288588,-71.134319,,3/22/2024,Fairway Botanicals Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,3/3/2021,COMPLETE,MR281885,Spencer House LLC,Becket,1223.0,,,3235 Main Street,,Becket,MA,1223,POINT (-73.209889 42.396128),POINT (-73.083654 42.3275259),215 JOHNSON HILL RD,,Washington,MA,1223,32-2570314,MRN281885,Thu Jan 16 2020 14:38:32 GMT-0500 (Eastern Standard Time),Wed Aug 14 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Sep 21 2020 11:52:36 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Woman-Owned Business,,,Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Thu Sep 13 2018 14:05:16 GMT-0400 (Eastern Daylight Time),Thu Mar 12 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Fri May 08 2020 15:02:33 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 03:00:00 GMT-0500 (Eastern Standard Time),Fri Jan 13 2023 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,1223.0,Becket,Berkshire,42.396128,-73.209889,Western MA,,MA,42.327526,-73.083655,,3/22/2024,Spencer House LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,FINAL LICENSE,,COMPLETE,MR283689,JWTC Wick LLC,Rowley,1969.0,,,264 Newburyport Turnpike,,Rowley,MA,1969,POINT (-70.970827 42.635475),POINT (-70.908229 42.711033),11 Upper Beacon Street,,Maynard,MA,1754,85-1201109,MRN283689,Mon Feb 15 2021 09:33:57 GMT-0500 (Eastern Standard Time),Thu Dec 10 2020 14:39:01 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Veteran-Owned Business,,,Thu Jun 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 22 2020 17:18:19 GMT-0400 (Eastern Daylight Time),Thu Jan 28 2021 13:40:59 GMT-0500 (Eastern Standard Time),Thu May 13 2021 12:28:18 GMT-0400 (Eastern Daylight Time),Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Oct 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1969.0,Rowley,Essex,42.635475,-70.970827,Northeast,,MA,42.711033,-70.908229,,3/22/2024,JWTC Wick LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,9/20/2019,COMPLETE,MR281248,"Late Spring, Inc. D/B/A Gage Cannabis Company",Ayer,1432.0,,,38 Littleton Rd,,Ayer,MA,1432,POINT (-71.275566 42.459085),POINT (-71.565910 42.5518530),38 Littleton Rd,,Ayer,MA,1432,82-5274353,MRN281248,Tue Aug 07 2018 10:31:32 GMT-0400 (Eastern Daylight Time),Tue Jul 10 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Oct 10 2018 13:21:00 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201835,RP201835,Not a DBE,,,Thu Jun 13 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Apr 17 2018 12:37:57 GMT-0400 (Eastern Daylight Time),Fri Aug 10 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 20 2018 15:50:19 GMT-0400 (Eastern Daylight Time),Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Oct 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,1432.0,Ayer,Middlesex,42.459085,-71.275566,Central MA,,MA,42.551853,-71.56591,,3/22/2024,"Late Spring, Inc. D/B/A Gage Cannabis Company",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MR283321,Sparkboro Wellness NAMA Corp.,North Adams,1247.0,,,1268 Curran Highway,,North Adams,MA,1247,POINT (-73.209889 42.396128),POINT (-73.107417 42.6684309),180 Elm Street Suite I#340,,Pittsfield,MA,1201,84-5042244,MRN283321,Wed May 27 2020 14:37:26 GMT-0400 (Eastern Daylight Time),Mon Mar 23 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Sep 11 2020 10:38:26 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Minority-Owned Business,,,,Tue Mar 03 2020 13:17:50 GMT-0500 (Eastern Standard Time),Thu Jun 11 2020 14:29:22 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:48:08 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Dec 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,1247.0,North Adams,Berkshire,42.396128,-73.209889,Western MA,,MA,42.668431,-73.107418,,3/22/2024,Sparkboro Wellness NAMA Corp.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,,COMPLETE,MR284875,Build A Life Legacy LLC,Boston,2126.0,,,536-538 River St,,MATTAPAN,MA,2126,POINT (-71.073493 42.334948),POINT (-71.094740 42.2670079),"28 Church St, Ste 14 #1260",,Winchester,MA,1890,85-4131840,MRN284875,Wed Aug 02 2023 17:48:39 GMT-0400 (Eastern Daylight Time),Tue Mar 21 2023 09:34:07 GMT-0400 (Eastern Daylight Time),,True,yes,SE305504,,,,,,,Not a DBE,,,,Mon Feb 13 2023 15:44:13 GMT-0500 (Eastern Standard Time),Fri Aug 04 2023 09:55:59 GMT-0400 (Eastern Daylight Time),Thu Oct 12 2023 12:34:25 GMT-0400 (Eastern Daylight Time),Tue Feb 06 2024 03:00:00 GMT-0500 (Eastern Standard Time),Thu Feb 06 2025 03:00:00 GMT-0500 (Eastern Standard Time),,5000.0,2126.0,Mattapan,Suffolk,42.334948,-71.073493,,,MA,42.267008,-71.094741,SE305504,3/22/2024,Build A Life Legacy LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,PROVISIONAL LICENSE,,COMPLETE,MR283436,"Pharmacannis Massachusetts, Inc.",Franklin,2038.0,,,164 Grove Street,,Franklin,MA,2038,POINT (-71.15444 42.199156),POINT (-71.123040 42.3307599),190 South LaSalle,29th Floor,Chicago,IL,60603,46-3307025,MRN283436,Thu Jan 21 2021 17:50:55 GMT-0500 (Eastern Standard Time),Tue Nov 17 2020 13:13:49 GMT-0500 (Eastern Standard Time),,True,no,,,,,APPROVED,RP201821,RPA201821,Not a DBE,,,,Tue Apr 07 2020 16:00:47 GMT-0400 (Eastern Daylight Time),Thu Jan 28 2021 12:30:32 GMT-0500 (Eastern Standard Time),Thu Mar 11 2021 14:02:16 GMT-0500 (Eastern Standard Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Mon Apr 07 2025 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2038.0,Franklin,Norfolk,42.199156,-71.15444,Central MA,,MA,42.33076,-71.12304,,3/22/2024,"Pharmacannis Massachusetts, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,2/12/2021,COMPLETE,MR282356,"Northempton Enterprises, Inc.",Northampton,1060.0,,,2 Conz Street,Unit 4,Northampton,MA,1060,POINT (-72.62073 42.322256),POINT (-72.631061 42.3159769),2 Conz Street,Unit 4,Northampton,MA,1060,83-1994260,MRN282356,Mon Feb 24 2020 13:17:13 GMT-0500 (Eastern Standard Time),Thu Oct 10 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Mon May 11 2020 09:34:22 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jan 30 2019 13:07:12 GMT-0500 (Eastern Standard Time),Fri Feb 28 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri May 08 2020 15:00:11 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed May 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1060.0,Northampton,Hampshire,42.322256,-72.62073,Western MA,"Units #6, #2C, #4, #2A",MA,42.315977,-72.631061,,3/22/2024,"Northempton Enterprises, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,1/12/2024,COMPLETE,MR284022,Pioneer Valley Trading Company LLC,Westfield,1085.0,,,104 Feeding Hills Road,,Southwick,MA,1077,POINT (-72.571312 42.12756),POINT (-72.725358 42.1558720),104 Feeding Hills Road,,Southwick,MA,1077,84-5131336,MRN284022,Tue Feb 08 2022 17:29:46 GMT-0500 (Eastern Standard Time),Fri Jan 07 2022 09:56:32 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Veteran-Owned Business,,,Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jan 11 2021 11:56:53 GMT-0500 (Eastern Standard Time),Wed Feb 09 2022 10:59:58 GMT-0500 (Eastern Standard Time),Thu May 12 2022 14:08:44 GMT-0400 (Eastern Daylight Time),Wed Jun 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jun 14 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1085.0,Westfield,Hampden,42.12756,-72.571312,Western MA,,MA,42.155872,-72.725358,,3/22/2024,Pioneer Valley Trading Company LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,4/12/2021,COMPLETE,MR282685,CCC Wellfleet NV LLC,Wellfleet,2667.0,,,1446 State Highway Route 6,,Wellfleet,MA,2667,POINT (-70.301811 41.698999),POINT (-69.990324 41.9166230),1446 State Highway Route 6,PO Box 1136,South Wellfleet,MA,2663,83-3535825,MRN282685,Mon May 11 2020 14:52:16 GMT-0400 (Eastern Daylight Time),Tue Feb 04 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Aug 13 2020 10:18:02 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Mar 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Mon May 06 2019 12:21:05 GMT-0400 (Eastern Daylight Time),Thu May 21 2020 14:57:56 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 13:51:02 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Aug 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,2667.0,Wellfleet,Barnstable,41.698999,-70.301811,Southeast and Cape,,MA,41.916623,-69.990324,,3/22/2024,CCC Wellfleet NV LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284775,Aro 31 LLC,Marblehead,1945.0,,,222 Beacon Street,,Marblehead,MA,1945,POINT (-70.970827 42.635475),POINT (-70.858669 42.5136880),243 Green Street,,Marblehead,MA,1945,86-2014877,MRN284775,Wed Sep 20 2023 13:52:21 GMT-0400 (Eastern Daylight Time),Tue Jan 17 2023 12:04:26 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,,Thu Sep 29 2022 14:06:36 GMT-0400 (Eastern Daylight Time),Fri Oct 20 2023 09:56:06 GMT-0400 (Eastern Daylight Time),Thu Jan 11 2024 12:37:46 GMT-0500 (Eastern Standard Time),,,1500.0,,1945.0,Marblehead,Essex,42.635475,-70.970827,Northeast,Unit 2 and 3,MA,42.513688,-70.858669,,3/22/2024,Aro 31 LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MR282088,"Royalty Group, LLC.",Tyngsborough,1879.0,,,279 Tremont St.,,Boston,MA,2116,POINT (-71.275566 42.459085),POINT (-71.438062 42.6966419),279 Tremont St.,,Boston,MA,2116,47-1893479,MRN282088,Fri Feb 14 2020 14:43:43 GMT-0500 (Eastern Standard Time),Fri Aug 09 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Woman-Owned Business,,,,Mon Nov 26 2018 16:26:08 GMT-0500 (Eastern Standard Time),Thu Feb 20 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 09 2020 15:28:39 GMT-0400 (Eastern Daylight Time),Wed Jul 01 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Aug 14 2021 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1879.0,Tyngsboro,Middlesex,42.459085,-71.275566,,,MA,42.696642,-71.438062,,3/22/2024,"Royalty Group, LLC.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,7/30/2020,COMPLETE,MR281754,"Healthy Pharms, Inc.",Georgetown,1833.0,,,401 E. Main St.,,Georgetown,MA,1833,POINT (-70.970827 42.635475),POINT (-70.961955 42.7066299),401 E. Main St.,,Georgetown,MA,1833,46-3447386,MRN281754,Fri Jan 11 2019 17:41:14 GMT-0500 (Eastern Standard Time),Tue Sep 11 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Mar 11 2019 17:52:45 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201814,RP201901,Not a DBE,,,Wed Jul 17 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jul 28 2018 13:28:51 GMT-0400 (Eastern Daylight Time),Mon Jan 07 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 07 2019 16:07:01 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Tue Aug 06 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,1833.0,Georgetown,Essex,42.635475,-70.970827,Northeast,,MA,42.70663,-70.961955,,3/22/2024,"Healthy Pharms, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,1/23/2024,COMPLETE,MR284693,CATAHOULA CANNABIS LLC,Fall River,2721.0,,,160 HARTWELL STREET,,FALL RIVER,MA,2720,POINT (-71.102131 41.778329),POINT (-71.151736 41.6972329),PO BOX 1989,,FALL RIVER,MA,2722,92-0314453,MRN284693,Fri Dec 23 2022 11:29:37 GMT-0500 (Eastern Standard Time),Tue Dec 13 2022 08:33:06 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jun 13 2022 08:58:37 GMT-0400 (Eastern Daylight Time),Fri Jan 06 2023 09:35:48 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 13:13:23 GMT-0500 (Eastern Standard Time),Wed Feb 15 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Apr 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2721.0,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,41.697233,-71.151736,,3/22/2024,CATAHOULA CANNABIS LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR281700,"Not Grampa's Tobacco, Inc.",Winchendon,1475.0,,,703 School St,,Winchendon,MA,1475,POINT (-71.840209 42.329642),POINT (-72.077642 42.7139609),703 School St,,Winchendon,MA,1475,82-5447356,MRN281700,Mon May 03 2021 15:27:54 GMT-0400 (Eastern Daylight Time),Thu Nov 14 2019 00:00:00 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,,Wed Jul 11 2018 14:13:47 GMT-0400 (Eastern Daylight Time),Fri May 07 2021 11:33:45 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 16:38:44 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Aug 09 2023 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1475.0,Winchendon,Worcester,42.329642,-71.840209,Central MA,,MA,42.713961,-72.077643,,3/22/2024,"Not Grampa's Tobacco, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284855,"GreenSoul Organics, Inc.",Cambridge,2139.0,,,251 Little Falls Drive,,Wilmington,DE,2130,POINT (-71.275566 42.459085),POINT (-71.105350 42.3665700),24 Sigourney Street,Unit 2,Jamaica Plain,MA,2130,87-3993992,MRN284855,Thu Mar 02 2023 17:37:01 GMT-0500 (Eastern Standard Time),Tue Jan 31 2023 10:58:15 GMT-0500 (Eastern Standard Time),,True,yes,EE202243,,,EEA202243,,,,Not a DBE,,,,Tue Jan 17 2023 10:56:54 GMT-0500 (Eastern Standard Time),Fri Mar 03 2023 09:17:15 GMT-0500 (Eastern Standard Time),Thu Jun 08 2023 11:26:08 GMT-0400 (Eastern Daylight Time),,,,,2139.0,Cambridge,Middlesex,42.459085,-71.275566,Metro Boston,,MA,42.36657,-71.105351,,3/22/2024,"GreenSoul Organics, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,11/5/2021,COMPLETE,MR281811,Mellow Felllows LLC,Haverhill,1830.0,,,330 Amesbury Road,,Haverhill,MA,1832,POINT (-70.970827 42.635475),POINT (-71.053364 42.8021379),P.O.. Box 1115,,Amesbury,MA,1831,83-3104809,MRN281811,Mon Apr 20 2020 10:28:50 GMT-0400 (Eastern Daylight Time),Wed Apr 08 2020 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Not a DBE,,,Thu Oct 14 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Aug 17 2018 08:23:19 GMT-0400 (Eastern Daylight Time),Fri Jul 17 2020 07:33:19 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 14:32:17 GMT-0400 (Eastern Daylight Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Tue Apr 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1830.0,Haverhill,Essex,42.635475,-70.970827,Northeast,,MA,42.802138,-71.053364,,3/22/2024,Mellow Felllows LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,3/2/2022,COMPLETE,MR282974,"Community Care Collective, Inc.",Billerica,1862.0,,,4 Republic Road,,Billerica,MA,1862,POINT (-71.275566 42.459085),POINT (-71.299687 42.557682),37 Spartan Arrow Road,,Littleton,MA,1460,83-2714413,MRN282974,Thu Mar 19 2020 15:00:58 GMT-0400 (Eastern Daylight Time),Tue Feb 25 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Jun 04 2020 17:23:12 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Feb 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Wed Sep 04 2019 11:30:00 GMT-0400 (Eastern Daylight Time),Fri Mar 27 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:10:32 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Jun 04 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1862.0,North Billerica,Middlesex,42.459085,-71.275566,,,MA,42.557682,-71.299687,,3/22/2024,"Community Care Collective, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,5/15/2023,COMPLETE,MR284729,"BeWell Organic Medicine, Inc.",Merrimac,1860.0,,,92 Bolt Street,,Lowell,MA,1852,POINT (-70.970827 42.635475),POINT (-70.996685 42.8312099),92 Bolt Street,,Lowell,MA,1852,46-3466824,MRN284729,Wed Nov 30 2022 15:27:14 GMT-0500 (Eastern Standard Time),Wed Nov 16 2022 13:15:15 GMT-0500 (Eastern Standard Time),Thu Jan 26 2023 12:32:08 GMT-0500 (Eastern Standard Time),True,no,,,,,,,,Not a DBE,,,Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Jul 26 2022 15:37:58 GMT-0400 (Eastern Daylight Time),Fri Dec 16 2022 09:55:46 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 13:04:01 GMT-0500 (Eastern Standard Time),Thu Jan 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),Sun Jan 26 2025 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,1860.0,Merrimac,Essex,42.635475,-70.970827,Northeast,,MA,42.83121,-70.996686,,3/22/2024,"BeWell Organic Medicine, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR284438,Northeastcann Inc.,Swansea,2777.0,,,610 GAR Highway,,Swansea,MA,2777,POINT (-71.102131 41.778329),POINT (-71.214562 41.7536109),15 Gould Road,,Bedford,MA,1730,87-1717283,MRN284438,Tue Aug 02 2022 10:05:42 GMT-0400 (Eastern Daylight Time),Mon Dec 06 2021 14:12:54 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,,Sun Oct 03 2021 08:05:54 GMT-0400 (Eastern Daylight Time),Fri Aug 19 2022 09:27:13 GMT-0400 (Eastern Daylight Time),Thu Nov 10 2022 12:43:18 GMT-0500 (Eastern Standard Time),Mon Mar 27 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Mar 27 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2777.0,Swansea,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,41.753611,-71.214562,,3/22/2024,Northeastcann Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
