premise_city,license_designation,business_legal_name,business_phone,id,license_number,licensing_authority_id,licensing_authority,premise_state,license_status,license_status_date,license_type,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_email,business_image_url,business_dba_name,premise_street_address,premise_county,premise_zip_code,premise_latitude,premise_longitude,business_website,data_refreshed_date
Hungry Horse,Adult Use,Mommaz Enterprises,(406) 249-7270,253,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mommaz Enterprises,,,,,,,2024-02-05T22:29:03.202367
Joliet,Adult Use,Magic City Releaf Rockvale Location,(406) 598-1400,254,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Magic City Releaf Rockvale Location,,,,,,,2024-02-05T22:29:03.202367
Joliet,Adult Use,Nature's Fix,(406) 661-7867,255,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Nature's Fix,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Abilene Apothecary,(406) 210-5370,256,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Abilene Apothecary,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Awesome Blossoms Mt,(406) 945-7511,257,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Awesome Blossoms Mt,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Bloom,(406) 459-2618,258,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Delta 9 Collective,(406) 257-1545,259,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Delta 9 Collective,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Elevated Kalispell,(406) 855-0291,260,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Elevated Kalispell,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Fcgf,(406) 250-0040,261,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Fcgf,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Flower,(406) 207-1898,262,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Flower,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Fruit Factory Inc,(435) 668-4387,263,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Fruit Factory Inc,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Garden Mother,(406) 407-7206,264,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Garden Mother,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Glacier Green Cross,(406) 890-2237,265,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Glacier Green Cross,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Green Imports,(406) 260-4413,266,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Green Imports,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,H&H Industries,(406) 314-4299,267,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,H&H Industries,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Honey Sour,(480) 842-0078,268,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Honey Sour,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Kalispell South,(406) 890-8829,269,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Kalispell South,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Last Best Place Cannabis LLC,(406) 300-1022,270,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Last Best Place Cannabis LLC,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Lil Amsterdam Usa,(406) 885-3770,271,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lil Amsterdam Usa,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Lionheart Cannabis Kalispell Dispensary,,272,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lionheart Cannabis Kalispell Dispensary,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Lucid Leaf LLC,(406) 309-2209,273,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lucid Leaf LLC,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Mommaz,(406) 309-2380,274,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mommaz,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Montana Canna,(406) 261-3798,275,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Montana Canna,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Nectar 406,(406) 261-4473,276,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Nectar 406,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Puffin Canna,(509) 710-6192,277,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Puffin Canna,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Simply Sublime,(406) 314-4353,278,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Simply Sublime,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Medical Only,Sticky Budz,(540) 798-2975,279,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Sticky Budz,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Sugar Leaves,(406) 471-3129,280,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Sugar Leaves,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Tamarack Cannabis,(406) 755-7227,281,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Tamarack Cannabis,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,The Green Haus,(406) 261-8386,282,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Green Haus,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,The Hi-Line Company,(406) 239-7292,283,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Hi-Line Company,,,,,,,2024-02-05T22:29:03.202367
Kalispell,Adult Use,Top Shelf Botanicals,(406) 249-8915,284,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Top Shelf Botanicals,,,,,,,2024-02-05T22:29:03.202367
Lakeside,Adult Use,Altitude Lakeside,(406) 709-2090,285,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Altitude Lakeside,,,,,,,2024-02-05T22:29:03.202367
Lakeside,Adult Use,Green Bee Lakeside,(406) 850-0461,286,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Green Bee Lakeside,,,,,,,2024-02-05T22:29:03.202367
Laurel,Adult Use,Bigsky Dispensary,(406) 270-1078,287,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bigsky Dispensary,,,,,,,2024-02-05T22:29:03.202367
Laurel,Adult Use,Golden Valley Honey,(406) 670-1771,288,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Golden Valley Honey,,,,,,,2024-02-05T22:29:03.202367
Laurel,Adult Use,Montana Advanced Caregivers,(406) 656-0026,289,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Montana Advanced Caregivers,,,,,,,2024-02-05T22:29:03.202367
Lewistown,Medical Only,Bloom,(406) 459-2618,290,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,,,,,,,2024-02-05T22:29:03.202367
Lewistown,Medical Only,Natural Wellness LLC,(406) 539-5354,291,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Natural Wellness LLC,,,,,,,2024-02-05T22:29:03.202367
Libby,Adult Use,Alternative Releaf LLC,(406) 293-6555,292,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Alternative Releaf LLC,,,,,,,2024-02-05T22:29:03.202367
Libby,Adult Use,Bloom,(406) 459-2618,293,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,,,,,,,2024-02-05T22:29:03.202367
Libby,Adult Use,Fruit Factory,(435) 668-4387,294,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Fruit Factory,,,,,,,2024-02-05T22:29:03.202367
Libby,Adult Use,Granite Peak Products,(406) 291-7629,295,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Granite Peak Products,,,,,,,2024-02-05T22:29:03.202367
Lincoln,Adult Use,Fat Hippie,(406) 459-2618,296,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Fat Hippie,,,,,,,2024-02-05T22:29:03.202367
Livingston,Adult Use,Apogee Gardens LLC,(406) 333-2477,297,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Apogee Gardens LLC,,,,,,,2024-02-05T22:29:03.202367
Livingston,Adult Use,Bloom,(406) 459-2618,298,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,,,,,,,2024-02-05T22:29:03.202367
Livingston,Adult Use,Ganja Goddess,(406) 451-4291,299,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Ganja Goddess,,,,,,,2024-02-05T22:29:03.202367
Livingston,Adult Use,Lionheart Cannabis Livingston,(406) 586-2837,300,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lionheart Cannabis Livingston,,,,,,,2024-02-05T22:29:03.202367
Livingston,Adult Use,Paradise Organics,(406) 220-0661,302,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Paradise Organics,,,,,,,2024-02-05T22:29:03.202367
Livingston,Adult Use,Sweet Grass,(406) 459-2618,303,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Sweet Grass,,,,,,,2024-02-05T22:29:03.202367
Livingston,Adult Use,Top Shelf Botanicals,(270) 996-7502,304,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Top Shelf Botanicals,,,,,,,2024-02-05T22:29:03.202367
Lockwood,Adult Use,North Coast Cure,(406) 647-6943,305,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,North Coast Cure,,,,,,,2024-02-05T22:29:03.202367
Lolo,Adult Use,Bliss,(406) 396-6271,306,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bliss,,,,,,,2024-02-05T22:29:03.202367
Lolo,Medical Only,Bloom,(406) 459-2618,307,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,,,,,,,2024-02-05T22:29:03.202367
Mc Allister,Adult Use,Agfertilizers Division LLC.,(406) 581-2740,308,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Agfertilizers Division LLC.,,,,,,,2024-02-05T22:29:03.202367
Miles City,Medical Only,Seed Of Life Labs,(406) 855-8204,309,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Seed Of Life Labs,,,,,,,2024-02-05T22:29:03.202367
Miles City,Medical Only,Sweet Grass,(406) 459-2618,310,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Sweet Grass,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,710 Montana,(406) 209-2470,311,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,710 Montana,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,A Lucker LLC,(406) 830-0460,312,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,A Lucker LLC,,,,,,,2024-02-05T22:29:03.202367
Big Sky,Adult Use,Missoula  Buds Missoula,(406) 763-1420,313,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Missoula  Buds Missoula,,,,,,,2024-02-05T22:29:03.202367
Big Sky,Adult Use,Missoula  Herbals & Edibles LLC,(406) 529-1919,314,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Missoula  Herbals & Edibles LLC,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Buzz Genetics,(406) 949-0931,315,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Buzz Genetics,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Ccc Farms LLC,(406) 218-1073,316,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Ccc Farms LLC,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Collective Elevation,(406) 396-3997,317,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Collective Elevation,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Dancing Goat Gardens,(406) 420-6979,318,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Dancing Goat Gardens,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Davis Family Farms Inc,(406) 370-7945,319,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Davis Family Farms Inc,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Doubledogs,(406) 224-0238,320,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Doubledogs,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Elevated,(406) 855-0291,321,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Elevated,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Euphoria Wellness,(406) 317-1419,322,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Euphoria Wellness,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Farm406,(406) 544-4404,323,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Farm406,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Firefly,(406) 880-4066,324,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Firefly,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Flower,(406) 207-1898,325,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Flower,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Forbidden Gardens,(406) 396-6271,326,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Forbidden Gardens,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Frosteez,(406) 850-5570,327,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Frosteez,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Garden Mother LLC.,(406) 529-3834,328,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Garden Mother LLC.,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Great Northern Pharmacy,(406) 207-7912,329,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Great Northern Pharmacy,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Greener Pastures,(831) 239-9028,330,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Greener Pastures,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Greenhouse Farmacy,(406) 203-2263,331,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Greenhouse Farmacy,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Groove LLC.,(406) 544-7440,332,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Groove LLC.,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,H&H Industries,(406) 926-3420,333,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,H&H Industries,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Hometree Co,(630) 460-2900,334,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Hometree Co,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Hydrocarellc,(509) 710-6192,335,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Hydrocarellc,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Lionheart Cannabis Missoula Dispensary,(844) 586-2837,336,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lionheart Cannabis Missoula Dispensary,,,,,,,2024-02-05T22:29:03.202367
Big Sky,Medical Only,Missoula Mary Jane's 406  Boutique,(406) 304-8055,337,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Missoula Mary Jane's 406  Boutique,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Mcmad Enterprises,(406) 205-3700,338,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mcmad Enterprises,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Mile High Cannabis LLC,(509) 389-2945,339,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mile High Cannabis LLC,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Moncanna LLC,(406) 493-0395,340,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Moncanna LLC,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Montana Medicinals LLC,(406) 686-1199,341,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Montana Medicinals LLC,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Montana Preferred Provider,(406) 540-4147,342,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Montana Preferred Provider,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Mtk Inc.,(406) 465-2281,343,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mtk Inc.,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Olympus Incendias,(406) 531-1812,344,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Olympus Incendias,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Prescribed Burn,(406) 493-0599,345,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Prescribed Burn,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Red Dawg LLC,(406) 240-3395,346,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Red Dawg LLC,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Remedy Medicinals LLC,(406) 490-9298,347,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Remedy Medicinals LLC,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Shane Lowman,(406) 498-8723,348,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Shane Lowman,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Spark1,(970) 232-5124,349,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Spark1,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Starrbuds,(406) 240-8979,350,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Starrbuds,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Steves Montana Sweetgrass Company,(406) 370-7130,351,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Steves Montana Sweetgrass Company,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Stokes,(406) 303-0725,352,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Stokes,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Tastebuds LLC,(406) 546-7211,353,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Tastebuds LLC,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,The Higher Standard Corp Missoula,(406) 459-2571,354,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Higher Standard Corp Missoula,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,The Hi-Line Company Agnes,(406) 239-7292,355,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Hi-Line Company Agnes,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,The Hi-Line Company-Missoula,(406) 239-7292,356,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Hi-Line Company-Missoula,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,The Local East Missoula,(140) 620-7179,357,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Local East Missoula,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Top Shelf Botanicals,(406) 493-0375,358,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Top Shelf Botanicals,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Urban Farmer,(406) 830-7373,359,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Urban Farmer,,,,,,,2024-02-05T22:29:03.202367
Missoula,Adult Use,Zen Medicine,(406) 396-3554,360,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Zen Medicine,,,,,,,2024-02-05T22:29:03.202367
Nashua,Medical Only,Highline Apothecary,(213) 445-7462,361,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Highline Apothecary,,,,,,,2024-02-05T22:29:03.202367
Norris,Adult Use,Papaya,(406) 581-2205,362,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Papaya,,,,,,,2024-02-05T22:29:03.202367
Olney,Adult Use,Good Deeds Organics LLC,(406) 249-8869,363,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Good Deeds Organics LLC,,,,,,,2024-02-05T22:29:03.202367
Philipsburg,Adult Use,Tsb Montana LLC,(406) 859-3964,364,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Tsb Montana LLC,,,,,,,2024-02-05T22:29:03.202367
Plains,Adult Use,Mommaz Enterprises,(406) 249-7270,365,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mommaz Enterprises,,,,,,,2024-02-05T22:29:03.202367
Plains,Adult Use,Tsb Montana LLC,(214) 310-6361,366,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Tsb Montana LLC,,,,,,,2024-02-05T22:29:03.202367
Plentywood,Adult Use,Goat Weed Farms,(801) 850-7720,367,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Goat Weed Farms,,,,,,,2024-02-05T22:29:03.202367
Plentywood,Adult Use,Khm Plentywood,(406) 765-1283,368,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Khm Plentywood,,,,,,,2024-02-05T22:29:03.202367
Polson,Adult Use,Alternative Releaf LLC,(406) 883-1880,369,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Alternative Releaf LLC,,,,,,,2024-02-05T22:29:03.202367
Polson,Adult Use,Flathead Lake Herb,(406) 883-4372,370,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Flathead Lake Herb,,,,,,,2024-02-05T22:29:03.202367
Polson,Adult Use,Tomcat LLC _ Polson Cannabis,(406) 407-0331,371,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Tomcat LLC _ Polson Cannabis,,,,,,,2024-02-05T22:29:03.202367
Polson,Adult Use,Top Shelf Botanicals,(406) 883-1580,372,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Top Shelf Botanicals,,,,,,,2024-02-05T22:29:03.202367
Red Lodge,Adult Use,Beartooth Medicinal Red Lodge,(406) 661-0112,373,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Beartooth Medicinal Red Lodge,,,,,,,2024-02-05T22:29:03.202367
Red Lodge,Adult Use,Sweetgrass,(406) 445-3039,374,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Sweetgrass,,,,,,,2024-02-05T22:29:03.202367
Roberts,Adult Use,Elevated Roberts,(406) 855-0291,375,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Elevated Roberts,,,,,,,2024-02-05T22:29:03.202367
Ronan,Adult Use,Olympus Incendias,(406) 210-6471,376,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Olympus Incendias,,,,,,,2024-02-05T22:29:03.202367
Ronan,Adult Use,The Hi-Line Co.,(406) 676-0079,377,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Hi-Line Co.,,,,,,,2024-02-05T22:29:03.202367
Roundup,Medical Only,Tumbleweed Dispancery,(406) 699-3366,378,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Tumbleweed Dispancery,,,,,,,2024-02-05T22:29:03.202367
