business_legal_name,license_type,license_designation,premise_city,id,license_number,licensing_authority_id,licensing_authority,premise_state,license_status,license_status_date,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_phone,business_email,business_image_url,business_website,data_refreshed_date,premise_latitude,premise_longitude,premise_county,premise_street_address,premise_zip_code
"
First Branch Cannabis
","
CLTV0094
",Adult-Use,,403,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
YBNRML LLC
","
CLTV0080
",Adult-Use,,404,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Vermont Select, LLC
","
CLTV0081
",Adult-Use,,405,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Clovis LLC
","
CLTV0099
",Adult-Use,,406,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Four Clover Corp
","
CLTV0092
",Adult-Use,,407,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Burrington Hill Co., LLC
",CLTV0107,Adult-Use,,408,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Ferngully Farm LLC
",CLTV0244,Adult-Use,,409,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Green Barn Farm LLC
",CLTV0240,Adult-Use,,410,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Pressure Lab Cultivation LLC
","
CLTV0251
",Adult-Use,,411,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Bernis Dobis, LLC
","
CLTV0293
",Adult-Use,,412,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Green Mountain Cure LLC
","
CLTV0258
",Adult-Use,,413,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
,,Adult-Use,,414,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Family Tree, LLC; Family Tree Hemp Company
","
CLTV0014
",Adult-Use,,415,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Wolf Creek Farm LLC
","
CLTV0088
",Adult-Use,,416,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Trombly House of Cannabis LLC
",CLTV0108,Adult-Use,,417,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Green Mountain Synergy Farm LLC,"
CLTV0091
",Adult-Use,,418,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
MoMark Farms, LLC
","
CLTV0308
",Adult-Use,,419,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Midnight Farm
","
CLTV0291
",Adult-Use,,420,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Dalen, LTD
","
CLTV0265
",Adult-Use,,421,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
,,Adult-Use,,422,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Farmers Underground
","
CLTV0076
",Adult-Use,,423,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
,,Adult-Use,,424,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Rebel East VT LLC
","
CLTV0049
",Adult-Use,,425,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Burlington Kush Factory, LLC
","
CLTV0295
",Adult-Use,,426,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Sweet Rhapsody LLLC DBA Skunk Hollow Cannabis
","
CLTV0301
",Adult-Use,,427,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Bia Diagnostics,"
TLAB0029
",Adult-Use,Colchester,428,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,44.5075536,-73.176019,Chittenden County,480 Hercules Dr #101,05446
Onward Analytics,"
TLAB0030
",Adult-Use,Colchester,429,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,44.5087803,-73.1863532,Chittenden County,261 Mountain View Dr,05446
"Champlain Valley Dispensary, Inc, CeresMED, Ceres",Integrated,Adult-Use,,430,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Vermont Patients Alliance,Integrated,Adult-Use,,431,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"FWR, Inc DBA Grassroots Vermont",Integrated,Adult-Use,,432,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Mountain Girl Cannabis,"
RTLR0001
",Adult-Use,"Rutland, UK",433,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,52.6583014,-0.639643,Rutland,"Rutland, UK","Rutland, UK"
FLŌRA Cannabis,"
RTLR0002
",Adult-Use,VT 05753,434,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,44.0153371,-73.16734,Addison County,Middlebury,USA
Vermont Bud Barn,"
RTLR0003
",Adult-Use,VT 05301,435,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,42.8509152,-72.5578678,Windham County,Brattleboro,USA
"
Apex Arboretum Inc. dba Green State Dispensary
","
RTLR0004
",Adult-Use,,436,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Gram Central LLC,"
RTLR0007
",Adult-Use,VT 05602,437,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,44.26005929999999,-72.5753869,Washington County,Montpelier,USA
9th State Cannabis,"
RTLR0006
",Adult-Use,VT,438,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,44.2056098,-73.2462341,Addison County,Ferrisburgh,USA
Lamoille County Cannabis,"
RTLR0005
",Adult-Use,"Morrisville, NC, USA",439,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,35.823483,-78.8255621,Wake County,"Morrisville, NC, USA","Morrisville, NC, USA"
The Green Man,"
RTLR0008
",Adult-Use,VT,440,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,44.4192627,-72.0151183,Caledonia County,St Johnsbury,USA
Juniper Lane LLC DBA Juniper Lane,"
RTLR0012
",Adult-Use,VT 05201,441,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,42.8781345,-73.1967741,Bennington County,Bennington,USA
Native East LLC DBA Winooski Organics,"
RTLR0009
",Adult-Use,VT,442,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,44.491438,-73.1856832,Chittenden County,Winooski,USA
Capital Cannabis Company Inc,"
RTLR0010
",Adult-Use,VT 05602,443,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,44.26005929999999,-72.5753869,Washington County,Montpelier,USA
Kingdom Kind,"
RTLR0011
",Adult-Use,,444,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Grass Queen Inc,"
RTLR0019
",Adult-Use,,445,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
ZenBarn Ventures Inc,"
RTLR0014
",Adult-Use,VT,446,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,44.376896,-72.7189485,Washington County,Waterbury Center,USA
The High Country,"
RTLR0015
",Adult-Use,"Derby, UK",447,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,52.9225301,-1.4746186,Derby,"Derby, UK","Derby, UK"
Magic Mann,"
RTLR0013
",Adult-Use,"Essex, UK",448,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,51.57424469999999,0.4856781,Essex,"Essex, UK","Essex, UK"
Higher Elevation,"
RTLR0016
",Adult-Use,"Morrisville, NC, USA",449,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,35.823483,-78.8255621,Wake County,"Morrisville, NC, USA","Morrisville, NC, USA"
Forbins Reserve Inc,"
RTLR0020
",Adult-Use,,450,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Somewhere On The Mountain,"
RTLR0022
",Adult-Use,"Rutland, UK",451,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,52.6583014,-0.639643,Rutland,"Rutland, UK","Rutland, UK"
"Clover VT LLC, DBA Sunday Drive","
RTLR0018
",Adult-Use,,452,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"Vermont Hemp Craft LLC, DBA Green Leaf Central","
RTLR0017
",Adult-Use,,453,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
EmeraldRose Retail LLC,"
RTLR0021
",Adult-Use,"Bristol, UK",454,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,51.454513,-2.58791,Bristol City,"Bristol, UK","Bristol, UK"
"Epona Farms LLC, DBA Epona Farms Store","
RTLR0025
",Adult-Use,"Brandon IP27, UK",455,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,52.446542,0.622533,Suffolk,"Brandon IP27, UK","Brandon IP27, UK"
Northeast Kannabis,"
RTLR0023
",Adult-Use,VT,456,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,44.4192627,-72.0151183,Caledonia County,St Johnsbury,USA
"Ratu's Cannabis Supply, LLC","
RTLR0024
",Adult-Use,"Wilmington, NC, USA",457,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,34.2103894,-77.8868117,New Hanover County,"Wilmington, NC, USA","Wilmington, NC, USA"
Pine Grove Organics LLC,"
RTLR0027
",Adult-Use,"Brandon IP27, UK",458,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,52.446542,0.622533,Suffolk,"Brandon IP27, UK","Brandon IP27, UK"
"TTG LLC, DBA The Trap House","
RTLR0029
",Adult-Use,,459,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Valley Meade Dispensary,"
RTLR0026
",Adult-Use,VT,460,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,44.1926386,-72.7798479,Washington County,Waitsfield,USA
The Tea House,"
RTLR0033
",Adult-Use,Hartford,461,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,43.6489596,-72.3192579,Windsor County,White River Junction,VT
Cambridge Cannabis Company,"
RTLR0028
",Adult-Use,"Cambridge, UK",462,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,52.1950788,0.1312729,Cambridgeshire,"Cambridge, UK","Cambridge, UK"
"Cannabis Caboose, DBA De Pot Shop","
RTLR0030
",Adult-Use,,463,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
VherBio LLC,"
RTLR0036
",Adult-Use,,464,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"Dalen LTD, DBA Blue Sage","
RTLR0032
",Adult-Use,VT,465,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,44.1926386,-72.7798479,Washington County,Waitsfield,USA
Stone Leaf Cannabis LLC,"
RTLR0031
",Adult-Use,,466,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Theory Wellness of VT Retail LLC,"
RTLR0034
",Adult-Use,VT 05301,467,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,42.8509152,-72.5578678,Windham County,Brattleboro,USA
Mary Jane Mountain,"
RTLR0037
",Adult-Use,Montgomery,468,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,44.8785957,-72.6083426,Franklin County,Montgomery Center,VT
Green Union LLC,"
RTLR0035
",Adult-Use,"Plymouth, MA, USA",469,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,41.9584457,-70.6672621,Plymouth County,"Plymouth, MA, USA","Plymouth, MA, USA"
"Cann Maxx, Cannabis Maximus","
RTLR0040
",Adult-Use,VT 05301,470,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,42.8509152,-72.5578678,Windham County,Brattleboro,USA
Big Intelligence Group LLC DBA Wild Legacy Cannabis,"
RTLR0038
",Adult-Use,"Morrisville, NC, USA",471,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,35.823483,-78.8255621,Wake County,"Morrisville, NC, USA","Morrisville, NC, USA"
Matterhorn Apothecary,"
RTLR0041
",Adult-Use,"Wilmington, NC, USA",472,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,34.2103894,-77.8868117,New Hanover County,"Wilmington, NC, USA","Wilmington, NC, USA"
Bern Legacy Cannabis,"
RTLR0039
",Adult-Use,,473,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"Silver Therapeutics of Bennington, LLC","
RTLR0042
",Adult-Use,VT 05201,474,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,42.8781345,-73.1967741,Bennington County,Bennington,USA
Giving Tree Cannabis,"
RTLR0043
",Adult-Use,VT,475,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,43.3465552,-73.177286,Rutland County,Pawlet,USA
"New England Cannabis Partners LLC, DBA MothaPlant","
RTLR0045
",Adult-Use,"St Albans, UK",476,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,51.752725,-0.339436,Hertfordshire,"St Albans, UK","St Albans, UK"
Sharp Family Farms DBA The Gas Station,"
RTLR0044
",Adult-Use,"Rutland, UK",477,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,52.6583014,-0.639643,Rutland,"Rutland, UK","Rutland, UK"
The Herb Closet LLC,"
RTLR0047
",Adult-Use,,478,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
BB CANN Inc. DBA Float On,"
RTLR0046
",Adult-Use,,479,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"GoodFire, LLP",RTLR0048,Adult-Use,"Waterbury, CT, USA",480,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,41.5581525,-73.0514965,New Haven County,"Waterbury, CT, USA","Waterbury, CT, USA"
"
802Apoth LLC, DBA TRUE-802 Cannabis
",RTLR0049,Adult-Use,,481,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Euphoria Cannabis LLC,"
RTLR0050
",Adult-Use,,482,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Cloud9 Cannabis LLC
",RTLR0051,Adult-Use,,483,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Mary Jane Junction,"
RTLR0052
",Adult-Use,"St Albans, UK",484,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,51.752725,-0.339436,Hertfordshire,"St Albans, UK","St Albans, UK"
"
Kingdom Boyz
",RTLR0053,Adult-Use,"Derby, UK",485,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,52.9225301,-1.4746186,Derby,"Derby, UK","Derby, UK"
"
Vermont Altern-Native LLC
",RTLR0055,Adult-Use,VT 05440,486,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,44.9750541,-73.30022389999999,Grand Isle County,Alburgh,USA
31° North,"
RTLR0056
",Adult-Use,VT,487,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,44.376896,-72.7189485,Washington County,Waterbury Center,USA
"
TMM Dispensary LLC
",RTLR0057,Adult-Use,,488,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Devils Den Cannabis Company
","
RTLR0058
",Adult-Use,"Bradford, UK",489,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,53.7937996,-1.7563583,West Yorkshire,"Bradford, UK","Bradford, UK"
"
Little City Greens
","
RTLR0062
",Adult-Use,VT 05491,490,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,44.1672771,-73.2540111,Addison County,Vergennes,USA
"
Kushies LLC
","
RTLR0061
",Adult-Use,"Derby, UK",491,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,52.9225301,-1.4746186,Derby,"Derby, UK","Derby, UK"
"
The Dank Closet Dispensary, LLC
","
RTLR0060
",Adult-Use,,492,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
DP Holdings LLC DBA The Bud Stop
","
RTLR0064
",Adult-Use,"Danville, CA, USA",493,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,37.8215929,-121.9999606,Contra Costa County,"Danville, CA, USA","Danville, CA, USA"
"
GoldMill Group Ltd. Co DBA Down to the Roots
","
RTLR0067
",Adult-Use,"City of Chester, Chester CH4 7LU, UK",494,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,53.166667,-2.916667,Cheshire West and Chester,"City of Chester, Chester CH4 7LU, UK","City of Chester, Chester CH4 7LU, UK"
"
Green Mountain Cannabis Works LLC
","
RTLR0065
",Adult-Use,VT 05255,495,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,43.16368749999999,-73.0723268,Bennington County,Manchester,USA
"
Timeline Products LLC - dbe Rimeline
","
RTLR0063
",Adult-Use,Jamaica,496,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,18.109581,-77.297508,,Jamaica,Jamaica
"
Vermont Terps Cannabis LLC
","
RTLR0066
",Adult-Use,"Pittsford, NY 14534, USA",497,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,43.0906186,-77.5149969,Monroe County,"Pittsford, NY 14534, USA","Pittsford, NY 14534, USA"
"
Sawyer Dog Retail LLC
",RTLR0074,Adult-Use,,498,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Palatino Ronci LLC, DBA Garcia's Cannabis Collective
","
RTLR0072
",Adult-Use,,499,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Sunset Lake Cannabis LLC D.B.A Lake Effect VT
","
RTLR0073
",Adult-Use,,500,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
CRAFT CANNABIS CO. RETAIL, LLC
","
RTLR0071
",Adult-Use,"Morrisville, NC, USA",501,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,35.823483,-78.8255621,Wake County,"Morrisville, NC, USA","Morrisville, NC, USA"
"
The Five Seasons Cannabis Company LLC
","
RTLR0070
",Adult-Use,Hartford,502,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,43.6489596,-72.3192579,Windsor County,White River Junction,VT
"
Gaston Weed Company
","
RTLR0069
",Adult-Use,VT,503,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,44.4904763,-73.1111871,Chittenden County,Essex Junction,USA
Snowbird Botanicals,"
MANU0024
",Adult-Use,,504,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Simple VT LLC; DBA YUT Soda,"
MANU0022
",Adult-Use,,505,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Encore Herbals LLC,"
MANU0009
",Adult-Use,,506,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Vermont Organic Health & Beauty Solutions LLC,"
MANU0014
",Adult-Use,,507,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
District 802,"
MANU0015
",Adult-Use,,508,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
BLISS POINT CHOCOLATE LLC,"
MANU0033
",Adult-Use,,509,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
Bordertown Apothecary LLC,"
MANU0028
",Adult-Use,,510,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Big Budz LLC
","
MANU0058
",Adult-Use,,511,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
RootLand Cannabis LLC
","
MANU0067
",Adult-Use,,512,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Moon Rise Alchemy LLC
","
MANU0061
",Adult-Use,,513,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
7 B's Farm LLC
","
MANU0071
",Adult-Use,,514,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
,,Adult-Use,,515,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Fog Valley Farm LLC
","
MANU0001
",Adult-Use,,516,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Family Tree, LLC
","
MANU0002
",Adult-Use,,517,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Dalen Ltd.
","
MANU0003
",Adult-Use,,518,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
The Cannabis Collective
","
MANU0004
",Adult-Use,,519,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Lindie's Kitchen
","
MANU0006
",Adult-Use,,520,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Glocanna, LLC
","
MANU0007
",Adult-Use,,521,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
KnR Cannabis
","
MANU0010
",Adult-Use,,522,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"Green Mountain Hash LLP, DBA Low-Key Alchemy, DBA Luna Xochitl","
MANU0013
",Adult-Use,,523,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Purple Lark Farm LLC.   Brand Name: Motherflower
","
MANU0016
",Adult-Use,,524,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Altitude Drops
",MANU0017,Adult-Use,,525,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Trichome Ranch, LLC
",MANU0018,Adult-Use,,526,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Green Queen Incredible Edibles
",MANU0021,Adult-Use,,527,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Tir Na Nog Edibles, LLC
",MANU0023,Adult-Use,,528,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Vermontourage Apothecary, LLC
",MANU0025,Adult-Use,,529,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
Vermont Herbal Essentials, LLC
","
MANU0026
",Adult-Use,,530,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
"
GROW. by MJ Cultivators, LLC
","
MANU0029
",Adult-Use,,531,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-12-05T23:08:27.104248,,,,,
