application_status,license_type,application_classification,application_classification_split_1,application_classification_split_2,approved_license_type,commence_operations_date,license_status,license_number,business_legal_name,premise_city,establishment_zipcode,business_email,business_phone,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,issue_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,expiration_date,pmt_amount,lic_fee_amount,premise_zip_code,town,premise_county,county_lat,county_long,region,establishment_address_2,establishment_state,premise_latitude,premise_longitude,approved_se_number,ccclastupdated,business_dba_name,premise_state,licensing_authority_id,licensing_authority,business_structure,business_owner_name,parcel_number,business_image_url,business_website
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,,COMPLETE,PDO103567,"Medicine Man Solutions, LLC",,,,,144 W. Britannia St.,,Taunton,MA,2780,,,P.O. Box 6045,,New Bedford,MA,2742,84-4482004,PDOA103567,Thu Jul 07 2022 09:22:43 GMT-0400 (Eastern Daylight Time),Wed Jun 29 2022 10:22:27 GMT-0400 (Eastern Daylight Time),,True,,SE304323,,,,,,,Minority-Owned Business,,,,Wed Oct 27 2021 20:28:28 GMT-0400 (Eastern Daylight Time),,Mon Jul 25 2022 15:20:25 GMT-0400 (Eastern Daylight Time),Mon Jul 25 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 25 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,MA,,,SE304323,2/9/2024,"Medicine Man Solutions, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MR283558,"Lifted Luxury, Inc",Millville,1529.0,,,615 Adams Street,,Dorchester,MA,2122,POINT (-71.840209 42.329642),POINT (-71.581481 42.024445),100 HARTFORD AVE #3305-09,,PROVIDENCE,RI,2909,85-2650668,MRN283558,Fri Nov 13 2020 12:42:39 GMT-0500 (Eastern Standard Time),Thu Oct 29 2020 11:39:42 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Woman-Owned Business,,,,Tue May 26 2020 10:50:54 GMT-0400 (Eastern Daylight Time),Fri Nov 20 2020 09:46:55 GMT-0500 (Eastern Standard Time),Thu Jan 14 2021 15:35:40 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Mar 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1529.0,Millville,Worcester,42.329642,-71.840209,Central MA,,MA,42.024445,-71.581482,,2/12/2024,"Lifted Luxury, Inc",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MC283322,"ACMJ, Inc.",Holyoke,1040.0,,,532 Main St.,,Holyoke,MA,1040,POINT (-72.571312 42.12756),POINT (-72.610652 42.1960309),532 Main St.,,Holyoke,MA,1040,85-4061764,MCN283322,Wed Mar 17 2021 11:17:51 GMT-0400 (Eastern Daylight Time),Wed Feb 24 2021 09:34:38 GMT-0500 (Eastern Standard Time),Sat Jul 02 2022 09:50:36 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Not a DBE,Indoor,"Tier 01: up to 5,000 square feet",,Sat Jan 23 2021 13:02:02 GMT-0500 (Eastern Standard Time),Fri Apr 09 2021 11:30:12 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 10:48:30 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sat Nov 09 2024 03:00:00 GMT-0500 (Eastern Standard Time),200.0,1250.0,1040.0,Holyoke,Hampden,42.12756,-72.571312,Western MA,,MA,42.196031,-72.610652,,2/12/2024,"ACMJ, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,COMMENCE OPS,10/13/2021,COMPLETE,MC282510,"J - B.A.M., INC.",Pittsfield,1201.0,,,72 DOWNING PKWY BLDG A,,Pittsfield,MA,1201,POINT (-73.209889 42.396128),POINT (-73.197941 42.4596870),P.O. Box 311,,East Otis,MA,1029,84-1776607,MCN282510,Mon Apr 13 2020 12:00:06 GMT-0400 (Eastern Daylight Time),Thu Mar 05 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri Jun 05 2020 09:30:57 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,Indoor,"Tier 01: up to 5,000 square feet",Thu May 13 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Nov 24 2019 15:12:48 GMT-0500 (Eastern Standard Time),Wed Apr 15 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:26:59 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jun 12 2024 04:00:00 GMT-0400 (Eastern Daylight Time),200.0,1250.0,1201.0,Pittsfield,Berkshire,42.396128,-73.209889,Western MA,,MA,42.459687,-73.197942,,2/12/2024,"J - B.A.M., INC.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Cultivator,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,3/17/2021,COMPLETE,MC282296,EOS-Bittersweet LLC,Pittsfield,1201.0,,,973 Barker Road,,Pittsfield,MA,1201,POINT (-73.209889 42.396128),POINT (-73.307815 42.4172519),15 Charisma Drive,,Pittsfield,MA,1201,84-2076060,MCN282296,Tue Feb 11 2020 11:01:03 GMT-0500 (Eastern Standard Time),Mon Jan 13 2020 00:00:00 GMT-0500 (Eastern Standard Time),Mon May 11 2020 15:54:53 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Minority-Owned Business,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",Thu Nov 19 2020 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jul 24 2019 13:40:29 GMT-0400 (Eastern Daylight Time),Thu Mar 05 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri May 08 2020 14:26:07 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jun 12 2024 04:00:00 GMT-0400 (Eastern Daylight Time),400.0,2500.0,1201.0,Pittsfield,Berkshire,42.396128,-73.209889,Western MA,,MA,42.417252,-73.307815,,2/12/2024,EOS-Bittersweet LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Product Manufacturer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,4/1/2022,COMPLETE,MP281466,"New England Cannabis Corporation, Inc.",Holliston,1746.0,,,29 Everett Street,,Holliston,MA,1746,POINT (-71.275566 42.459085),POINT (-71.408602 42.2116070),29 Everett Street,,Holliston,MA,1746,81-4141619,MPN281466,Tue Jul 30 2019 17:24:02 GMT-0400 (Eastern Daylight Time),Wed Mar 06 2019 00:00:00 GMT-0500 (Eastern Standard Time),Fri Aug 23 2019 09:43:03 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201814,RP201814,Not a DBE,,,Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Tue Aug 21 2018 13:42:00 GMT-0400 (Eastern Daylight Time),Fri Jun 07 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Aug 09 2019 11:42:20 GMT-0400 (Eastern Daylight Time),Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Wed Mar 20 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,1746.0,Holliston,Middlesex,42.459085,-71.275566,Central MA,,MA,42.211607,-71.408603,,2/12/2024,"New England Cannabis Corporation, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,FINAL LICENSE,,COMPLETE,MC283350,Trifecta Farms Corp,Brimfield,1010.0,,,142 New Holland Road,,Brimfield,MA,1010,POINT (-72.571312 42.12756),POINT (-72.180937 42.0937959),58 Agard Road,,Brimfield,MA,1010,85-3990569,MCN283350,Thu Apr 08 2021 06:43:26 GMT-0400 (Eastern Daylight Time),Tue Feb 23 2021 16:24:51 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Feb 09 2021 07:57:08 GMT-0500 (Eastern Standard Time),Mon May 03 2021 09:51:59 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 16:45:44 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Sep 18 2024 04:00:00 GMT-0400 (Eastern Daylight Time),400.0,2500.0,1010.0,Brimfield,Hampden,42.12756,-72.571312,Central MA,,MA,42.093796,-72.180937,,2/12/2024,Trifecta Farms Corp,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,5/4/2022,COMPLETE,MR283056,Vedi Naturals LLC,Marlborough,1752.0,,,505 Boston Post Road West,,Marlborough,MA,1752,POINT (-71.275566 42.459085),POINT (-71.603797 42.3360399),3 Craig Drive,,Clinton,MA,1510,83-3872261,MRN283056,Thu Jul 09 2020 08:33:05 GMT-0400 (Eastern Daylight Time),Mon Apr 06 2020 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Minority-Owned Business,,,Thu Apr 07 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Oct 15 2019 22:15:21 GMT-0400 (Eastern Daylight Time),Fri Jul 10 2020 09:14:08 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 14:53:29 GMT-0400 (Eastern Daylight Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Mar 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1752.0,Marlborough,Middlesex,42.459085,-71.275566,Central MA,Units F&G,MA,42.33604,-71.603797,,2/12/2024,Vedi Naturals LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Delivery Operator,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,,COMPLETE,MD1320,Gas Bus LLC,Middleborough,2346.0,,,321 West Grove St,,Middleborough,MA,2346,POINT (-70.818958 41.978877),,33 Cederus Ave,,Boston,MA,2131,85-1367777,MDA1320,Thu Aug 17 2023 11:38:31 GMT-0400 (Eastern Daylight Time),Fri Jun 23 2023 13:57:32 GMT-0400 (Eastern Daylight Time),,True,,SE306290,,,,,,,Not a DBE,,,,Thu Sep 29 2022 00:49:09 GMT-0400 (Eastern Daylight Time),Fri Jul 28 2023 10:25:59 GMT-0400 (Eastern Daylight Time),Thu Oct 12 2023 12:51:19 GMT-0400 (Eastern Daylight Time),Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 12 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,,2346.0,Middleboro,Plymouth,41.978877,-70.818958,,,MA,,,SE306290,2/9/2024,Gas Bus LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,9/21/2020,COMPLETE,MR282062,"Mass Alternative Care, Inc.",Amherst,1002.0,,,55 University Drive,,Amherst,MA,1002,POINT (-72.62073 42.322256),POINT (-72.533529 42.3719930),1247 East Main Street,,Chicopee,MA,1020,46-2915012,MRN282062,Thu Sep 19 2019 23:36:03 GMT-0400 (Eastern Daylight Time),Mon Jun 03 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Jan 20 2020 08:37:06 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201836,RPA201836,Not a DBE,,,Thu Aug 06 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Nov 19 2018 10:52:22 GMT-0500 (Eastern Standard Time),Thu Oct 03 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:28:34 GMT-0500 (Eastern Standard Time),Thu Jan 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),Tue Jan 21 2025 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,1002.0,Amherst,Hampshire,42.322256,-72.62073,Western MA,,MA,42.371993,-72.533529,,2/12/2024,"Mass Alternative Care, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,FINAL LICENSE,,COMPLETE,MR283511,Charles River Remedies LLC,Cambridge,2138.0,,,31 Church Street,,Cambridge,MA,2138,POINT (-71.275566 42.459085),POINT (-71.120215 42.374468),907 Massachusetts Avenue,,Cambridge,MA,2139,84-3317990,MRN283511,Fri Apr 23 2021 12:47:58 GMT-0400 (Eastern Daylight Time),Mon Mar 29 2021 13:08:20 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 14:02:39 GMT-0400 (Eastern Daylight Time),True,yes,EE202148,APPROVED,EE202148,EE202148,,,,Not a DBE,,,Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu May 07 2020 15:02:08 GMT-0400 (Eastern Daylight Time),Mon May 03 2021 09:51:30 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 10:51:01 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jun 08 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,5000.0,2138.0,Cambridge,Middlesex,42.459085,-71.275566,Metro Boston,,MA,42.374468,-71.120215,SE304354,2/12/2024,Charles River Remedies LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Courier Pre-Certification,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,,COMPLETE,PDO103161,"Justness, Inc.",,,,,190 Bridge St.,Apt 2314,Salem,MA,1970,,,190 Bridge St,Apt 2314,Salem,MA,1970,83-3670672,PDOA103161,Tue Jul 21 2020 23:44:55 GMT-0400 (Eastern Daylight Time),Tue Jul 21 2020 15:16:33 GMT-0400 (Eastern Daylight Time),,True,,EE202380,APPROVED,EE202380,,,,,Not a DBE,,,,Tue Jul 14 2020 00:31:20 GMT-0400 (Eastern Daylight Time),Thu Jul 23 2020 15:36:08 GMT-0400 (Eastern Daylight Time),Thu Jul 23 2020 15:40:07 GMT-0400 (Eastern Daylight Time),Thu Jul 23 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jul 23 2022 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,MA,,,,2/9/2024,"Justness, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MC283386,Dark Stream LLC,Douglas,1516.0,,,116 Davis Street,,Douglas,MA,1516,POINT (-71.840209 42.329642),POINT (-71.690961 42.062483),116 Davis Street,,Douglas,MA,1516,85-3794051,MCN283386,Tue Oct 05 2021 12:42:47 GMT-0400 (Eastern Daylight Time),Fri Jul 30 2021 12:17:29 GMT-0400 (Eastern Daylight Time),Mon Dec 20 2021 21:54:57 GMT-0500 (Eastern Standard Time),True,no,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,Thu Feb 25 2021 09:08:44 GMT-0500 (Eastern Standard Time),Fri Oct 08 2021 12:06:57 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 14:42:55 GMT-0500 (Eastern Standard Time),Mon Dec 20 2021 03:00:00 GMT-0500 (Eastern Standard Time),Tue Dec 20 2022 03:00:00 GMT-0500 (Eastern Standard Time),600.0,2500.0,1516.0,Douglas,Worcester,42.329642,-71.840209,Central MA,,MA,42.062483,-71.690962,,2/12/2024,Dark Stream LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,7/2/2021,COMPLETE,MR282803,"Cypress Tree Management, Inc.",Newton,2461.0,,,419 Boylston Street,Suite 300,Boston,MA,2116,POINT (-71.275566 42.459085),POINT (-71.212681 42.3178970),419 Boylston Street,Suite 300,Boston,MA,2116,82-4767408,MRN282803,Wed Mar 04 2020 12:32:51 GMT-0500 (Eastern Standard Time),Thu Jan 16 2020 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,,,,Not a DBE,,,Thu Jun 17 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jun 21 2019 15:40:42 GMT-0400 (Eastern Daylight Time),Thu Mar 05 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri May 08 2020 14:16:29 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Jun 09 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,2461.0,Newton Highlands,Middlesex,42.459085,-71.275566,,,MA,42.317897,-71.212681,,2/12/2024,"Cypress Tree Management, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,11/5/2021,COMPLETE,MR281811,Mellow Felllows LLC,Haverhill,1830.0,,,330 Amesbury Road,,Haverhill,MA,1832,POINT (-70.970827 42.635475),POINT (-71.053364 42.8021379),P.O.. Box 1115,,Amesbury,MA,1831,83-3104809,MRN281811,Mon Apr 20 2020 10:28:50 GMT-0400 (Eastern Daylight Time),Wed Apr 08 2020 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Not a DBE,,,Thu Oct 14 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Aug 17 2018 08:23:19 GMT-0400 (Eastern Daylight Time),Fri Jul 17 2020 07:33:19 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 14:32:17 GMT-0400 (Eastern Daylight Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Mar 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1830.0,Haverhill,Essex,42.635475,-70.970827,Northeast,,MA,42.802138,-71.053364,,2/12/2024,Mellow Felllows LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Cultivator,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MC283585,"The Green Lady Dispensary, Inc.",Middleborough,2346.0,,,370 Wareham Street,,Middleborough,MA,2346,POINT (-70.818958 41.978877),POINT (-70.864131 41.8575590),11 Amelia Drive,,Nantucket,MA,2554,82-1868872,MCN283585,Fri Feb 04 2022 10:26:13 GMT-0500 (Eastern Standard Time),Thu Dec 02 2021 09:36:03 GMT-0500 (Eastern Standard Time),,True,no,,,,,APPROVED,RP201895,,Minority-Owned Business,Indoor,"Tier 01: up to 5,000 square feet",,Tue Aug 31 2021 09:09:58 GMT-0400 (Eastern Daylight Time),Fri Feb 11 2022 08:17:28 GMT-0500 (Eastern Standard Time),Thu Apr 07 2022 12:51:49 GMT-0400 (Eastern Daylight Time),Tue Nov 01 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Nov 01 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,625.0,2346.0,Middleboro,Plymouth,41.978877,-70.818958,,,MA,41.857559,-70.864131,,2/12/2024,"The Green Lady Dispensary, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MC281775,"1620 Labs, LLC",Athol,1331.0,,,503 South Street,,Athol,MA,1331,POINT (-71.840209 42.329642),POINT (-72.231001 42.592005),P.O. Box 480,,Athol,MA,1331,82-5412946,MCN281775,Fri Sep 27 2019 08:20:03 GMT-0400 (Eastern Daylight Time),Mon Apr 01 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Mar 27 2020 11:27:26 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,"Lesbian, Gay, Bisexual, and Transgender Owned Business",Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,Sat Oct 27 2018 16:37:59 GMT-0400 (Eastern Daylight Time),Mon Oct 07 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:16:31 GMT-0500 (Eastern Standard Time),Thu Mar 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Mon Mar 27 2023 04:00:00 GMT-0400 (Eastern Daylight Time),600.0,5000.0,1331.0,Athol,Worcester,42.329642,-71.840209,Western MA,,MA,42.592005,-72.231001,,2/12/2024,"1620 Labs, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,7/1/2021,COMPLETE,MR282670,"KRD Growers, LLC",Clinton,1510.0,,,155 State Street,Suite 3,Newburyport,MA,1950,POINT (-71.840209 42.329642),POINT (-71.689036 42.424464),155 State Street,Suite 3,Newburyport,MA,1950,83-2994003,MRN282670,Wed May 20 2020 12:45:54 GMT-0400 (Eastern Daylight Time),Fri Nov 15 2019 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,,,,Not a DBE,,,Thu Jun 17 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed May 01 2019 16:07:19 GMT-0400 (Eastern Daylight Time),Thu May 21 2020 10:25:11 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 14:09:50 GMT-0400 (Eastern Daylight Time),Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Dec 18 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,1510.0,Clinton,Worcester,42.329642,-71.840209,Central MA,,MA,42.424464,-71.689036,,2/12/2024,"KRD Growers, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Delivery Operator,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,FINAL LICENSE,,COMPLETE,MD1292,Gan Or LLC,Northampton,1060.0,,,60 Damon Rd.,,Northampton,MA,1060,POINT (-72.62073 42.322256),,60 Damon Rd.,,Northampton,MA,1060,87-1189244,MDA1292,Fri Feb 11 2022 14:46:49 GMT-0500 (Eastern Standard Time),Mon Dec 27 2021 10:53:21 GMT-0500 (Eastern Standard Time),,True,,SE305335,,,,,,,Not a DBE,,,Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Dec 19 2021 12:48:00 GMT-0500 (Eastern Standard Time),Fri Feb 18 2022 09:53:28 GMT-0500 (Eastern Standard Time),Thu Mar 10 2022 13:54:53 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jul 08 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,,1060.0,Northampton,Hampshire,42.322256,-72.62073,Western MA,,MA,,,SE305335,2/9/2024,Gan Or LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,,COMPLETE,PMD5800,Grassp Ventures LLC,,,,,141 W State St,,Granby,MA,1033,,,82 Wendell Ave.,STE 100,Pittsfield,MA,1201,85-3437870,PMDA5800,Tue Jun 29 2021 11:11:53 GMT-0400 (Eastern Daylight Time),Mon Jun 28 2021 11:36:57 GMT-0400 (Eastern Daylight Time),,True,,SE303896,,,,,,,Not a DBE,,,,Fri May 28 2021 09:43:11 GMT-0400 (Eastern Daylight Time),Mon Jul 12 2021 11:11:40 GMT-0400 (Eastern Daylight Time),Mon Jul 12 2021 11:11:55 GMT-0400 (Eastern Daylight Time),Mon Jul 12 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,MA,,,SE303896,2/9/2024,Grassp Ventures LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,5/25/2023,COMPLETE,MR283258,"Calverde Naturals, LLC",Belmont,2478.0,,,1010 Pleasant Street,,Belmont,MA,2478,POINT (-71.275566 42.459085),POINT (-71.188325 42.3892269),10 Briarwood Lane,,WInchester,MA,1890,84-1907300,MRN283258,Mon Jan 04 2021 13:57:05 GMT-0500 (Eastern Standard Time),Thu Dec 10 2020 13:00:25 GMT-0500 (Eastern Standard Time),Thu Apr 01 2021 11:12:40 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Woman-Owned Business,,,Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 30 2020 15:03:29 GMT-0500 (Eastern Standard Time),Fri Jan 08 2021 13:58:24 GMT-0500 (Eastern Standard Time),Thu Feb 11 2021 13:15:44 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Apr 01 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2478.0,Belmont,Middlesex,42.459085,-71.275566,Northeast,,MA,42.389227,-71.188325,,2/12/2024,"Calverde Naturals, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MP282119,New England Alchemy LLC,North Adams,1247.0,,,76 Gothic Street,,Northampton,MA,1060,POINT (-73.209889 42.396128),POINT (-73.103261 42.6853479),76 Gothic Street,,Northampton,MA,1060,87-2615347,MPN282119,Mon Jun 13 2022 14:56:17 GMT-0400 (Eastern Daylight Time),Wed Dec 08 2021 09:27:25 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,,Fri Sep 10 2021 17:31:22 GMT-0400 (Eastern Daylight Time),Fri Jun 24 2022 14:04:52 GMT-0400 (Eastern Daylight Time),Fri Sep 16 2022 13:57:42 GMT-0400 (Eastern Daylight Time),,,1500.0,,1247.0,North Adams,Berkshire,42.396128,-73.209889,Western MA,,MA,42.685348,-73.103261,,2/12/2024,New England Alchemy LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
