license_number,id,business_dba_name,license_type,license_status,address,business_legal_name,business_owner_name,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,issue_date,expiration_date,premise_city,premise_zip_code,business_email,business_image_url,data_refreshed_date
14432,1058315,"HERBAN EXTRACTS, LLC",Marijuana Product Manufacturing Facility,Active-Operating,"14927 Kenai Spur Highway, Kenai, AK 99611, UNITED STATES","HERBAN EXTRACTS, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kenai,99611,,,2024-01-09T11:05:18.230216
14619,2089239,Denali Fire Extracts,Marijuana Product Manufacturing Facility,Active-Operating,"6209 Mike St, Suite 2B, Anchorage, AK 99518, UNITED STATES",Denali Fire Extracts,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 2B,Anchorage,,,2024-01-09T11:05:18.230216
14874,1035647,GOODSINSE LLC,Marijuana Product Manufacturing Facility,Active-Operating,"2604 Davis Rd., Fairbanks, AK 99709, UNITED STATES",GOODSINSE LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,,,2024-01-09T11:05:18.230216
15594,1061531,COLD CREEK EXTRACTS,Marijuana Product Manufacturing Facility,Active-Operating,"7801 Schoon St Unit L & M, Anchorage, AK 99518, UNITED STATES",COLD CREEK EXTRACTS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,,,2024-01-09T11:05:18.230216
15790,1062162,SCORPION GRASS,Marijuana Product Manufacturing Facility,Active-Operating,"266 S. McCallister Dr., Suite 3, Wasilla, AK 99654, UNITED STATES",SCORPION GRASS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 3,Wasilla,,,2024-01-09T11:05:18.230216
15800,1062188,BAKED ALASKA LLC,Marijuana Product Manufacturing Facility,Active-Operating,"2745 Hanson Road Unit B, Fairbanks, AK 99709, UNITED STATES",BAKED ALASKA LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,,,2024-01-09T11:05:18.230216
16006,1061979,"ARCTIC BAKERY, LLC",Marijuana Product Manufacturing Facility,Active-Operating,"1409 Well Street, Fairbanks, AK 99701, UNITED STATES","ARCTIC BAKERY, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,,,2024-01-09T11:05:18.230216
16991,1067162,STONEY MOOSE KITCHENS,Marijuana Product Manufacturing Facility,Active-Operating,"9737 Mud Bay Road, Suite 104, Ketchikan, AK 99901, UNITED STATES",STONEY MOOSE KITCHENS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 104,Ketchikan,,,2024-01-09T11:05:18.230216
17336,1068642,"GREAT NORTHERN MANUFACTURING, INC.",Marijuana Product Manufacturing Facility,Active-Operating,"7031 Arctic Boulevard, Suite 100, Anchorage, AK 99518, UNITED STATES","GREAT NORTHERN MANUFACTURING, INC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 100,Anchorage,,,2024-01-09T11:05:18.230216
17389,1068890,KREATIVE KONFECTIONS LLC,Marijuana Product Manufacturing Facility,Active-Operating,"2301 S. Knik-Goose Bay Rd, #5, Wasilla, AK 99654, UNITED STATES",KREATIVE KONFECTIONS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,#5,Wasilla,,,2024-01-09T11:05:18.230216
18314,1065703,AURORA BLUM,Marijuana Product Manufacturing Facility,Active-Pending Inspection,"1209 W. 36th Avenue, Anchorage, AK 99503, UNITED STATES",AURORA BLUM,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99503,,,2024-01-09T11:05:18.230216
18706,1075841,TUNDRA FARMS,Marijuana Product Manufacturing Facility,Active-Operating,"1210 E 70th Ave., #3, Anchorage, AK 99518, UNITED STATES",TUNDRA FARMS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,#3,Anchorage,,,2024-01-09T11:05:18.230216
19372,1032376,"RED RUN CANNABIS CULTIVATORS, LLC",Marijuana Product Manufacturing Facility,Active-Operating,"12516 Kenai Spur Hwy, Suite A, Kenai, AK 99611, UNITED STATES","RED RUN CANNABIS CULTIVATORS, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite A,Kenai,,,2024-01-09T11:05:18.230216
19728,1088609,"COSMIC SEAWEED, LLC",Marijuana Product Manufacturing Facility,Active-Operating,"262 Charles Way, Homer, AK 99603, UNITED STATES","COSMIC SEAWEED, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Homer,99603,,,2024-01-09T11:05:18.230216
20438,1093992,HAPPY VALLEY,Marijuana Product Manufacturing Facility,Active-Operating,"LOT 12 BIG BOULDER CREEK SUB, HAINES, AK 99827, UNITED STATES",HAPPY VALLEY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,HAINES,99827,,,2024-01-09T11:05:18.230216
20532,1067697,CULTIVATED CONFECTIONS,Marijuana Product Manufacturing Facility,Active-Operating,"7731 Schoon St., Unit A, Anchorage, AK 99518, UNITED STATES",CULTIVATED CONFECTIONS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit A,Anchorage,,,2024-01-09T11:05:18.230216
20832,1040494,GOOD TITRATIONS,Marijuana Product Manufacturing Facility,Delegated,"506 Merhar Ave, Fairbanks, AK 99701, UNITED STATES",GOOD TITRATIONS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,,,2024-01-09T11:05:18.230216
21552,2119409,Enlighten Extracts,Marijuana Product Manufacturing Facility,Active-Operating,"524 E 48th Ave, 1A, Anchorage, AK 99503, UNITED STATES",Enlighten Extracts,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,1A,Anchorage,,,2024-01-09T11:05:18.230216
22479,1034752,AK RIME,Marijuana Product Manufacturing Facility,Active-Pending Inspection,"100 E International Airport Rd, Suite 101, Anchorage, AK 99518, UNITED STATES",AK RIME,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 101,Anchorage,,,2024-01-09T11:05:18.230216
23146,2092926,Dosed Edibles Alaska,Marijuana Product Manufacturing Facility,Active-Operating,"3915 Peger Road, Fairbanks, AK 99709, UNITED STATES",Dosed Edibles Alaska,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,,,2024-01-09T11:05:18.230216
23503,2187865,Sleeping Lady Extracts,Marijuana Product Manufacturing Facility,Active-Operating,"301 E Dimond Bvd, Suite B, Anchorage, AK 99515, UNITED STATES",Sleeping Lady Extracts,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Anchorage,,,2024-01-09T11:05:18.230216
23736,2093726,"Tundra Brewing, LLC",Marijuana Product Manufacturing Facility,Active-Operating,"1427 Karen Way, Fairbanks, AK 99709, UNITED STATES","Tundra Brewing, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,,,2024-01-09T11:05:18.230216
23989,2095250,The Next Degree,Marijuana Product Manufacturing Facility,Active-Operating,"6570 W Trevett Cir #2, Wasilla, AK 99623, UNITED STATES",The Next Degree,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,,,2024-01-09T11:05:18.230216
27222,2114748,"Matanuska Apothecary, LLC",Marijuana Product Manufacturing Facility,Delegated,"11709 E Palmer-Wasilla Hwy, Suite 710, Palmer, AK 99645, UNITED STATES","Matanuska Apothecary, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 710,Palmer,,,2024-01-09T11:05:18.230216
28777,1061968,"HERBAL DREAMS, LLC.",Marijuana Product Manufacturing Facility,Active-Operating,"12825 W. Big Lake Road, Wasilla, AK 99654, UNITED STATES","HERBAL DREAMS, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,,,2024-01-09T11:05:18.230216
29770,2121973,Higher Dimensions Extracts,Marijuana Product Manufacturing Facility,Active-Operating,"9737 Mud Bay Rd unit 101, Ketchikan, AK 99901, UNITED STATES",Higher Dimensions Extracts,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Ketchikan,99901,,,2024-01-09T11:05:18.230216
30706,2137973,Atlas Extracts,Marijuana Product Manufacturing Facility,Active-Operating,"43636 s parks hwy, talkeetna, AK 99676, UNITED STATES",Atlas Extracts,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,talkeetna,99676,,,2024-01-09T11:05:18.230216
32685,2105356,Aurora Blum,Marijuana Product Manufacturing Facility,Active-Pending Inspection,"1209 W 36th Ave, Anchorage, AK 99501, UNITED STATES",Aurora Blum,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,,,2024-01-09T11:05:18.230216
10009,1007028,"CANNTEST, LLC",Marijuana Testing Facility,Active-Operating,"620 E Whitney Road, Suite B, Anchorage, AK 99501, UNITED STATES","CANNTEST, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Anchorage,,,2024-01-09T11:05:18.230216
10512,1036252,SOUTHEAST ALASKA LABORATORIES LLC,Marijuana Testing Facility,Active-Pending Inspection,"5450B Jenkins Dr, Juneau, AK 99801, UNITED STATES",SOUTHEAST ALASKA LABORATORIES LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Juneau,99801,,,2024-01-09T11:05:18.230216
23634,2094035,Land & Seas Laboratory,Marijuana Testing Facility,Active-Operating,"3516 W Coghlan Circle, Unit #3, Wasilla, AK 99623, UNITED STATES",Land & Seas Laboratory,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit #3,Wasilla,,,2024-01-09T11:05:18.230216
10008,1013002,GREEN JAR,Retail Marijuana Store,Active-Operating,"4901 E Blue Lupine dr, Bldg 2, Unit E, Wasilla, AK 99654, UNITED STATES",GREEN JAR,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Bldg 2,Unit E,,,2024-01-09T11:05:18.230216
10021,1032050,"ENLIGHTEN ALASKA, LLC",Retail Marijuana Store,Active-Operating,"2600 Spenard Road, Anchorage, AK 99503, UNITED STATES","ENLIGHTEN ALASKA, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99503,,,2024-01-09T11:05:18.230216
10037,1065302,ARCTIC HERBERY,Retail Marijuana Store,Active-Operating,"7107 Arctic Blvd, Anchorage, AK 99518, UNITED STATES",ARCTIC HERBERY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,,,2024-01-09T11:05:18.230216
10056,1032472,"RED RUN CANNABIS COMPANY, LLC",Retail Marijuana Store,Active-Operating,"5455 Kenai Spur Highway, Suite B, Kenai, AK 99611, UNITED STATES","RED RUN CANNABIS COMPANY, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Kenai,,,2024-01-09T11:05:18.230216
10057,1032309,ALASKAN CANNABIS OUTFITTERS,Retail Marijuana Store,Active-Operating,"41945 Sterling Hwy, Homer, AK 99603, UNITED STATES",ALASKAN CANNABIS OUTFITTERS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Homer,99603,,,2024-01-09T11:05:18.230216
10060,1045783,THE GREEN SPOT LLC.,Retail Marijuana Store,Active-Operating,"2893 S. BIG LAKE RD. SUITE 4, BIG LAKE, AK 99652, UNITED STATES",THE GREEN SPOT LLC.,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,BIG LAKE,99652,,,2024-01-09T11:05:18.230216
10094,1032729,"ALASKABUDS, LLC",Retail Marijuana Store,Active-Operating,"1005 E 5th Ave, Anchorage , AK 99501, UNITED STATES","ALASKABUDS, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage ,99501,,,2024-01-09T11:05:18.230216
10097,1032945,RASPBERRY ROOTS,Retail Marijuana Store,Active-Operating,"501 Raspberry Rd, Suite 101, Anchorage, AK 99518, UNITED STATES",RASPBERRY ROOTS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 101,Anchorage,,,2024-01-09T11:05:18.230216
10113,1031886,GREAT ALASKAN BUD COMPANY,Retail Marijuana Store,Active-Operating,"1905 Livengood Ave., Fairbanks, AK 99701, UNITED STATES",GREAT ALASKAN BUD COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,,,2024-01-09T11:05:18.230216
10131,1033032,"PAKALOLO SUPPLY COMPANY, INC.",Retail Marijuana Store,Active-Operating,"1851 Fox Avenue, Fairbanks, AK 99701, UNITED STATES","PAKALOLO SUPPLY COMPANY, INC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,,,2024-01-09T11:05:18.230216
10138,1019601,"NORTHERN LIGHTS INDOOR GARDENS, LLC",Retail Marijuana Store,Active-Operating,"1321 Sawmill Creek Road, Suites N, O, and P, Sitka, AK 99835, UNITED STATES","NORTHERN LIGHTS INDOOR GARDENS, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suites N,O,,,2024-01-09T11:05:18.230216
10149,1046490,"REMEDY SHOPPE, LLC",Retail Marijuana Store,Active-Operating,"307 THIRD AVENUE, Skagway, AK 99840, UNITED STATES","REMEDY SHOPPE, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Skagway,99840,,,2024-01-09T11:05:18.230216
10162,1033355,THE FROST FARMS,Retail Marijuana Store,Active-Operating,"8535 Dimond D Circle, Unit B, Anchorage, AK 99515, UNITED STATES",THE FROST FARMS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit B,Anchorage,,,2024-01-09T11:05:18.230216
10163,1033148,THE 420,Retail Marijuana Store,Active-Operating,"307 N. Nordic Dr., Petersburg, AK 99833, UNITED STATES",THE 420,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Petersburg,99833,,,2024-01-09T11:05:18.230216
10173,1032590,"HERBAL OUTFITTERS, LLC",Retail Marijuana Store,Active-Operating,"165 Fairbanks Drive, Lower Floor, Valdez, AK 99686, UNITED STATES","HERBAL OUTFITTERS, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Lower Floor,Valdez,,,2024-01-09T11:05:18.230216
10190,2154773,Midtown Roots,Retail Marijuana Store,Active-Operating,"360 E. INTERNATIONAL AIRPORT RD., 2A, Anchorage, AK 99518, UNITED STATES",Midtown Roots,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,2A,Anchorage,,,2024-01-09T11:05:18.230216
10200,1033845,HAPPY CANNABIS,Retail Marijuana Store,Active-Operating,"225 South Front Street, Wrangell, AK 99929, UNITED STATES",HAPPY CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wrangell,99929,,,2024-01-09T11:05:18.230216
10220,2114050,Weed Dudes,Retail Marijuana Store,Active-Operating,"1321 Sawmill Creek Road, Suite #J & K, Sitka, AK 99835, UNITED STATES",Weed Dudes,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite #J & K,Sitka,,,2024-01-09T11:05:18.230216
10236,2140319,Cannabaska,Retail Marijuana Store,Active-Operating,"521 W. Tudor Road, Unit 201, Anchorage, AK 99503, UNITED STATES",Cannabaska,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit 201,Anchorage,,,2024-01-09T11:05:18.230216
10245,2125730,Double Eagle Cannabis,Retail Marijuana Store,Active-Operating,"2042 E 3rd Avenue, Suite A, Anchorage, AK 99501, UNITED STATES",Double Eagle Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite A,Anchorage,,,2024-01-09T11:05:18.230216
10252,1034813,POPEYES EMPORIUM II,Retail Marijuana Store,Active-Operating,"3231 Spenard Road, Unit 1, Anchorage, AK 99503, UNITED STATES",POPEYES EMPORIUM II,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit 1,Anchorage,,,2024-01-09T11:05:18.230216
10254,2101487,Cannabaska,Retail Marijuana Store,Active-Operating,"217 E. 4th Avenue, Suite D, Anchorage, AK 99501, UNITED STATES",Cannabaska,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite D,Anchorage,,,2024-01-09T11:05:18.230216
10267,1015406,AM DELIGHT,Retail Marijuana Store,Active-Operating,"3902 Spenard Road, ANCHORAGE, AK 99517, UNITED STATES",AM DELIGHT,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,ANCHORAGE,99517,,,2024-01-09T11:05:18.230216
10273,1056442,PINE STREET CANNABIS COMPANY,Retail Marijuana Store,Active-Operating,"36130 Pine Street, Soldotna, AK 99669, UNITED STATES",PINE STREET CANNABIS COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,,,2024-01-09T11:05:18.230216
10278,1035647,GOODSINSE LLC,Retail Marijuana Store,Active-Operating,"2604 Davis rd., Fairbanks , AK 99709, UNITED STATES",GOODSINSE LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks ,99709,,,2024-01-09T11:05:18.230216
10302,1036588,THE HOUSE OF GREEN,Retail Marijuana Store,Active-Operating,"3105 Minnesota Drive, Upper Level, Anchorage, AK 99503, UNITED STATES",THE HOUSE OF GREEN,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Upper Level,Anchorage,,,2024-01-09T11:05:18.230216
10306,1036765,"DANKORAGE, LLC",Retail Marijuana Store,Active-Operating,"2812 Spenard Road, Anchorage, AK 99503, UNITED STATES","DANKORAGE, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99503,,,2024-01-09T11:05:18.230216
10316,1036888,DENALI 420 RECREATIONALS,Retail Marijuana Store,Active-Operating,"2876 N. Rex Road, Houston, AK 99694, UNITED STATES",DENALI 420 RECREATIONALS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Houston,99694,,,2024-01-09T11:05:18.230216
10577,1032890,"ALASKAN LEAF, LLC",Retail Marijuana Store,Active-Operating,"1211 West 36th Avenue, Suite A, Anchorage, AK 99503, UNITED STATES","ALASKAN LEAF, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite A,Anchorage,,,2024-01-09T11:05:18.230216
10589,1038024,NATURES RELEAF LLC,Retail Marijuana Store,Active-Operating,"503 7th. Avenue, Fairbanks, AK 99701, UNITED STATES",NATURES RELEAF LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,,,2024-01-09T11:05:18.230216
10590,2112346,Cannabis Corner,Retail Marijuana Store,Active-Operating,"9735 Mud Bay Rd, Ketchikan, AK 99901, UNITED STATES",Cannabis Corner,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Ketchikan,99901,,,2024-01-09T11:05:18.230216
10646,1032773,THE GREEN ROOM AK,Retail Marijuana Store,Active-Operating,"610 C St. #A7, Anchorage, AK 99501, UNITED STATES",THE GREEN ROOM AK,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,,,2024-01-09T11:05:18.230216
10648,1038791,UNCLE HERB'S,Retail Marijuana Store,Active-Operating,"6511 Arctic Spur Rd., Anchorage, AK 99518, UNITED STATES",UNCLE HERB'S,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,,,2024-01-09T11:05:18.230216
10800,1034839,THE FIREWEED FACTORY LLC,Retail Marijuana Store,Active-Operating,"237 Front St. Juneau, Juneau, AK 99801, UNITED STATES",THE FIREWEED FACTORY LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Juneau,99801,,,2024-01-09T11:05:18.230216
10831,1036025,HIGH BUSH BUDS,Retail Marijuana Store,Active-Operating,"36312 Irons Ave., Suite 2, Soldotna, AK 99669, UNITED STATES",HIGH BUSH BUDS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 2,Soldotna,,,2024-01-09T11:05:18.230216
10837,2182488,Hillside Roots,Retail Marijuana Store,Active-Operating,"8639 Toloff St., Suite 1, Anchorage, AK 99507, UNITED STATES",Hillside Roots,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1,Anchorage,,,2024-01-09T11:05:18.230216
10844,1036860,"GREEN ELEPHANT, LLC",Retail Marijuana Store,Active-Operating,"101 Mill St., Suite B, Juneau, AK 99801, UNITED STATES","GREEN ELEPHANT, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Juneau,,,2024-01-09T11:05:18.230216
10866,1034759,AK FROST,Retail Marijuana Store,Active-Operating,"5200 A Street, Suite 102, Anchorage, AK 99518, UNITED STATES",AK FROST,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 102,Anchorage,,,2024-01-09T11:05:18.230216
10869,1040267,GRASS STATION 49,Retail Marijuana Store,Active-Operating,"1326 Cushman St., Fairbanks, AK 99701, UNITED STATES",GRASS STATION 49,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,,,2024-01-09T11:05:18.230216
10873,1040109,THE STONEY MOOSE,Retail Marijuana Store,Active-Operating,"127 Stedman St., Ketchikan, AK 99901, UNITED STATES",THE STONEY MOOSE,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Ketchikan,99901,,,2024-01-09T11:05:18.230216
10883,2130116,Rainforest Cannabis,Retail Marijuana Store,Active-Operating,"726 Water Street, Ketchikan, AK 99901, UNITED STATES",Rainforest Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Ketchikan,99901,,,2024-01-09T11:05:18.230216
10890,2188534,True North Cannabis,Retail Marijuana Store,Active-Operating,"735 W. 4th Ave., Anchorage, AK 99501, UNITED STATES",True North Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,,,2024-01-09T11:05:18.230216
10901,1040691,THE HIGH EXPEDITION COMPANY,Retail Marijuana Store,Active-Operating,"13465 E Main St., Talkeetna, AK 99676, UNITED STATES",THE HIGH EXPEDITION COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Talkeetna,99676,,,2024-01-09T11:05:18.230216
11000,1041064,CHENA CANNABIS,Retail Marijuana Store,Active-Operating,"1725 Richardson Highway, Suite 101, North Pole, AK 99705, UNITED STATES",CHENA CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 101,North Pole,,,2024-01-09T11:05:18.230216
11050,1041697,HOUSTON GRASS STATION LLC,Retail Marijuana Store,Active-Operating,"15231 W Parks Hwy, Houston, AK 99694, UNITED STATES",HOUSTON GRASS STATION LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Houston,99694,,,2024-01-09T11:05:18.230216
11053,1041822,TRUE DANK,Retail Marijuana Store,Active-Operating,"1550 Cushman, Suite A, Fairbanks, AK 99701, UNITED STATES",TRUE DANK,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite A,Fairbanks,,,2024-01-09T11:05:18.230216
11119,2129663,Alaskan Grown Cannabis,Retail Marijuana Store,Active-Operating,"303-C West E. Street, Nome, AK 99762, UNITED STATES",Alaskan Grown Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Nome,99762,,,2024-01-09T11:05:18.230216
11121,1042680,"BAD GRAMM3R, LLC",Retail Marijuana Store,Active-Operating,"1150 N Helen Lane, Wasilla, AK 99654, UNITED STATES","BAD GRAMM3R, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,,,2024-01-09T11:05:18.230216
11140,1042820,"FAT TOPS, LLC.",Retail Marijuana Store,Active-Operating,"36380 Murray Lane, Soldotna, AK 99669, UNITED STATES","FAT TOPS, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,,,2024-01-09T11:05:18.230216
11198,1043398,ONE HIT WONDER,Retail Marijuana Store,Active-Operating,"3025 Parks Hwy, Suite 1, Fairbanks, AK 99709, UNITED STATES",ONE HIT WONDER,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1,Fairbanks,,,2024-01-09T11:05:18.230216
11303,1044171,HOLLYWEED 907,Retail Marijuana Store,Active-Operating,"2429 E. 88th Ave, Anchorage, AK 99507, UNITED STATES",HOLLYWEED 907,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99507,,,2024-01-09T11:05:18.230216
11382,1030318,DENALI'S CANNABIS CACHE LLC,Retail Marijuana Store,Active-Operating,"M.M. 238.9 George Parks HWY., Suite 420, Denali National Park, AK 99755, UNITED STATES",DENALI'S CANNABIS CACHE LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 420,Denali National Park,,,2024-01-09T11:05:18.230216
11411,1044156,"DENALI DISPENSARIES, LLC",Retail Marijuana Store,Active-Operating,"225 E 5th Ave, Anchorage, AK 99501, UNITED STATES","DENALI DISPENSARIES, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,,,2024-01-09T11:05:18.230216
11509,1033200,PERMAFROST DISTRIBUTORS,Retail Marijuana Store,Active-Operating,"32630 June Dr., Sterling, AK 99672, UNITED STATES",PERMAFROST DISTRIBUTORS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Sterling,99672,,,2024-01-09T11:05:18.230216
