application_status,license_type,application_classification,approved_license_type,approved_license_stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,original_submitted_date,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,approved_social_equity,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_initial_date_of_review,cnb_date_notice_sent_to_municipality,cnb_60_day_municipal_deadline_date,cnb_90_day_review_deadline_date,cnb_date_background_authorization_sent,cnb_date_background_report_received,cnb_finger_print_results_received_date,cnb_final_application_review,cnb_application_recommendation,cnb_final_inspection_result,cnb_final_license_recommendation,cnb_dt_of_final_licensure,application_created_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,lic_expiration_date,application_denied_date,cccupdatedate,establishment_address,establishment_address_2,establishment_county,pmt_amount,lic_fee_amount,zip,town,county,county_lat,county_long,region,id,licensing_authority_id,licensing_authority,business_structure,business_email,business_owner_name,parcel_number,issue_date,expiration_date,business_image_url,business_website,business_phone
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284345,220 ONEIL LLC,Attleboro,MA,02703,41.938976,-71.302297,220 O'Neil Boulevard,,Attleboro,MA,02703,POINT (-71.102131 41.778329),POINT (-71.302296 41.9389759),89 South Main Street,,Centerville,MA,02632,87-2075638,MRN284345,4/4/2022 11:13:36 AM,8/10/2022 10:48:47 AM,4/15/2022 03:47:48 PM,,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,7/27/2021 02:12:36 PM,8/19/2022 09:35:50 AM,10/13/2022 03:53:13 PM,3/27/2023 04:00:00 AM,3/27/2024 04:00:00 AM,,7/10/2023,,N/A,Bristol County,,10000.0,02703,Attleboro,Bristol,41.778329,-71.102131,Southeast and Cape,659,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR281755,Fairway Botanicals Inc.,Boston,MA,02131,42.288588,-71.134319,882-884 South St,,Roslindale,MA,02131,POINT (-71.073493 42.334948),POINT (-71.134319 42.2885879),16 Fairview St,,Roslindale,MA,02131,83-3656519,MRN281755,4/22/2021 10:47:30 AM,5/25/2022 11:32:06 AM,5/5/2021 11:44:28 AM,8/2/2022 07:08:06 AM,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,7/28/2018 09:38:26 PM,6/10/2022 10:59:22 AM,7/14/2022 12:04:54 PM,8/2/2022 04:00:00 AM,8/2/2023 04:00:00 AM,,7/10/2023,886 South St,N/A,Suffolk County,,10000.0,02131,Roslindale,Suffolk,42.334948,-71.073493,,442,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283027,"Agricultural Healing, Inc.",Fall River,MA,02721,41.69154,-71.146247,278 Scranton Avenue,,Falmouth,MA,02540,POINT (-71.102131 41.778329),POINT (-71.146247 41.6915400),278 Scranton Avenue,,Falmouth,MA,02540,83-0575651,MRN283027,11/26/2019 03:32:50 PM,3/30/2020 04:14:03 PM,3/4/2020 12:00:00 AM,,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,10/2/2019 02:08:43 PM,5/26/2020 02:14:43 PM,11/19/2020 04:11:58 PM,1/12/2023 03:00:00 AM,2/19/2024 03:00:00 AM,,7/10/2023,1 Lewiston St,N/A,Bristol County,,10000.0,02721,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,668,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR282666,"THE HIGH END WELLNESS COMPANY, LLC",Holyoke,MA,01040,42.204729,-72.604608,384 DWIGHT STREET,,HOLYOKE,MA,01040,POINT (-72.571312 42.12756),POINT (-72.604607 42.204729),PO BOX 151,,HOLYOKE,MA,01041,84-5038160,MRN282666,3/23/2020 06:41:16 PM,5/5/2020 12:19:59 PM,3/31/2020 12:00:00 AM,,False,,,,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,,,,,,,,,,,,4/30/2019 05:52:25 PM,5/21/2020 01:22:30 PM,7/9/2020 03:56:49 PM,,,,7/10/2023,384 Dwight St,N/A,Hampden County,,0.0,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,31,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,3/14/2022,COMPLETE,MR282482,"Nature's Medicines, Inc.",Wareham,MA,02538,41.754691,-70.640356,482 Globe Street,,Fall River,MA,02724,POINT (-70.818958 41.978877),POINT (-70.640355 41.7546910),482 Globe Street,,Fall River,MA,02724,47-4387528,MRN282482,4/16/2019 12:48:51 PM,5/12/2019 04:00:35 PM,4/25/2019 12:00:00 AM,8/21/2019 01:49:45 PM,True,,,,,,,APPROVED,RP201918,RP201918,Not a DBE,,,,,,,,,,,,,,2/10/2022 03:00:00 AM,3/11/2019 04:47:42 PM,6/7/2019 12:00:00 AM,7/18/2019 09:30:19 AM,9/15/2022 04:00:00 AM,10/21/2023 04:00:00 AM,,7/10/2023,3119 Cranberry Hwy,N/A,Plymouth County,,5000.0,02538,East Wareham,Plymouth,41.978877,-70.818958,,592,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283470,"Metro Harvest, Inc.",Fairhaven,MA,02719,41.646815,-70.886685,292 Bedford St.,,Bridgewater,MA,02324,POINT (-71.102131 41.778329),POINT (-70.886685 41.6468149),292 Bedford St.,,Bridgewater,MA,02324,83-4383388,MRN283470,5/4/2020 02:01:44 PM,8/12/2020 10:23:33 AM,6/5/2020 10:12:44 AM,2/5/2021 12:28:02 PM,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,4/20/2020 02:33:23 PM,8/13/2020 02:04:08 PM,11/19/2020 04:21:01 PM,2/5/2021 03:00:00 AM,2/5/2022 03:00:00 AM,,7/10/2023,240 Bridge St,N/A,Bristol County,,10000.0,02719,Fairhaven,Bristol,41.778329,-71.102131,Southeast and Cape,666,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,2/24/2021,COMPLETE,MR282316,"Green Meadows Farm, LLC",Southbridge,MA,01550,42.082497,-72.043201,P.O. Box 2249,,Hamilton,MA,01982,POINT (-71.840209 42.329642),POINT (-72.043200 42.0824969),P. O. Box 2249,,Hamilton,MA,01982,61-1897653,MRN282316,5/12/2019 02:53:21 PM,12/30/2019 10:41:10 AM,11/8/2019 12:00:00 AM,,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,1/14/2021 03:00:00 AM,1/21/2019 03:10:07 PM,2/28/2020 12:00:00 AM,5/8/2020 02:18:29 PM,4/14/2023 04:00:00 AM,6/10/2024 04:00:00 AM,,7/10/2023,64 Mill St,1st Floor,Worcester County,,10000.0,01550,Southbridge,Worcester,42.329642,-71.840209,Central MA,226,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284151,"Ideal Craft Cannabis, Inc.",Provincetown,MA,02657,42.052783,-70.194499,44 Captain Berties Way,,Provincetown,MA,02657,POINT (-70.301811 41.698999),POINT (-70.194498 42.0527829),44 Captain Berties Way,,Provincetown,MA,02657,85-4143834,MRN284151,3/19/2021 11:16:57 AM,3/31/2021 01:52:48 PM,3/29/2021 08:57:43 AM,7/16/2021 06:05:10 PM,False,yes,SE303568,SE303568,,,,,,,Not a DBE,,,,,,,,,,,,,,,3/11/2021 12:23:41 PM,4/9/2021 10:36:40 AM,7/15/2021 04:35:30 PM,9/15/2022 04:00:00 AM,9/15/2023 04:00:00 AM,,7/10/2023,44 Captain Bertie's Way,N/A,Barnstable County,,5000.0,02657,Provincetown,Barnstable,41.698999,-70.301811,Southeast and Cape,642,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,5/15/2023,COMPLETE,MR281663,Witch City Gardens LLC,Salem,MA,01970,42.536549,-70.887166,36-38 Jefferson Ave,,Salem,MA,01970,POINT (-70.970827 42.635475),POINT (-70.887165 42.5365490),36-38 Jefferson Ave,,Salem,MA,01970,83-1048561,MRN281663,1/23/2019 09:31:27 AM,3/16/2020 02:35:38 PM,9/6/2019 12:00:00 AM,,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,4/14/2023 04:00:00 AM,6/27/2018 06:10:46 PM,3/19/2020 12:00:00 AM,6/4/2020 02:41:09 PM,10/13/2022 04:00:00 AM,10/13/2023 04:00:00 AM,,7/10/2023,2 Bridge St,N/A,Essex County,,10000.0,01970,Salem,Essex,42.635475,-70.970827,Northeast,374,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,3/17/2021,COMPLETE,MR282633,"United Cultivation, LLC",Ashby,MA,01431,42.647984,-71.791635,601-603 Fitchburg State Road,,Ashby,MA,01431,POINT (-71.275566 42.459085),POINT (-71.791634 42.6479840),PO Box 966,,Groton,MA,01450,83-2715774,MRN282633,5/12/2019 10:11:33 PM,12/29/2019 07:54:43 PM,11/7/2019 12:00:00 AM,,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,2/11/2021 03:00:00 AM,4/23/2019 06:09:55 PM,1/6/2020 12:00:00 AM,3/5/2020 12:26:26 PM,6/8/2023 04:00:00 AM,6/26/2024 04:00:00 AM,,7/10/2023,603 Fitchburg State Rd,N/A,Middlesex County,,10000.0,01431,Ashby,Middlesex,42.459085,-71.275566,Central MA,165,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,5/29/2020,COMPLETE,MR281793,Green Biz LLC,Northampton,MA,01060,42.321674,-72.628145,34 Bridge St,,Northampton,MA,01060,POINT (-72.62073 42.322256),POINT (-72.628145 42.3216740),45 Bodwell St,,Avon,MA,02322,82-5025315,MRN281793,9/24/2018 04:25:38 PM,3/4/2019 04:21:57 PM,12/20/2018 12:00:00 AM,3/28/2019 03:15:58 PM,False,,,,,,,,,,Minority-Owned Business,,,,,,,,,,,,,,2/6/2020 03:00:00 AM,8/11/2018 03:57:09 PM,2/7/2019 12:00:00 AM,3/7/2019 04:10:59 PM,3/9/2023 03:00:00 AM,3/29/2024 04:00:00 AM,,7/10/2023,34 Bridge St,N/A,Hampshire County,,5000.0,01060,Northampton,Hampshire,42.322256,-72.62073,Western MA,39,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283093,Green River Cannabis Company Inc.,Attleboro,MA,02703,41.90305,-71.338804,1815 County Street,,Attleboro,MA,02703,POINT (-71.102131 41.778329),POINT (-71.338803 41.90305),30 Washington St.,,Attleboro,MA,02703,83-3185115,MRN283093,4/30/2020 10:01:21 AM,4/15/2021 11:35:24 PM,6/4/2020 02:50:11 PM,,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,10/30/2019 11:14:19 AM,4/16/2021 08:32:25 AM,6/22/2021 10:56:02 AM,11/24/2021 03:00:00 AM,11/24/2022 03:00:00 AM,,7/10/2023,1815 County St,N/A,Bristol County,,10000.0,02703,Attleboro,Bristol,41.778329,-71.102131,Southeast and Cape,659,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,3/29/2023,COMPLETE,MR284603,Cannabis of Worcester LLC,Worcester,MA,01606,42.286947,-71.800732,56 Millbrook Street,,Worcester,MA,01606,POINT (-71.840209 42.329642),POINT (-71.800731 42.2869469),201 Park Avenue,,Worcester,MA,01609,88-1003415,MRN284603,5/6/2022 05:18:10 PM,7/26/2022 03:26:37 PM,5/27/2022 11:37:35 AM,,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,3/9/2023 03:00:00 AM,3/3/2022 10:20:00 AM,8/12/2022 08:55:20 AM,10/13/2022 04:00:50 PM,10/24/2022 04:00:00 AM,10/24/2023 04:00:00 AM,,7/10/2023,56 Millbrook St,N/A,Worcester County,,10000.0,01606,Worcester,Worcester,42.329642,-71.840209,Central MA,249,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,3/30/2022,COMPLETE,MR283110,"Life Essence, Inc.",Framingham,MA,01701,42.299328,-71.397303,85 Worcester Road,,Framingham,MA,01702,POINT (-71.275566 42.459085),POINT (-71.397302 42.2993280),3494 Martin Hurst Road,,Tallahassee,FL,32312,83-1550266,MRN283110,11/22/2019 03:32:06 PM,4/8/2021 10:27:46 AM,3/3/2020 12:00:00 AM,,False,no,,,,,,,,,Not a DBE | Veteran-Owned Business,,,,,,,,,,,,,,3/10/2022 03:00:00 AM,11/7/2019 04:58:30 PM,4/9/2021 11:10:50 AM,6/22/2021 11:06:31 AM,7/14/2022 04:00:00 AM,7/20/2023 04:00:00 AM,,7/10/2023,85 Worcester Rd,N/A,Middlesex County,,10000.0,01701,Framingham,Middlesex,42.459085,-71.275566,Central MA,262,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,5/1/2023,COMPLETE,MR282084,BB Botanics LLC,Essex,MA,01929,42.653931,-70.807472,242 John Wise Avenue,,Essex,MA,01929,POINT (-70.970827 42.635475),POINT (-70.807472 42.653931),PO BOX 372,,Burlington,MA,01803,83-2541838,MRN282084,8/30/2020 06:05:18 PM,9/16/2020 06:39:32 PM,9/3/2020 02:38:48 PM,,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,3/9/2023 03:00:00 AM,11/25/2018 09:00:55 PM,9/17/2020 11:29:34 AM,11/19/2020 04:14:36 PM,12/8/2022 03:00:00 AM,12/9/2023 03:00:00 AM,,7/10/2023,242 John Wise Ave,N/A,Essex County,,10000.0,01929,Essex,Essex,42.635475,-70.970827,Northeast,356,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,4/9/2021,COMPLETE,MR282669,"Nature's Embrace, Inc.",Brockton,MA,02302,42.086206,-70.987992,221 Oak Street,Box 148,Brockton,MA,02301,POINT (-70.818958 41.978877),POINT (-70.987992 42.0862059),221 Oak Street,Box 148,Brockton,MA,02301,83-1955652,MRN282669,5/15/2019 04:32:34 PM,1/6/2020 02:54:40 PM,11/12/2019 12:00:00 AM,5/17/2020 08:56:37 AM,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,3/11/2021 03:00:00 AM,5/1/2019 01:14:20 PM,2/27/2020 12:00:00 AM,5/8/2020 02:21:33 PM,6/9/2022 04:00:00 AM,7/17/2023 04:00:00 AM,,7/10/2023,747 Centre St,N/A,Plymouth County,,10000.0,02302,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,507,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,6/16/2023,COMPLETE,MR282481,"The Haven Center, Inc.",Brewster,MA,02631,41.775658,-70.011502,245 Route 6A,,Orleans,MA,02653,POINT (-70.301811 41.698999),POINT (-70.011501 41.775658),PO Box 2036,,Orleans,MA,02653,47-4353074,MRN282481,3/22/2019 01:28:03 PM,5/7/2019 11:52:06 AM,3/26/2019 12:00:00 AM,7/24/2019 12:25:15 PM,True,,,,,,,APPROVED,RP201922,RP201922,Not a DBE,,,,,,,,,,,,,,5/11/2023 04:00:00 AM,3/11/2019 11:20:31 AM,3/26/2019 12:00:00 AM,6/27/2019 04:28:18 PM,9/15/2022 04:00:00 AM,9/24/2023 04:00:00 AM,,7/10/2023,4018 Main St,N/A,Barnstable County,,5000.0,02631,Brewster,Barnstable,41.698999,-70.301811,Southeast and Cape,619,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283295,Mint Retail Facilities LLC,Belmont,MA,02478,42.392608,-71.182266,768 Pleasant Street,,Belmont,MA,02478,POINT (-71.275566 42.459085),POINT (-71.182265 42.3926080),21001 N. Tatum Blvd.,#1630-486,Phoenix,AZ,85050,84-4813265,MRN283295,1/8/2021 05:02:58 PM,3/8/2021 07:55:38 PM,1/22/2021 03:26:06 PM,7/23/2021 03:38:09 PM,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,2/20/2020 01:50:38 PM,4/9/2021 11:08:47 AM,7/15/2021 04:38:14 PM,7/23/2021 04:00:00 AM,7/23/2022 04:00:00 AM,,7/10/2023,768 Pleasant St,N/A,Middlesex County,,10000.0,02478,Belmont,Middlesex,42.459085,-71.275566,Northeast,579,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,5/11/2021,COMPLETE,MR282256,Green Stratus Corp,Brockton,MA,02301,42.098441,-71.065623,15 Saw Mill Pond,,Canton,MA,02021,POINT (-70.818958 41.978877),POINT (-71.065623 42.0984410),15 Saw Mill Pond,,Canton,MA,02021,82-4944964,MRN282256,6/12/2019 11:24:27 AM,1/31/2020 12:24:17 PM,1/6/2020 12:00:00 AM,,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,4/16/2021 04:00:00 AM,1/5/2019 05:25:52 PM,3/5/2020 12:00:00 AM,5/8/2020 02:19:09 PM,6/8/2023 04:00:00 AM,6/10/2024 04:00:00 AM,,7/10/2023,255 N Pearl St,N/A,Plymouth County,,10000.0,02301,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,506,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,COMMENCE OPS,COMMENCE OPS,6/30/2022,COMPLETE,MR283970,"KCCS, LLC",Northampton,MA,01060,42.319769,-72.62791,26 Strong Ave,,Northampton,MA,01060,POINT (-72.62073 42.322256),POINT (-72.62791 42.3197690),PO BOX 1630,,Northampton,MA,01061,86-1233971,MRN283970,3/5/2021 03:48:48 PM,4/21/2021 02:21:14 PM,3/10/2021 03:47:54 PM,,False,no,,,,,,,,,Minority-Owned Business,,,,,,,,,,,,,,4/7/2022 04:00:00 AM,12/14/2020 04:20:22 PM,5/3/2021 09:53:36 AM,6/22/2021 11:04:59 AM,6/8/2023 04:00:00 AM,6/28/2024 04:00:00 AM,,7/10/2023,26 Strong Ave,N/A,Hampshire County,,10000.0,01060,Northampton,Hampshire,42.322256,-72.62073,Western MA,39,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284257,"Gracious Greens, LLC",Sunderland,MA,01375,42.452296,-72.564425,267 Amherst Road,,Sunderland,MA,01375,POINT (-72.573941 42.587072),POINT (-72.564425 42.4522959),208 Howard St,,Lunenburg,MA,01462,86-2163161,MRN284257,5/25/2022 09:26:22 PM,9/22/2022 05:37:52 PM,6/8/2022 02:59:05 PM,,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,5/21/2021 11:11:16 AM,12/2/2022 02:42:05 PM,1/12/2023 01:09:46 PM,,,,7/10/2023,267 Amherst Rd,N/A,Franklin County,,0.0,01375,Sunderland,Franklin,42.587072,-72.573941,Western MA,158,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR282868,Shine Diamond LLC,Whately,MA,01373,42.426816,-72.622354,85 State Rd,,Whately,MA,01373,POINT (-72.573941 42.587072),POINT (-72.622354 42.4268160),85 State Rd,,Whately,MA,01373,81-3617795,MRN282868,8/5/2019 11:37:11 AM,8/4/2020 11:46:56 AM,1/29/2020 12:00:00 AM,9/10/2020 01:44:26 PM,False,,,,,,,,,,Woman-Owned Business,,,,,,,,,,,,,,,7/16/2019 07:27:18 PM,8/6/2020 10:36:31 AM,9/10/2020 01:36:05 PM,3/10/2022 03:00:00 AM,7/8/2023 04:00:00 AM,,7/10/2023,85 State Rd,N/A,Franklin County,,10000.0,01373,South Deerfield,Franklin,42.587072,-72.573941,,157,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,3/1/2021,COMPLETE,MR281970,"Garden Wonders, Inc",Millville,MA,01529,42.014084,-71.577452,3 Route 146,,Millville,MA,01529,POINT (-71.840209 42.329642),POINT (-71.577451 42.0140839),180 warren street,,waltham,MA,02453,04-3255379,MRN281970,1/15/2019 10:35:48 AM,12/10/2019 01:49:40 PM,8/26/2019 12:00:00 AM,,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,1/14/2021 03:00:00 AM,10/15/2018 02:17:19 PM,11/29/2019 12:00:00 AM,3/5/2020 12:18:52 PM,5/12/2022 04:00:00 AM,7/17/2023 04:00:00 AM,,7/10/2023,3 Providence St,N/A,Worcester County,,10000.0,01529,Millville,Worcester,42.329642,-71.840209,Central MA,212,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,9/20/2019,COMPLETE,MR281248,"Late Spring, Inc. D/B/A Gage Cannabis Company",Ayer,MA,01432,42.551853,-71.56591,38 Littleton Rd,,Ayer,MA,01432,POINT (-71.275566 42.459085),POINT (-71.565910 42.5518530),38 Littleton Rd,,Ayer,MA,01432,82-5274353,MRN281248,5/30/2018 11:05:32 AM,8/7/2018 10:31:32 AM,7/10/2018 12:00:00 AM,10/10/2018 01:21:00 PM,True,,,,,,,APPROVED,RP201835,RP201835,Not a DBE,,,,,,,,,,,,,,6/13/2019 04:00:00 AM,4/17/2018 12:37:57 PM,8/10/2018 12:00:00 AM,9/20/2018 03:50:19 PM,9/15/2022 04:00:00 AM,10/10/2023 04:00:00 AM,,7/10/2023,38 Littleton Rd,N/A,Middlesex County,,5000.0,01432,Ayer,Middlesex,42.459085,-71.275566,Central MA,166,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,11/12/2021,COMPLETE,MR281867,HAMPSHIRE HEMP LLC,Northampton,MA,01060,42.334034,-72.621505,371 DAMON ROAD,,NORTHAMPTON,MA,01060,POINT (-72.62073 42.322256),POINT (-72.621504 42.3340340),28 APPLETON ST,,HOLYOKE,MA,01040,83-1339372,MRN281867,9/7/2018 01:10:34 PM,11/16/2019 07:13:23 PM,11/16/2018 12:00:00 AM,1/27/2020 12:34:15 PM,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,9/17/2021 04:00:00 AM,9/6/2018 08:59:58 AM,11/1/2019 12:00:00 AM,1/16/2020 03:36:07 PM,6/8/2023 04:00:00 AM,7/9/2024 04:00:00 AM,,7/10/2023,391 Damon Rd,N/A,Hampshire County,,10000.0,01060,Northampton,Hampshire,42.322256,-72.62073,Western MA,39,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,4/20/2021,COMPLETE,MR281450,"Hennep, Inc.",Provincetown,MA,02657,42.05062,-70.187935,246 Commercial St.,,Provincetown,MA,02657,POINT (-70.301811 41.698999),POINT (-70.187934 42.0506200),1330 Boylston St.,Unit 202,Boston,MA,02215,83-0576823,MRN281450,1/4/2019 01:14:49 PM,12/26/2019 12:42:46 PM,8/26/2019 12:00:00 AM,4/13/2020 07:19:34 PM,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,3/11/2021 03:00:00 AM,5/18/2018 09:26:01 AM,2/14/2020 12:00:00 AM,4/9/2020 03:14:52 PM,4/7/2022 04:00:00 AM,7/17/2023 04:00:00 AM,,7/10/2023,246 Commercial St,N/A,Barnstable County,,10000.0,02657,Provincetown,Barnstable,41.698999,-70.301811,Southeast and Cape,642,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284248,The Cannabis Station,Boston,MA,02119,42.329427,-71.084921,2371 Washington Street,,Roxbury,MA,02119,POINT (-71.073493 42.334948),POINT (-71.084920 42.3294270),2371 Washington Street,,Roxbury,MA,02119,86-2922108,MRN284248,11/10/2021 03:45:00 PM,2/2/2022 09:45:42 AM,12/7/2021 02:12:17 PM,,False,no,,SE305678,,,,,,,Minority-Owned Business,,,,,,,,,,,,,,,5/17/2021 03:54:35 PM,2/7/2022 02:29:48 PM,3/10/2022 01:50:27 PM,4/14/2023 04:00:00 AM,5/12/2024 04:00:00 AM,,7/10/2023,2365 Washington St,N/A,Suffolk County,,10000.0,02119,Boston,Suffolk,42.334948,-71.073493,Metro Boston,430,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR282587,Tree Market Lynn LLC,Lynn,MA,01904,42.47683,-70.956938,One International Place,Suite 3700,Boston,MA,02110,POINT (-70.970827 42.635475),POINT (-70.956937 42.47683),10 Fiddler Crab Lane,,Mashpee,MA,02649,85-2252539,MRN282587,5/2/2019 04:38:37 PM,9/11/2020 12:31:20 PM,11/5/2019 12:00:00 AM,11/20/2020 04:31:56 PM,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,4/8/2019 02:19:59 PM,9/17/2020 10:33:29 AM,11/19/2020 04:26:37 PM,10/13/2022 04:00:00 AM,11/20/2023 03:00:00 AM,,7/10/2023,100 Ford St,N/A,Essex County,,10000.0,01904,Lynn,Essex,42.635475,-70.970827,Northeast,345,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
