LicenseStatus,AssociateId,LicenseeId,UBI,LicenseNumber,Name,DBA,LicenseIssueDate,LicenseExpirationDate,ExternalIdentifier,IsDeleted,Address1,Address2,City,State,ZipCode,County,EmailAddress,PhoneNumber,CreatedBy,CreatedDate,UpdatedBy,UpdatedDate
Active,2597.0,2597,6033138350010008,428602,EDGEMONT GROUP LLC,EDGEMONT GROUP LLC,2023-07-12,2024-06-30,,False,3540 DONEEN RAINEY RD STE E,,EAST WENATCHEE,WA,988028600,DOUGLAS,leo@thewerx.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-07-13 05:13:27.280000000
Active,344.0,344,6041345910010001,412568,CULTIVATOR COLLECTION LLC,CULTIVATORS COLLECTION,2023-06-24,2024-06-30,,False,6507 W ALDERBROOK LANE,,SPOKANE,WA,992240000,SPOKANE,JAMESSEBESTA351@HOTMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-06-25 05:10:13.300000000
Active,2479.0,2479,6041342990010002,426632,SUNCREST PARTNERS LLC,TERP CANNABIS,2023-06-07,2024-06-30,,False,6063B HIGHWAY 291,,NINE MILE FALLS,WA,990269565,STEVENS,BRANDON@TERP509.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-06-08 05:09:08.687000000
Active,2085.0,2085,6041339060010001,422044,"BAGT HOLDINGS, LLC",A GREENER TODAY MARIJUANA,2023-06-23,2024-06-30,,False,19315 BOTHELL EVERETT HWY #1,UNIT 1,BOTHELL,WA,980127112,SNOHOMISH,jdam31@comcast.net,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-06-24 05:10:04.547000000
Active,524.0,524,6041326560010002,412940,KOB RETAILERS INC,COOKIES TACOMA,2023-07-04,2024-06-30,,False,3111 S PINE ST,,TACOMA,WA,984094711,PIERCE,perrik2015@hotmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-07-05 05:10:41.343000000
Active,2534.0,2534,6033138350010011,427353,EDGEMONT GROUP LLC,"EDGEMONT GROUP, LLC",2023-07-12,2024-06-30,,False,3540 DONEEN RAINEY RD STE B,,EAST WENATCHEE,WA,988028600,DOUGLAS,leo@thewerx.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-07-13 05:13:27.280000000
Active,2718.0,2718,6033138350010012,430333,EDGEMONT GROUP LLC,"EDGEMONT GROUP, LLC",2023-07-12,2024-06-30,,False,730 URBAN INDUSTRIAL WAY STE 3,,EAST WENATCHEE,WA,988020000,DOUGLAS,leo@thewerx.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-07-13 05:13:27.280000000
Active,623.0,623,6033145410010002,413154,"RED MOUNTAIN NATURAL PRODUCTS, LLC",RMNP,2023-06-17,2024-06-30,,False,57406 N THOMAS RD STE B,,BENTON CITY,WA,993200000,BENTON,GVANCORBACH@AOL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-06-18 05:09:23.137000000
Active,2487.0,2487,6041491460010001,426732,MUCKLESHOOT TRIBE,JOINT RIVERS,2023-06-30,2024-06-30,,False,2121 AUBURN WAY S,,AUBURN,WA,980020000,KING,chris.taylor@jointrivers.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-06-30 05:11:07.860000000
Active,1529.0,1529,6044655850010004,416609,"TRINIDAD PRODUCTION, LLC",TRINIDAD PRODUCTION,2023-05-12,2024-06-30,,False,3012 GS CENTER RD STE B,,WENATCHEE,WA,988019116,CHELAN,MKATS@BOHEMI.US,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-05-13 05:01:54.840000000
Active,,2850,6046201840010001,431910,"SPIRIT FARMS, LLC",SPIRIT FARMS LLC,2023-12-04,2024-06-30,,False,168 NICHOLS RD UNIT 6,,OMAK,WA,988419581,OKANOGAN,stevekwalter@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-05 05:58:08.887000000
Active,2735.0,2735,6043211330010002,430471,SALISH COAST COMPANY,SALISH COAST COMPANY,2023-06-30,2024-06-30,,False,12947 CASINO DR,,ANACORTES,WA,982210000,SKAGIT,tglance@swinomish.nsn.us,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-06-30 05:11:07.860000000
Active,896.0,896,6035109860010001,414164,"H & Z FARMS, INC","H  Z FARMS, INC.",2023-06-15,2024-06-30,,False,126 NEWMAN CREEK RD UNIT 6,,ELMA,WA,985419536,GRAYS HARBOR,hzfarms17@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-08-02 05:20:17.177000000
Active,3633.0,3098,6029966060010001,433417,WILLAPA BAY ENTERPRISES,TOKELAND CANNABIS-SHOALWATER BAY TRIBE,2023-06-30,2024-06-30,,False,4108 WA 105,,TOKELAND,WA,985900000,PACIFIC,,,LoadLicenseeETL,2023-05-24 05:05:31,proc_UpdateExistingLicenses,2023-06-30 05:11:07.860000000
Active,1402.0,1402,6040021090010001,416300,"AMERICAN CANNABIS COMPANY, LLC",AMERICAN CANNABIS COMPANY,2023-07-25,2024-06-30,,False,15505 WEBBER CANYON RD STE C,STE C,BENTON CITY,WA,993200000,BENTON,RISKYPLAY11@AOL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-07-26 05:19:56.220000000
Active,1403.0,1403,6040021090010002,416301,"AMERICAN CANNABIS COMPANY, LLC",AMERICAN CANNABIS COMPANY,2023-07-25,2024-06-30,,False,15505 WEBBER CANYON RD STE C-1,STE C-1,BENTON CITY,WA,993200000,BENTON,RISKYPLAY11@AOL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-07-26 05:19:56.220000000
Active,2646.0,2646,6047817070010001,429287,DAMN GOOD BUD LLC,"DAMN GOOD BUD, LLC",2023-06-28,2024-06-30,,False,160 W WESTFIELD CT STE B,,SHELTON,WA,985844604,MASON,99kirby99@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-06-29 05:11:25.950000000
Active,2383.0,2383,6029348380010001,425333,"HOLLY TRANSPORTATION, LLC.",HOLLY TRANSPORTATION,2023-05-31,2024-06-30,,False,2567 ROAD K NW,,QUINCY,WA,988489743,GRANT,HKHIRAI@GMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-06-01 05:09:17.680000000
Active,185.0,185,6029298850010001,412208,WINDPOPPY NURSERY INC.,SASQUATCH GREENHOUSES,2023-06-23,2024-06-30,,False,3171 UNICK RD SUITE B,STE B,FERNDALE,WA,982489021,WHATCOM,sarasmilz@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-06-24 05:10:04.547000000
Active,2127.0,2127,6046150810010001,422336,ANCIENT ROOTS LLC,LOCAL ROOTS,2023-04-29,2024-06-30,,False,1009 E YAKIMA AVE,,YAKIMA,WA,989012558,YAKIMA,DAARAYAUS@GMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-04-30 04:59:07.980000000
Active,1073.0,1073,6040021480010001,415238,PUFF N CHILL L.L.C.,PUFF N CHILL LLC,2023-07-04,2024-06-30,,False,15919 HWY 99,,LYNNWOOD,WA,980871427,SNOHOMISH,mattie@puffnchill.net,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-07-05 05:10:41.343000000
Active,2901.0,2901,6040043940010002,432772,O.B.C. LLC,O.B.C. LLC,2023-05-25,2024-06-30,,False,168 NICHOLS RD UNIT 3,,OMAK,WA,988419581,OKANOGAN,Williamsontracy2013@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-05-26 05:06:01.153000000
Active,2328.0,2328,6040059320010003,424747,"EVERGREEN MARKET (RENTON SOUTH), INC.",EVERGREEN MARKET - SOUTH RENTON,2023-05-06,2024-06-30,,False,4242 E VALLEY RD,,RENTON,WA,980574903,KING,technology@theevergreenmarket.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-05-07 05:00:41.830000000
Active,709.0,3028,6040081220010003,426384,"MJ PHARMS, LLC",MJ PHARMS,2023-07-04,2024-06-30,,False,62 SPIERING DR,,CURLEW,WA,991189679,FERRY,MJPHARMSWA@GMAIL.COM,,LoadLicenseeETL,2022-11-02 04:45:22.227000000,proc_UpdateExistingLicenses,2023-07-05 05:10:41.343000000
Active,2741.0,2741,6044655850010001,430524,"TRINIDAD PRODUCTION, LLC",TRINIDAD PRODUCTION,2023-07-04,2024-06-30,,False,23095 BAIRD SPRINGS RD NW,UNIT D83,QUINCY,WA,988489637,GRANT,mlesure@americanfarms.us,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-07-18 05:16:23.937000000
Active,2397.0,2397,6044655850010002,425506,TRINIDAD PRODUCTIONS LLC,TRINIDAD PRODUCTIONS,2023-07-04,2024-06-30,,False,23095 BAIRD SPRINGS RD #A,,QUINCY,WA,988489637,GRANT,mlesure@americanfarms.us,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-07-07 05:11:34.807000000
Active,1992.0,2962,6040124080010004,433468,JAYM ENTERPRISES LLC,MFUSED,2023-05-13,2024-06-30,,False,9369 8TH AVE S BLDG B,,SEATTLE,WA,981084624,KING,yung@mfused.com,,LoadLicenseeETL,2022-05-03 04:48:43.523000000,proc_UpdateExistingLicenses,2023-05-14 05:02:06.247000000
Active,1279.0,1279,6040124080010003,415987,JAYM ENTERPRISES LLC,MFUSED,2023-05-13,2024-06-30,,False,9369 8TH AVE S,,SEATTLE,WA,981084624,KING,jeffrey.gennick@mfused.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-05-14 05:02:06.247000000
Active,900.0,900,6040084750010001,414197,"KUDU PHARMS, LLC",KUDU PHARMS,2023-07-06,2024-06-30,,False,17901 E EUCLID AVE,,SPOKANE VALLEY,WA,992160000,SPOKANE,ryan@kudupharms.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-07-07 05:11:34.807000000
Active,2259.0,2259,6040089060010001,423665,"STUDHORSE MTN XTRACTS, LLC",STUDHORSE MTN EXTRACTS,2023-05-11,2024-06-30,,False,6 HORIZON FLATS RD,"BLDG C, UNIT 4",WINTHROP,WA,988628400,OKANOGAN,info@studhrsmtnxtracts.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-05-12 05:00:39.317000000
Active,2356.0,2356,6030247700010003,425086,"ADVANCED AGRICULTURE DEVELOPMENT, INC.",ADVANCED AGRICULTURE,2023-06-24,2024-06-30,,False,1843 W BLACK ARROW LN,,OTHELLO,WA,993440000,ADAMS,advancedagriculturaldev@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-06-25 05:10:13.300000000
Active,2826.0,2826,6047768100010001,431529,"SUBXB, LLC","SUBXB, LLC",2023-06-22,2024-06-30,,False,4602 REESE HILL RD STE 3,,SUMAS,WA,982950000,WHATCOM,subxwa@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-06-23 05:09:06.440000000
Active,2958.0,2942,6047763110010001,413432,CANNAGROUP LLC,CANNAGROUP LLC,2023-07-08,2024-06-30,,False,2870 OCEAN AVE BLDG 7,,RAYMOND,WA,985774926,PACIFIC,alekspharm@gmail.com,,LoadLicenseeETL,2022-02-05 04:45:52.167000000,proc_UpdateExistingLicenses,2023-07-09 05:12:37.647000000
Active,89.0,89,6031211660010001,412049,"DAYANDNIGHT, INC.",DAYANDNIGHT,2023-05-09,2024-06-30,,False,11407 67TH AVE NE,,ARLINGTON,WA,982238802,SNOHOMISH,SHAPIRO@CS.WASHINGTON.EDU,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-05-10 05:00:42.523000000
Active,2602.0,2602,6031183740010004,428654,BUTTS TOBACCO INC,28 GRAHAMS CANNABIS,2023-04-21,2024-06-30,,False,10315 200TH ST E,,GRAHAM,WA,983380000,PIERCE,28grahamscannabis@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-04-22 04:57:15.260000000
Active,2951.0,2935,6047743750010001,422460,ARISTOCRAT ENTERPRISES II LLC,ARISTOCRAT ENTERPRISES II,2023-05-05,2024-06-30,,False,"2947 E HWY 101  STE A, B",SUITE A AND B,PORT ANGELES,WA,983629059,CLALLAM,michael@thelinkwa.com,,LoadLicenseeETL,2022-01-14 04:45:15.210000000,proc_UpdateExistingLicenses,2023-05-06 05:00:29.903000000
Active,349.0,349,6047653080010001,412581,HELIX LABS LLC,HELIX LABS LLC,2023-05-20,2024-06-30,,False,5411 GUIDE MERIDIAN SUITE B,,BELLINGHAM,WA,982269771,WHATCOM,KINDGREENBOTANICALSMJ@GMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-05-21 05:04:15.770000000
Active,1083.0,1083,6047608990010002,415331,VANCOUVER GARDENS LLC,VANCOUVER GARDENS LLC,2023-05-04,2024-06-30,,False,2305 E 5TH ST,,VANCOUVER,WA,986617774,CLARK,royalkind.co@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-05-05 04:59:49.300000000
Active,9.0,9,6047608990010001,416626,VANCOUVER GARDENS LLC,VANCOUVER GARDENS LLC,2023-05-04,2024-06-30,,False,"931 GOERIG RD STE C, D, E",,WOODLAND,WA,986749376,COWLITZ,royalkind.co@gmail.com,,LoadLicenseeETL,2021-12-02 08:32:50.137000000,proc_UpdateExistingLicenses,2023-05-05 04:59:49.300000000
Active,2389.0,2389,6044655850010003,425416,"TRINIDAD PRODUCTION, LLC",TRINIDAD PRODUCTIONS,2023-07-04,2024-06-30,,False,23095 BAIRD SPRINGS RD NW #C,,QUINCY,WA,988489637,GRANT,finance@americanfarms.us,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-07-07 05:11:34.807000000
Active,311.0,311,6035134480010001,412452,HAZY DAZE INC,HAZY DAZE,2023-06-17,2024-06-30,,False,1982 NE OLD BELFAIR HWY,,BELFAIR,WA,985289657,MASON,HAZYDAZE502@YAHOO.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-06-18 05:09:23.137000000
Active,764.0,764,6035124300010001,413664,BROOKSIE INC.,RJ  AG,2023-06-15,2024-06-30,,False,126 NEWMAN CREEK RD UNIT 4,,ELMA,WA,985419536,GRAYS HARBOR,ANDY@FTSFARMS.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-06-17 05:09:06.937000000
Active,1142.0,1142,6035122500010001,415699,GREEN ROSE GARDENS LLC,GREEN ROSE GARDENS,2023-05-27,2024-06-30,,False,221 OMAK RIVER RD STE B,STE B,OMAK,WA,988419673,OKANOGAN,R76WORKS@MSN.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-05-28 05:06:55.497000000
Active,459.0,459,6035121180010001,412781,"EARTHCRAFT FARMS, INC.",EARTHCRAFT FARMS,2023-06-15,2024-06-30,,False,126 NEWMAN CREEK RD UNIT 3,,ELMA,WA,985419536,GRAYS HARBOR,ARTIE6910@GMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-06-16 05:10:17.710000000
Active,766.0,766,6035120650010002,413667,PERECAN FARM LLC,PERECAN FARM,2023-06-15,2024-06-30,,False,5373 GUIDE MERIDIAN RD STE C4,,BELLINGHAM,WA,982260000,WHATCOM,sales@stoneagejoints.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-06-16 05:10:17.710000000
Active,1013.0,1013,6041405300010001,414864,"PADILLA MOSES LAKE, LLC",MARY JANES,2023-05-16,2024-06-30,,False,1037 W MARINA DR,,MOSES LAKE,WA,988372635,GRANT,MARYJANE.4YOU@YAHOO.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-05-17 05:02:11.110000000
Active,2626.0,2626,6035025130010002,428982,CLEMANS MOUNTAIN CANNABIS LLC,CLEMANS MOUNTAIN CANNABIS,2023-05-16,2024-05-31,,False,1102 N 26TH AVE,,YAKIMA,WA,989027314,YAKIMA,schneiderjustin83@yahoo.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-05-17 05:02:11.110000000
Active,1319.0,1319,6035102670010001,416093,GORILLA GARDENS LLC,GORILLA GARDENS,2023-06-28,2024-05-31,,False,1074 OLD HIGHWAY 97 STE. B,,BREWSTER,WA,988129682,OKANOGAN,HERMITSUNITE@GMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-06-29 05:11:25.950000000
Active,2440.0,2440,6035041080010001,426121,MIDORI NORTHWEST LLC,MIDORI NORTHWEST LLC,2023-05-18,2024-05-31,,False,9212 RIVERSIDE RD E BLDG B,,SUMNER,WA,983908109,PIERCE,MIDORINORTHWEST@ICLOUD.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-05-19 05:04:34.890000000
Active,1626.0,1626,6035052430010001,416830,GLEN COVE COMPANY,GLEN COVE,2023-05-18,2024-05-31,,False,272 N OTTO ST,,PORT TOWNSEND,WA,983689780,JEFFERSON,DANIELGGONZALES@GMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-05-19 05:04:34.890000000
Active,2221.0,2221,6035067550010001,423297,"THE GRANT FARMER, LLC",GRANT FARMER,2023-05-27,2024-05-31,,False,1209 HWY 281 SPUR STE F,STE F,QUINCY,WA,988480699,GRANT,TONYROSSO@ME.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-05-28 05:06:55.497000000
Active,1706.0,1706,6035068880010001,417017,"INLAND DESERT CONCENTRATES, LLC",INLAND DESERT CONCENTRATES,2023-05-31,2024-05-31,,False,65710 N HYSLER RD  STE A,STE A,BENTON CITY,WA,993207620,BENTON,MIKE@INTERSTELLARDABS.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-06-01 05:09:17.680000000
Active,254.0,254,6035078950010001,412337,YIELD FARMS LLC,YIELD FARMS,2023-05-27,2024-05-31,,False,3911 E TRENT AVE,,SPOKANE,WA,992024424,SPOKANE,YIELDFARMS@OUTLOOK.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-05-28 05:06:55.497000000
Active,1324.0,1324,6035084990010001,416106,AIM ONE SECURITY,PIONEER FARM,2023-06-21,2024-05-31,,False,2451 N FERGUSON RD,STE 2,ELLENSBURG,WA,989267156,KITTITAS,jodiaimone72@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-06-22 05:09:36.340000000
Active,1558.0,1558,6035103930010001,416672,SUNNYSIDE NORTHWEST LLC,SUNNYSIDE NORTHWEST,2023-06-17,2024-05-31,,False,41305 N GRIFFIN RD,,GRANDVIEW,WA,989309688,BENTON,james@spacehorse.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-06-18 05:09:23.137000000
Active,858.0,858,6035103930010003,414027,SUNNYSIDE NORTHWEST LLC,SUNNYSIDE NORTHWEST,2023-06-17,2024-05-31,,False,41305 N GRIFFIN RD STE D,,GRANDVIEW,WA,989309688,BENTON,SUNNYSIDENORTHWEST@GMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-06-18 05:09:23.137000000
Active,758.0,758,6035114460010001,413652,HAIGHT WORKING LLC,KAIDRO,2023-06-02,2024-05-31,,False,9630 75TH LN SE STE B,,OLYMPIA,WA,985136316,THURSTON,KAIDROGOLD@GMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-06-03 05:09:52.287000000
Active,1575.0,1575,6035064580010001,416706,"MAGIC TIME FARMS, INC.",MAGIC TIME FARMS,2023-05-04,2024-05-31,,False,126 NEWMAN CREEK RD,UNIT 2,ELMA,WA,985419536,GRAYS HARBOR,hzfarms17@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-05-05 04:59:49.300000000
Active,1235.0,1235,6035066500010001,415880,RADNESS LABS LLC,RADNESS LABS,2023-05-20,2024-05-31,,False,9472 NW ROAD U,,QUINCY,WA,988480000,GRANT,RADNESSLABS@GMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-05-21 05:04:15.770000000
Active,1107.0,1107,6035088960010001,415513,"L.V.S., LLC.",THE KUSHERY,2023-05-18,2024-05-31,,False,19258 15TH AVE NE STE B,,LAKE FOREST PARK,WA,981552315,KING,THEKUSHERY502@MAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-05-19 05:04:34.890000000
Active,952.0,2956,6036161120010006,433373,CPC TWO A LLC,THE BAKEREE,2023-04-20,2024-05-31,,False,222 WALL ST,,SEATTLE,WA,981211431,KING,Nessa@thebakereeseattle.com,,LoadLicenseeETL,2022-04-09 04:48:01.250000000,proc_UpdateExistingLicenses,2023-04-21 04:56:35.557000000
Active,,1101,6034023580010003,415486,MARC STERN - RECEIVER,ALWAYS GREENER DOWNTOWN,2023-05-10,2024-05-31,,False,15937 REDMOND WAY STE B,,REDMOND,WA,980523836,KING,jenny@thegrassisalways.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-12-21 06:08:22.540000000
Active,2900.0,2900,6047609200010001,432754,GREEN ESSENTIALS LLC,GREEN ESSENTIALS,2023-05-05,2024-05-31,,False,169 GREENACRES RD UNIT 1,,RIVERSIDE,WA,988499647,OKANOGAN,wuken41@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-05-06 05:00:29.903000000
Active,2857.0,3042,6047600460010002,434400,TIGER MOUNTAIN CANNABIS LLC,TIGER MOUNTAIN CANNABIS LLC,2023-05-02,2024-05-31,,False,28 DOYLE RD,,RAYMOND,WA,985779360,PACIFIC,TIGERMTNCANNABIS@GMAIL.COM,,LoadLicenseeETL,2022-12-13 04:45:29.463000000,proc_UpdateExistingLicenses,2023-05-03 04:58:57.760000000
Active,2577.0,2577,6047549730010002,428235,"BLUE MOUNTAIN CULTIVATION, LLC","BLUE MOUNTAIN CULTIVATION, LLC",2023-06-02,2024-05-31,,False,402 POULSEN RD,,DAYTON,WA,993289626,COLUMBIA,bluemountaincultivation@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-06-03 05:09:52.287000000
Active,2555.0,3112,6047486460010003,432116,"BLACK SUSHI CANNABIS, LLC",BLACK SUSHI CANNABIS,2023-06-20,2024-05-31,,False,4340 SE BLOOMFIELD RD UNIT A,,SHELTON,WA,985848642,MASON,DWANWEST01@GMAIL.COM,,LoadLicenseeETL,2023-06-21 05:08:44.353000000,,
Active,2593.0,2593,6044483870010001,428568,EDGEMONT GROUP II LLC,EDGEMONT GROUP II LLC,2023-04-29,2024-05-31,,False,3540 DONEEN RAINY RD STE D,,EAST WENATCHEE,WA,988028600,DOUGLAS,LEO@THEWERX.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-04-30 04:59:07.980000000
Active,2596.0,2975,6044483870010003,433558,EDGEMONT GROUP II LLC,"EDGEMONT GROUP II, LLC",2023-04-29,2024-05-31,,False,3540 DONEEN RAINEY RD STE 1C,,EAST WENATCHEE,WA,988028600,DOUGLAS,leo@thewerx.com,,LoadLicenseeETL,2022-05-21 04:49:11.960000000,proc_UpdateExistingLicenses,2023-05-02 04:58:33.623000000
Active,2904.0,2904,6044521810010002,432849,SENSIBILITY III LLC,THE REEF,2023-04-19,2024-05-31,,False,303 S MICHIGAN ST,,SEATTLE,WA,981083223,KING,odavid@thereefstores.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-04-20 04:57:46.303000000
Active,2750.0,2967,6044541770010004,433491,"OLY BOI, INC",OLY BOI,2023-05-19,2024-05-31,,False,160 W WESTFIELD CT STE A2,,SHELTON,WA,985844604,MASON,quinntanzer@gmail.com,,LoadLicenseeETL,2022-05-07 04:49:02.630000000,proc_UpdateExistingLicenses,2023-05-20 05:04:55.470000000
Active,27.0,26,6044551770010001,83380,"C4U2, LLC",ORCHARDS CANNABIS MARKET,2023-04-28,2024-05-31,,False,11800 NE 65TH ST,,VANCOUVER,WA,986625552,CLARK,stephen@c4uwa.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-04-29 04:58:48.550000000
Active,2638.0,2995,6044584050010003,433785,BOLD TYPE LLC,BOLD TYPE LLC,2023-05-04,2024-05-31,,False,32501 TELFORD RD N STE C,,CRESTON,WA,991178533,LINCOLN,mattstaudacher3@gmail.com,,LoadLicenseeETL,2022-07-14 04:45:55.013000000,proc_UpdateExistingLicenses,2023-05-05 04:59:49.300000000
Active,1597.0,1597,6044584050010005,416765,BOLD TYPE LLC,FROZEN FARMS,2023-03-27,2024-05-31,,False,32561 TELFORD RD N,,CRESTON,WA,991170000,LINCOLN,mattstaudacher3@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-03-28 04:54:14.070000000
Active,2644.0,2994,6044584050010006,433778,BOLD TYPE LLC,BOLD TYPE LLC,2023-05-04,2024-05-31,,False,32501 TELFORD RD N STE A,,CRESTON,WA,991178533,LINCOLN,mattstaudacher3@gmail.com,,LoadLicenseeETL,2022-07-13 04:45:44.220000000,proc_UpdateExistingLicenses,2023-05-05 04:59:49.300000000
Active,1519.0,1519,6044586320010001,416584,KB CANNABIS LLC,KB CANNABIS LLC,2023-04-07,2024-05-31,,False,10333 LAKE CITY WAY,STE 201,SEATTLE,WA,981257737,KING,KBCANNABISLLC@GMAIL.COM,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-04-08 04:54:53.957000000
Active,2652.0,2652,6044626040010001,429408,SHERLOCKED DEVELOPMENT LLC,SHERLOCKED,2023-04-21,2024-05-31,,False,3001 SOUTH TACOMA WAY,,TACOMA,WA,984094720,PIERCE,lekika0126@gmail.com,,LoadLicenseeETL,2021-12-06 09:09:34.420000000,proc_UpdateExistingLicenses,2023-04-22 04:57:15.260000000
