license_number,id,business_dba_name,license_type,license_status,address,business_legal_name,business_owner_name,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,issue_date,expiration_date,premise_city,premise_zip_code,business_email,business_image_url,data_refreshed_date,business_phone,premise_street_address,business_website,premise_latitude,premise_longitude,premise_county,details_url,phone_number,LicenseStatus,delivery,cultivator,retailer
CCL18-0003259,17972,Data Not Available,Cultivation -  Small Outdoor,Active,,"Shower Pass Farms, LLC",Georgi Tonev,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,317-182-019,Data Not Available,2019-11-08T00:00:00,2024-11-08T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 223-4330,Not Published,,,,Humboldt,,,,,,
CCL18-0003260,17973,Data Not Available,Cultivation -  Specialty Mixed-Light Tier 1,Active,,"Shower Pass Farms, LLC",Georgi Tonev,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,317-182-019,Data Not Available,2019-11-08T00:00:00,2024-11-08T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 223-4330,Not Published,,,,Humboldt,,,,,,
CCL18-0003261,17974,Data Not Available,Cultivation -  Medium Outdoor,Active,,"Shower Pass Farms, LLC",Georgi Tonev,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,317-182-020,Data Not Available,2019-11-08T00:00:00,2024-11-08T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 223-4330,Not Published,,,,Humboldt,,,,,,
CCL18-0003262,17975,Data Not Available,Cultivation -  Small Outdoor,Active,,"Shower Pass Farms, LLC",Georgi Tonev,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,317-182-020,Data Not Available,2019-11-08T00:00:00,2024-11-08T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 223-4330,Not Published,,,,Humboldt,,,,,,
CCL18-0003265,17978,Data Not Available,Cultivation -  Small Outdoor,Active,,"Advent Plus, Inc",Denys Honchar,Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,210-231-017,Data Not Available,2019-04-12T00:00:00,2024-12-01T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 296-0669,Not Published,,,,Humboldt,,,,,,
CCL18-0003266,17979,Data Not Available,Cultivation -  Specialty Outdoor,Active,,Bear Creek Road Organics,Joseph Milch,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,208-201-012-000,Data Not Available,2019-07-01T00:00:00,2025-02-01T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 382-0163,Not Published,,,,Humboldt,,,,,,
CCL18-0003267,17980,Data Not Available,Cultivation -  Medium Outdoor,Active,,"Kurnishon, LLC",George Petrov,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,208-221-006,Data Not Available,2019-07-19T00:00:00,2025-07-19T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(702) 533-5373,Not Published,,,,Humboldt,,,,,,
CCL18-0003269,17981,Data Not Available,Cultivation -  Small Outdoor,Active,,Green With Envy LLC,"Matt Grace, Mustafa Wafa",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,210-131-017-000,Data Not Available,2020-01-24T00:00:00,2025-01-24T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(310) 486-3635,Not Published,,,,Humboldt,,,,,,
CCL18-0003279,17991,Data Not Available,Cultivation -  Specialty Outdoor,Active,,"Mountain Creek Farms, LLC",Collin Kingery,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,217-391-006,Data Not Available,2019-06-14T00:00:00,2025-06-14T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(650) 722-8552,Not Published,,,,Humboldt,,,,,,
CCL18-0003281,17993,Data Not Available,Cultivation -  Medium Outdoor,Active,,"Mountain Creek Farms, LLC",Collin Kingery,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,217-391-006,Data Not Available,2019-06-14T00:00:00,2025-06-14T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(650) 722-8552,Not Published,,,,Humboldt,,,,,,
CCL18-0003284,18003,Data Not Available,Cultivation -  Medium Indoor,Active,,"EJF, Inc.","Kenji Fujishima, Vilyam Melekyan",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,6007018021,Data Not Available,2019-08-16T00:00:00,2024-08-16T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(818) 512-2112,Not Published,,,,Los Angeles,,,,,,
CCL18-0003294,18013,Data Not Available,Cultivation -  Specialty Cottage Mixed-Light Tier 1,Active,,"Seal Camp Farms of Humboldt, LLC",Lawrence Tucker,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Medicinal,,Annual,CA,223-124-009-000,Data Not Available,2019-07-31T00:00:00,2024-07-31T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 499-3439,Not Published,,,,Humboldt,,,,,,
CCL18-0003295,18014,Data Not Available,Cultivation -  Small Outdoor,Active,,Southridge LLC,"Kevin McKenna, Michael Pickens",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,019-420-01-00,Data Not Available,2019-05-01T00:00:00,2025-05-01T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 298-4343,Not Published,,,,Trinity,,,,,,
CCL18-0003297,18016,Data Not Available,Cultivation -  Specialty Cottage Mixed-Light Tier 1,Active,,Blocksburg Family Farms,"Dakota Ringo, Nancy Ringo",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,217-391-015,Data Not Available,2019-07-15T00:00:00,2025-01-31T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 601-5534,Not Published,,,,Humboldt,,,,,,
CCL18-0003298,18017,Data Not Available,Cultivation -  Small Outdoor,Active,,Blocksburg Family Farms,"Dakota Ringo, Nancy Ringo",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,217-391-015,Data Not Available,2019-07-15T00:00:00,2025-01-31T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 601-5534,Not Published,,,,Humboldt,,,,,,
CCL18-0003299,18018,Data Not Available,Cultivation -  Small Outdoor,Active,,Blocksburg Family Farms,"Dakota Ringo, Nancy Ringo",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,217-216-001,Data Not Available,2019-07-15T00:00:00,2025-01-31T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 601-5534,Not Published,,,,Humboldt,,,,,,
CCL18-0003300,18019,Data Not Available,Cultivation -  Medium Outdoor,Active,,"Palo Verde Medicinals, Inc",Haven Kozak,Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Medicinal,,Provisional,CA,218-051-002-000,Data Not Available,2019-10-16T00:00:00,2024-10-16T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 499-3502,Not Published,,,,Humboldt,,,,,,
CCL18-0003301,18020,Data Not Available,Cultivation -  Specialty Outdoor,Active,,TRIPLE BEAM FARMS LLC,MARLEY MULVANEY,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,220-151-002,Data Not Available,2019-07-26T00:00:00,2024-07-26T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 499-2779,Not Published,,,,Humboldt,,,,,,
CCL18-0003303,18022,Data Not Available,Cultivation -  Specialty Outdoor,Active,,All In The Roots Farm LLC,Maria Gale,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,221-131-033-000,Data Not Available,2020-01-07T00:00:00,2025-01-07T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 498-5494,Not Published,,,,Humboldt,,,,,,
CCL18-0003304,18023,Data Not Available,Cultivation -  Small Outdoor,Active,,"Alchemy Atelier, LLC",Jennifer Parent,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,216-144-006,Data Not Available,2019-07-12T00:00:00,2025-07-12T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 223-7178,Not Published,,,,Humboldt,,,,,,
CCL18-0003305,18024,Data Not Available,Cultivation -  Small Outdoor,Active,,"Alchemy Atelier, LLC",Jennifer Parent,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,216-144-006,Data Not Available,2019-07-12T00:00:00,2025-07-12T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 223-7178,Not Published,,,,Humboldt,,,,,,
CCL18-0003308,18027,Data Not Available,Cultivation -  Specialty Cottage Mixed-Light Tier 1,Active,,"Magna Cola, LLC",Samuel Thornton,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,200-243-036/037,Data Not Available,2019-06-01T00:00:00,2024-11-01T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(818) 823-3631,Not Published,,,,Humboldt,,,,,,
CCL18-0003313,18031,Data Not Available,Cultivation -  Small Outdoor,Active,,NORTHERN CALIFORNIA CANNABIS FARMS,David Coffey,Sole Proprietorship,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,211-331-005-000,Data Not Available,2020-04-20T00:00:00,2025-04-20T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 599-1327,Not Published,,,,Humboldt,,,,,,
CCL18-0003316,18033,Data Not Available,Cultivation -  Small Indoor,Active,,"DTPG Collective, Inc.","Gloria Chavez, Patrick Stad",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,5166-026-034,Data Not Available,2019-10-16T00:00:00,2024-10-16T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(323) 602-4211,Not Published,,,,Los Angeles,,,,,,
CCL18-0003317,18034,Data Not Available,Cultivation -  Small Indoor,Active,,Hezekiah Incorporated,"Ivan Van Ortwick, Jose Garcia",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,5168019014,Data Not Available,2019-07-31T00:00:00,2024-07-31T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(323) 236-4114,Not Published,,,,Los Angeles,,,,,,
CCL18-0003318,18035,Data Not Available,Cultivation -  Small Indoor,Active,,Hezekiah Incorporated,"Ivan Van Ortwick, Jose Garcia",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Medicinal,,Provisional,CA,5168019014,Data Not Available,2019-07-16T00:00:00,2025-07-16T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(323) 236-4114,Not Published,,,,Los Angeles,,,,,,
CCL18-0003326,18076,Data Not Available,Cultivation -  Specialty Outdoor,Active,,Josh McGaughy,Josh McGaughy,Sole Proprietorship,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,522-031-004-000,Data Not Available,2019-10-02T00:00:00,2024-10-02T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 499-0674,Not Published,,,,Humboldt,,,,,,
CCL18-0003327,18077,Data Not Available,Cultivation -  Small Outdoor,Active,,"Council Madrone Farms, LLC",David Thomas,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,221-121-013-000,Data Not Available,2019-09-18T00:00:00,2024-09-18T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(831) 332-2018,Not Published,,,,Humboldt,,,,,,
CCL18-0003328,18078,Data Not Available,Cultivation -  Specialty Outdoor,Active,,"Heartstone Farms, LLC.","Aaron Anderson, Shannon Martin",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,220-051-035,Data Not Available,2019-06-12T00:00:00,2025-06-12T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 496-8500,Not Published,,,,Humboldt,,,,,,
CCL18-0003329,18079,Data Not Available,Cultivation -  Medium Outdoor,Active,,"Heartstone Farms, LLC.","Aaron Anderson, Shannon Martin",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,220-051-035,Data Not Available,2019-06-12T00:00:00,2025-06-12T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 496-8500,Not Published,,,,Humboldt,,,,,,
CCL18-0003332,18082,Data Not Available,Cultivation -  Medium Outdoor,Active,,Redtail Ranch,April Armstrong,Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,316-086-017 & 316-086-011,Data Not Available,2019-11-14T00:00:00,2024-11-14T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 616-4404,Not Published,,,,Humboldt,,,,,,
CCL18-0003333,18083,Data Not Available,Cultivation -  Small Outdoor,Active,,"Council Madrone Farms, LLC",David Thomas,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,221-121-001-000,Data Not Available,2019-09-18T00:00:00,2024-09-18T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(831) 332-2018,Not Published,,,,Humboldt,,,,,,
CCL18-0003336,18086,Data Not Available,Cultivation -  Small Outdoor,Active,,"Humboldt Oaks, Inc.",Joseph Royse,Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,208-231-012,Data Not Available,2019-07-30T00:00:00,2025-07-30T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(916) 850-9844,Not Published,,,,Humboldt,,,,,,
CCL18-0003337,18087,Data Not Available,Cultivation -  Small Outdoor,Active,,"Humboldt Oaks, Inc.",Joseph Royse,Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,208-231-012,Data Not Available,2019-07-30T00:00:00,2025-07-30T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(916) 850-9844,Not Published,,,,Humboldt,,,,,,
CCL18-0003340,18090,Data Not Available,Cultivation -  Medium Outdoor,Active,,IFR Timber,Jeffery Pendygraft,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,522-031-008-000,Data Not Available,2019-10-08T00:00:00,2024-10-08T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(909) 373-5974,Not Published,,,,Humboldt,,,,,,
CCL18-0003341,18091,Data Not Available,Cultivation -  Medium Outdoor,Active,,"Humboldt's Own, LLC",Matthew Goforth,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Medicinal,,Annual,CA,105-071-006-000,Data Not Available,2019-09-14T00:00:00,2024-09-14T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 498-7435,Not Published,,,,Humboldt,,,,,,
CCL18-0003342,18092,Data Not Available,Cultivation -  Small Mixed-Light Tier 1,Active,,"Council Madrone Farms, LLC",David Thomas,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,221-201-021-000,Data Not Available,2019-08-29T00:00:00,2024-08-29T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(831) 332-2018,Not Published,,,,Humboldt,,,,,,
CCL18-0003349,18096,Data Not Available,Cultivation -  Small Outdoor,Active,,"Born Thorn, Inc.",Susan Butler,Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,215-271-026-000,Data Not Available,2019-07-23T00:00:00,2025-07-23T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 601-8522,Not Published,,,,Humboldt,,,,,,
CCL18-0003351,18098,Data Not Available,Cultivation -  Specialty Outdoor,Active,,"Hum Village Farms, Inc.","Ian Akselsen, Jessie Kennedy",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,215-162-001,Data Not Available,2019-07-29T00:00:00,2024-07-29T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 601-1711,Not Published,,,,Humboldt,,,,,,
CCL18-0003360,18106,Data Not Available,Cultivation -  Small Mixed-Light Tier 1,Active,,"ACE Wellness, Corp.",Vardan Nalbandyan,Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,20604121,Data Not Available,2019-09-19T00:00:00,2024-09-19T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(818) 925-9292,Not Published,,,,Kern,,,,,,
CCL18-0003361,18107,Data Not Available,Cultivation -  Small Mixed-Light Tier 1,Active,,"Cali's Finest, LLC",Erik Sordal,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,210-054-008,Data Not Available,2019-08-05T00:00:00,2024-08-05T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 599-3691,Not Published,,,,Humboldt,,,,,,
CCL18-0003362,18173,Data Not Available,Cultivation -  Medium Outdoor,Active,,"Cali's Finest, LLC",Erik Sordal,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,210-054-008,Data Not Available,2019-08-05T00:00:00,2024-08-05T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 599-3691,Not Published,,,,Humboldt,,,,,,
CCL18-0003364,6136,Data Not Available,Cultivation -  Specialty Mixed-Light Tier 1,Active,,Red Rock Farms,"Laurel Davis, Oswaldo Aviles Gonzalez",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,033-170-023,Data Not Available,2019-07-25T00:00:00,2024-07-25T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 923-1615,Not Published,,,,Humboldt,,,,,,
CCL18-0003366,6138,Data Not Available,Cultivation -  Medium Outdoor,Active,,Macras Land Co. Inc.,Asya Stancheva,Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,317-033-008,Data Not Available,2019-06-26T00:00:00,2025-06-26T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(305) 490-7890,Not Published,,,,Humboldt,,,,,,
CCL18-0003370,6141,Data Not Available,Cultivation -  Small Mixed-Light Tier 1,Active,,Humboldt Royale,"Evan Wilson, Kristen OConnor",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,216142014,Data Not Available,2019-07-25T00:00:00,2025-07-25T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 616-7593,Not Published,,,,Humboldt,,,,,,
CCL18-0003377,6144,Data Not Available,Cultivation -  Medium Outdoor,Active,,Patterson Flat LLC,Data Not Available,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,522-142-002,Data Not Available,2019-07-18T00:00:00,2024-09-21T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 497-4353,Not Published,,,,Humboldt,,,,,,
CCL18-0003380,6147,Data Not Available,Cultivation -  Small Mixed-Light Tier 2,Active,,Patterson Flat LLC,Anthony Frink,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,522-142-002,Data Not Available,2019-07-18T00:00:00,2025-07-18T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 497-4353,Not Published,,,,Humboldt,,,,,,
CCL18-0003385,6150,Data Not Available,Cultivation -  Small Mixed-Light Tier 1,Active,,Green Goat Organics LLC,Thomas Greene,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,046-320-39,Data Not Available,2019-10-04T00:00:00,2024-10-04T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(551) 795-0066,Not Published,,,,Mendocino,,,,,,
CCL18-0003386,6151,Data Not Available,Cultivation -  Small Indoor,Active,,"Stay Elevated Arminta Licensing, LLC",Arman Petrosyan,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,2206-002-032,Data Not Available,2019-10-30T00:00:00,2024-10-30T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(818) 307-2310,Not Published,,,,Los Angeles,,,,,,
CCL18-0003387,6179,Data Not Available,Cultivation -  Small Outdoor,Active,,"4 Ponds, LLC",drew cowan,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,522-033-010-000,Data Not Available,2019-12-11T00:00:00,2024-12-11T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 272-5815,Not Published,,,,Humboldt,,,,,,
CCL18-0003389,6239,Data Not Available,Cultivation -  Small Outdoor,Active,,Blam Camp LLC,Chrystal Ortiz,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,209-231-009-000,Data Not Available,2019-09-11T00:00:00,2024-09-11T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(619) 851-2410,Not Published,,,,Humboldt,,,,,,
CCL18-0003393,6243,Data Not Available,Cultivation -  Specialty Outdoor,Active,,"ENCHANTED SPRINGS FARM, LLC",Sarah Roberts,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Medicinal,,Annual,CA,524-201-030-000,Data Not Available,2019-07-24T00:00:00,2025-07-24T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 834-7171,Not Published,,,,Humboldt,,,,,,
CCL18-0003394,6244,Data Not Available,Cultivation -  Small Outdoor,Active,,Sabertooth Farms LLC,Humberto Osorio,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,316-174-018-000,Data Not Available,2019-07-10T00:00:00,2024-12-31T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 845-5767,Not Published,,,,Humboldt,,,,,,
CCL18-0003396,6246,Data Not Available,Cultivation -  Small Outdoor,Active,,Sabertooth Farms LLC,Humberto Osorio,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,316-174-019,Data Not Available,2019-07-10T00:00:00,2025-07-10T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 845-5767,Not Published,,,,Humboldt,,,,,,
CCL18-0003398,6248,Data Not Available,Cultivation -  Specialty Mixed-Light Tier 1,Active,,"Emerald Triangle Alternatives, LLC","Christopher Jung, Ismael Serrano",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,216-152-059-000,Data Not Available,2019-08-05T00:00:00,2024-09-05T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(917) 855-0854,Not Published,,,,Humboldt,,,,,,
CCL18-0003400,6250,Data Not Available,Cultivation -  Medium Outdoor,Active,,"Watersong, LLC","Dominic Gabriel, Elizabeth Lux",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,522-031-007-000,Data Not Available,2019-07-26T00:00:00,2024-07-26T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(847) 445-5361,Not Published,,,,Humboldt,,,,,,
CCL18-0003403,6253,Data Not Available,Cultivation -  Small Mixed-Light Tier 1,Active,,Georgi Stoyanov,Georgi Stoyanov,Sole Proprietorship,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,212-311-002-000,Data Not Available,2020-04-01T00:00:00,2025-04-01T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(540) 830-1130,Not Published,,,,Humboldt,,,,,,
CCL18-0003409,6259,Data Not Available,Cultivation -  Small Mixed-Light Tier 1,Active,,"GEA, LLC",Georgi Tonev,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,222-092-001,Data Not Available,2020-01-03T00:00:00,2025-01-03T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 223-4330,Not Published,,,,Humboldt,,,,,,
CCL18-0003410,6260,Data Not Available,Cultivation -  Specialty Cottage Outdoor,Active,,"Humboldt Sunrise Farms, Inc.","Grace Driscoll, Melody Martin",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Medicinal,,Annual,CA,217-411-004-000,Data Not Available,2019-07-16T00:00:00,2025-07-16T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(707) 926-5430,Not Published,,,,Humboldt,,,,,,
CCL18-0003414,6264,Data Not Available,Cultivation -  Small Outdoor,Active,,Shessa Inc.,"Noah Sipila, Satya Nascimento",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,013-550-27-00,Data Not Available,2019-10-02T00:00:00,2024-10-02T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(415) 517-9472,Not Published,,,,Mendocino,,,,,,
CCL18-0003420,6270,Data Not Available,Cultivation -  Small Indoor,Active,,"Clade9 McKinley Avenue,  LLC","David Holmes, James Alegria, Kurt Parra",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Medicinal,,Provisional,CA,6007-017-017,Data Not Available,2019-10-22T00:00:00,2024-10-22T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(818) 415-3351,Not Published,,,,Los Angeles,,,,,,
CCL18-0003425,6337,Data Not Available,Cultivation -  Specialty Indoor,Active,,universal cultivating garden llc,zong jian Wu,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Provisional,CA,41-3914-8-1,Data Not Available,2019-12-18T00:00:00,2024-12-18T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(415) 385-9888,Not Published,,,,Alameda,,,,,,
CCL18-0003436,6351,Data Not Available,Cultivation -  Processor,Active,,"Salinas Spence Road Care, Inc.",Long Truong,Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,,Annual,CA,137-121-012-000,Data Not Available,2019-07-10T00:00:00,2025-07-10T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2024-07-23T04:44:26.05,(949) 331-3737,Not Published,,,,Monterey,,,,,,
