application_status,license_type,application_classification,approved_license_type,approved_license_stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,original_submitted_date,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,approved_social_equity,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_initial_date_of_review,cnb_date_notice_sent_to_municipality,cnb_60_day_municipal_deadline_date,cnb_90_day_review_deadline_date,cnb_date_background_authorization_sent,cnb_date_background_report_received,cnb_finger_print_results_received_date,cnb_final_application_review,cnb_application_recommendation,cnb_final_inspection_result,cnb_final_license_recommendation,cnb_dt_of_final_licensure,application_created_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,lic_expiration_date,application_denied_date,cccupdatedate,establishment_address,establishment_address_2,establishment_county,pmt_amount,lic_fee_amount,zip,town,county,county_lat,county_long,region,id,licensing_authority_id,licensing_authority,business_structure,business_email,business_owner_name,parcel_number,issue_date,expiration_date,business_image_url,business_website,business_phone
APPROVED,Marijuana Product Manufacturer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,1/30/2019,COMPLETE,MP281402,Temescal Wellness of Massachusetts,Worcester,MA,01604,42.232716,-71.751089,141 SW Cutoff,,Worcester,MA,01604,POINT (-71.840209 42.329642),POINT (-71.751088 42.2327160),665 Cochituate Road,Floor 2,Framingham,MA,01701,46-2527018,MPN281402,8/11/2018 05:19:44 PM,9/9/2018 12:59:38 PM,8/27/2018 12:00:00 AM,12/3/2018 10:56:54 AM,True,,,,,,,APPROVED,RP201850,RP201850,Not a DBE,,,,,,,,,,,,,,1/10/2019 03:00:00 AM,6/13/2018 11:50:36 AM,9/12/2018 12:00:00 AM,11/1/2018 03:28:11 PM,11/10/2022 03:00:00 AM,12/3/2023 03:00:00 AM,,5/22/2023,141 SW Cutoff,N/A,Worcester County,,5000.0,01604,Worcester,Worcester,42.329642,-71.840209,Central MA,247,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283257,Sparkboro Wellness Corp.,Williamstown,MA,02167,42.738799,-73.210218,1015-17 Simonds Road,,Williamstown,MA,01267,,POINT (-73.210217 42.738799),1015-17 Simonds Road,,Williamstown,MA,01267,84-2828113,MRN283257,2/28/2020 02:13:59 PM,6/25/2020 06:24:01 PM,5/26/2020 10:41:06 AM,10/13/2020 03:49:55 PM,False,,,,,,,,,,Minority-Owned Business,,,,,,,,,,,,,,,1/30/2020 02:15:20 PM,9/21/2020 09:53:42 AM,10/8/2020 02:45:38 PM,12/8/2022 03:00:00 AM,12/9/2023 03:00:00 AM,,5/22/2023,1015 Simonds Rd,N/A,Berkshire County,,10000.0,,,,,,,,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC283507,Admiral Green Holdings Corp.,Gloucester,MA,01930,42.624622,-70.645959,58 Great Republic Drive,,Gloucester,MA,01930,POINT (-70.970827 42.635475),POINT (-70.645959 42.6246220),"226 South Main Street, Suite #6",,Fall River,MA,02721,87-1742024,MCN283507,11/8/2021 10:49:40 AM,12/12/2021 11:12:17 AM,11/17/2021 09:04:28 AM,3/22/2022 03:30:02 PM,False,no,,,,,,,,,Not a DBE,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,,,,,,,,,,,5/5/2021 10:20:29 AM,12/17/2021 10:22:42 AM,3/10/2022 01:57:31 PM,3/22/2022 04:00:00 AM,3/22/2023 04:00:00 AM,,5/22/2023,58 Great Republic Dr,N/A,Essex County,,20000.0,01930,Gloucester,Essex,42.635475,-70.970827,Northeast,357,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,12/9/2019,COMPLETE,MC281254,Caregiver-Patient Connection,Barre,MA,01005,42.383666,-72.08678,295 Vernon Ave,,Barre,MA,01005,POINT (-71.840209 42.329642),POINT (-72.086780 42.3836659),287 Chapman Rd,,Barre,MA,01005,82-2905670,MCN281254,7/13/2018 04:46:58 PM,8/29/2018 06:18:06 PM,7/25/2018 12:00:00 AM,1/7/2019 04:45:22 PM,True,,,,,,,APPROVED,RP201819,RPA201819,Woman-Owned Business,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,6/27/2019 04:00:00 AM,4/17/2018 12:27:06 PM,8/30/2018 12:00:00 AM,12/14/2018 11:59:38 AM,12/8/2022 03:00:00 AM,1/7/2024 03:00:00 AM,,5/22/2023,295 Vernon Ave,N/A,Worcester County,,8965.0,01005,Barre,Worcester,42.329642,-71.840209,Central MA,5,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,8/5/2021,COMPLETE,MR282035,TYCA Green,Clinton,MA,01510,42.416402,-71.69003,470 Main St.,,Clinton,MA,01510,POINT (-71.840209 42.329642),POINT (-71.690029 42.4164019),470 Main St.,,Clinton,MA,01510,83-1534263,MRN282035,12/10/2018 03:19:32 PM,1/3/2020 11:48:24 AM,8/5/2019 12:00:00 AM,2/6/2020 11:02:10 AM,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,2/11/2021 03:00:00 AM,11/8/2018 06:57:44 PM,11/1/2019 12:00:00 AM,1/16/2020 03:45:56 PM,3/9/2023 03:00:00 AM,3/13/2024 04:00:00 AM,,5/22/2023,470 Main St,N/A,Worcester County,,10000.0,01510,Clinton,Worcester,42.329642,-71.840209,Central MA,198,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,12/14/2021,COMPLETE,MR282091,"MedMen Boston, LLC",Boston,MA,02215,42.345607,-71.099851,"50 Congress Street, Suite 420",,Boston,MA,02109,POINT (-71.073493 42.334948),POINT (-71.099851 42.3456070),"50 Congress Street, Suite 420",,Boston,MA,02109,82-5524340,MRN282091,3/25/2019 06:35:17 PM,7/22/2020 04:21:09 PM,10/25/2019 12:00:00 AM,,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,11/18/2021 03:00:00 AM,11/27/2018 03:43:10 PM,4/7/2020 12:00:00 AM,8/6/2020 02:13:04 PM,9/15/2022 04:00:00 AM,9/16/2023 04:00:00 AM,,5/22/2023,120 Brookline Ave,N/A,Suffolk County,,10000.0,02215,Boston,Suffolk,42.334948,-71.073493,Metro Boston,490,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,7/24/2020,COMPLETE,MR282298,"PharmaCannis Massachusetts, Inc.",Shrewsbury,MA,01545,42.280138,-71.679166,112 Main Street,,Wareham,MA,02571,POINT (-71.840209 42.329642),POINT (-71.679165 42.2801380),190 South LaSalle,29th Floor,Chicago,IL,60603,46-3307025,MRN282298,5/3/2019 04:16:05 PM,12/9/2019 03:24:29 PM,5/6/2019 12:00:00 AM,1/9/2020 05:54:38 PM,True,,,,,,,APPROVED,RP201821,RP201821,Not a DBE,,,,,,,,,,,,,,7/9/2020 04:00:00 AM,1/16/2019 02:26:46 PM,10/18/2019 12:00:00 AM,1/9/2020 11:29:31 AM,1/12/2023 03:00:00 AM,1/22/2024 03:00:00 AM,,5/22/2023,939 Boston Turnpike,N/A,Worcester County,,10000.0,01545,Shrewsbury,Worcester,42.329642,-71.840209,Central MA,224,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,11/21/2022,COMPLETE,MR282634,"Misty Mountain Shop, LLC",Malden,MA,02148,42.416204,-71.076266,161 Boston Road,,Chelmsford,MA,01824,POINT (-71.275566 42.459085),POINT (-71.076266 42.416204),161 Boston Rd,,Chelmsford,MA,01824,83-4544652,MRN282634,4/10/2021 11:55:53 AM,5/12/2021 07:03:59 PM,4/22/2021 11:03:11 AM,9/26/2021 04:30:11 PM,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,10/13/2022 04:00:00 AM,4/23/2019 09:51:38 PM,7/26/2021 09:25:48 AM,9/17/2021 12:31:08 PM,8/11/2022 04:00:00 AM,9/26/2023 04:00:00 AM,,5/22/2023,323 Commercial St,N/A,Middlesex County,,10000.0,02148,Malden,Middlesex,42.459085,-71.275566,Northeast,457,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,1/24/2022,COMPLETE,MR281735,"202 Trading Company, Inc. d/b/a Bud Barn",Winchendon,MA,01475,42.66639,-72.008575,682 Spring Street,,Winchendon,MA,01475,POINT (-71.840209 42.329642),POINT (-72.008574 42.66639),25 Palmer Rd.,,Framingham,MA,01702,85-0535116,MRN281735,10/7/2018 03:48:27 PM,5/18/2020 10:11:25 AM,3/4/2019 12:00:00 AM,8/7/2020 11:01:08 AM,False,,,,,,,,,,Woman-Owned Business,,,,,,,,,,,,,,11/18/2021 03:00:00 AM,7/22/2018 06:47:25 PM,5/21/2020 01:48:52 PM,7/9/2020 02:24:45 PM,9/15/2022 04:00:00 AM,9/17/2023 04:00:00 AM,,5/22/2023,682 Spring St,N/A,Worcester County,,10000.0,01475,Winchendon,Worcester,42.329642,-71.840209,Central MA,188,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,1/15/2020,COMPLETE,MC281446,"M3 Ventures, Inc.",Plymouth,MA,02360,41.960387,-70.691279,9 Collins Avenue,,Plymouth,MA,02360,POINT (-70.818958 41.978877),POINT (-70.691278 41.9603869),9 Collins Avenue,,Plymouth,MA,02360,35-2472435,MCN281446,5/22/2018 01:32:02 PM,7/11/2018 03:24:53 PM,5/30/2018 12:00:00 AM,8/15/2018 12:31:33 PM,True,,,,,,,APPROVED,RP201874,RPA201874,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,9/13/2019 04:00:00 AM,5/16/2018 10:32:32 AM,7/13/2018 12:00:00 AM,8/9/2018 04:31:45 PM,10/13/2022 04:00:00 AM,11/21/2023 03:00:00 AM,,5/22/2023,9 Collins Ave,N/A,Plymouth County,,2500.0,02360,Plymouth,Plymouth,41.978877,-70.818958,Southeast and Cape,539,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,6/29/2020,COMPLETE,MR282033,"Temescal Wellness of Massachusetts, LLC",Framingham,MA,01701,42.307177,-71.385262,665 Cochituate Road,Suite 1B,Worcester,MA,01701,POINT (-71.275566 42.459085),POINT (-71.385261 42.3071770),665 Cochituate Rd,Second Floor,Framingham,MA,01701,83-2756477,MRN282033,5/13/2019 10:31:22 AM,11/18/2019 11:15:50 AM,6/12/2019 12:00:00 AM,1/9/2020 08:22:03 PM,True,,,,,,,APPROVED,RP201850,RPA201850,Not a DBE,,,,,,,,,,,,,,4/9/2020 04:00:00 AM,11/8/2018 09:33:34 AM,10/7/2019 12:00:00 AM,1/9/2020 11:30:15 AM,1/12/2023 03:00:00 AM,1/22/2024 03:00:00 AM,,5/22/2023,665 Cochituate Rd,Suite 1B,Middlesex County,,10000.0,01701,Framingham,Middlesex,42.459085,-71.275566,Central MA,262,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,5/16/2022,COMPLETE,MR281774,Trichome Health Corp.,Lakeville,MA,02347,42.032173,-70.856939,12 Pennsylvania Ave,,Newton,MA,02464,POINT (-70.818958 41.978877),POINT (-70.856938 42.032173),12 Pennsylvania Ave,,Newton,MA,02464,81-3554788,MRN281774,10/15/2018 06:14:04 PM,3/8/2019 03:56:44 PM,10/30/2018 12:00:00 AM,5/29/2019 12:03:05 PM,True,,,,,,,APPROVED,RP201939,RP201939,Not a DBE,,,,,,,,,,,,,,4/7/2022 04:00:00 AM,8/3/2018 10:39:01 AM,3/13/2019 12:00:00 AM,5/16/2019 01:40:31 PM,4/14/2023 04:00:00 AM,6/3/2024 04:00:00 AM,,5/22/2023,350 Pleasant St,N/A,Plymouth County,,5000.0,02347,Lakeville,Plymouth,41.978877,-70.818958,Southeast and Cape,529,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,Expedited Review - Social Equity Participant,COMMENCE OPS,COMMENCE OPS,3/30/2022,COMPLETE,MC283300,"Paper Crane Provisions, LLC",Hubbardston,MA,01730,42.49019,-72.011972,56 Gardner Rd.,Suite D,Hubbardston,MA,01452,POINT (-71.275566 42.459085),POINT (-72.011972 42.4901899),2 Pine St,,Bedford,MA,01730,84-2709379,MCN283300,3/5/2021 10:47:28 AM,3/10/2021 10:01:40 AM,3/9/2021 04:39:08 PM,5/17/2021 01:56:46 PM,False,yes,SE303555,SE303555,,,,,,,Disability-Owned Business,Outdoor,"Tier 06: 40,001 to 50,000 sq. ft",,,,,,,,,,,,9/17/2021 04:00:00 AM,1/14/2021 01:36:09 PM,4/2/2021 10:56:38 AM,5/13/2021 12:33:59 PM,4/14/2023 04:00:00 AM,5/17/2024 04:00:00 AM,,5/22/2023,56 Gardner Rd,Suite D,Worcester County,,6250.0,01730,Bedford,Middlesex,42.459085,-71.275566,Northeast,271,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Microbusiness,Expedited Review - License Type,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MB282389,Farma Gardens LLC,Rowley,MA,01969,42.723192,-70.885631,118 Central Street,,Rowley,MA,01969,POINT (-70.970827 42.635475),POINT (-70.885631 42.7231919),118 Central Street,,Rowley,MA,01969,87-3309593,MBN282389,3/21/2022 04:43:16 PM,4/13/2022 06:22:18 PM,3/25/2022 03:37:04 PM,8/17/2022 04:07:49 PM,False,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,3/9/2022 09:40:05 AM,5/6/2022 08:05:03 AM,7/14/2022 12:03:50 PM,8/17/2022 04:00:00 AM,8/17/2023 04:00:00 AM,,5/22/2023,118 Central St,N/A,Essex County,,312.0,01969,Rowley,Essex,42.635475,-70.970827,Northeast,373,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,Expedited Review - Social Equity Participant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MC283618,"River Grove, LLC",Holyoke,MA,01040,42.198539,-72.602157,475 Canal Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.602157 42.1985389),226 South Main Street,,Fall River,MA,02721,87-3943758,MCN283618,12/13/2021 12:19:31 PM,2/7/2022 01:13:13 PM,12/15/2021 01:38:43 PM,,False,yes,SE305147,,,,,,,,Not a DBE,Indoor,"Tier 08: 60,001 to 70,000 sq. ft",,,,,,,,,,,,,10/3/2021 07:38:07 AM,7/18/2022 03:50:59 PM,8/11/2022 11:50:18 AM,,,,5/22/2023,475 Canal St,N/A,Hampden County,,0.0,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,31,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC281448,Elevated Gardens LLC,Pittsfield,MA,01201,42.475641,-73.246639,17 taconic Park Dr,,Pittsfield,MA,01201,POINT (-73.209889 42.396128),POINT (-73.246639 42.4756410),33 Crossin Ter,,Pittsfield,MA,01201,83-0821971,MCN281448,10/2/2018 09:47:57 PM,1/2/2020 01:54:50 PM,2/27/2019 12:00:00 AM,1/24/2020 01:26:32 PM,False,,,,,,,,,,Not a DBE,Indoor,"Tier 01: up to 5,000 square feet",,,,,,,,,,,,,5/16/2018 01:31:42 PM,11/1/2019 12:00:00 AM,1/16/2020 03:33:55 PM,1/12/2023 03:00:00 AM,1/27/2024 03:00:00 AM,,5/22/2023,17 Taconic Park Dr,N/A,Berkshire County,,1250.0,01201,Pittsfield,Berkshire,42.396128,-73.209889,Western MA,95,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,General Applicant,COMMENCE OPS,COMMENCE OPS,6/30/2022,COMPLETE,MC281510,"Platinum HydroLab, Inc.",Lowell,MA,01854,42.640545,-71.320964,740 Dutton St,,Lowell,MA,01854,POINT (-71.275566 42.459085),POINT (-71.320964 42.6405450),13 Jacques Rd,,Tyngsboro,MA,01879,83-2126815,MCN281510,12/5/2018 03:12:53 PM,11/7/2019 10:29:07 AM,7/30/2019 12:00:00 AM,2/19/2020 06:08:48 PM,False,,,,,,,,,,Not a DBE,Indoor,"Tier 01: up to 5,000 square feet",,,,,,,,,,,,1/20/2022 03:00:00 AM,6/1/2018 01:44:09 PM,11/7/2019 12:00:00 AM,2/7/2020 09:24:21 AM,4/14/2023 04:00:00 AM,4/17/2024 04:00:00 AM,,5/22/2023,740 Dutton St,N/A,Middlesex County,,1250.0,01854,Lowell,Middlesex,42.459085,-71.275566,Northeast,324,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Delivery Operator Pre-Certification,Priority Review - Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5838,"Alchemy League, Inc",N/A,,N/A,,,12 Marcella St,,Boston,MA,02119,,,12 Marcella St,,Boston,MA,02119,82-4415549,PMDA5838,5/30/2021 01:22:59 PM,7/1/2021 10:22:33 AM,6/11/2021 04:00:00 AM,,True,,EE201940,,APPROVED,EE201940,,,,,Minority-Owned Business,,,,,,,,,,,,,,,5/30/2021 11:25:56 AM,7/12/2021 11:50:36 AM,7/12/2021 11:51:54 AM,7/12/2021 04:00:00 AM,7/12/2023 04:00:00 AM,,,,,,,0.0,,,,,,,,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR281929,"Deerfield Naturals, Inc.",Deerfield,MA,01373,42.472404,-72.612706,10 Greenfield Road,,South Deerfield,MA,01373,POINT (-72.573941 42.587072),POINT (-72.612706 42.4724039),10 Greenfield Road,,South Deerfield,MA,01373,83-1965882,MRN281929,7/16/2019 06:05:42 PM,3/5/2020 03:19:17 PM,1/29/2020 12:00:00 AM,,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,9/27/2018 10:21:34 AM,3/27/2020 12:00:00 AM,7/9/2020 02:46:25 PM,9/15/2022 04:00:00 AM,10/15/2023 04:00:00 AM,,5/22/2023,10 Greenfield Rd,N/A,Franklin County,,10000.0,01373,South Deerfield,Franklin,42.587072,-72.573941,,157,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,Expedited Review - Two or More,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MC283660,Green Origin Farm LLC,Petersham,MA,01366,42.499083,-72.133543,93 Glasheen Rd,,Petersham,MA,01366,POINT (-71.840209 42.329642),POINT (-72.133543 42.4990829),93 Glasheen Rd,,Petersham,MA,01366,87-2022896,MCN283660,3/6/2022 01:29:21 PM,6/7/2022 07:51:30 AM,3/23/2022 10:05:01 AM,,False,no,,,,,,,,,Woman-Owned Business,Outdoor,"Tier 04: 20,001 to 30,000 sq. ft",,,,,,,,,,,,,12/3/2021 10:26:15 AM,6/10/2022 09:53:42 AM,9/15/2022 12:51:42 PM,,,,5/22/2023,93 Glasheen Rd,N/A,Worcester County,,0.0,01366,Petersham,Worcester,42.329642,-71.840209,Western MA,153,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,2/27/2020,COMPLETE,MR281402,Slang LLC,Pittsfield,MA,01201,42.458688,-73.209959,2 Larch St,,Pittsfield,MA,01201,POINT (-73.209889 42.396128),POINT (-73.209958 42.4586880),392 Merrill Rd.,,Pittsfield,MA,01201,83-0662212,MRN281402,9/21/2018 05:32:08 PM,1/18/2019 12:09:01 PM,12/17/2018 12:00:00 AM,3/12/2019 01:24:52 PM,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,11/7/2019 03:00:00 AM,5/8/2018 10:54:16 AM,2/7/2019 12:00:00 AM,3/7/2019 04:10:01 PM,1/12/2023 03:00:00 AM,3/12/2024 04:00:00 AM,,5/22/2023,2 Larch St,N/A,Berkshire County,,5000.0,01201,Pittsfield,Berkshire,42.396128,-73.209889,Western MA,95,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284841,Kali Cannabis LLC,Palmer,MA,01069,42.171653,-72.326305,405 Shearer St.,,Palmer,MA,01069,POINT (-72.571312 42.12756),POINT (-72.326305 42.1716529),405 Shearer St.,,Palmer,MA,01069,92-0333441,MRN284841,12/22/2022 10:26:05 PM,2/9/2023 02:07:23 PM,1/3/2023 01:01:15 PM,5/3/2023 04:46:07 PM,False,no,,,,,,,,,Woman-Owned Business,,,,,,,,,,,,,,,12/21/2022 07:38:52 PM,2/17/2023 08:56:34 AM,4/14/2023 03:05:56 PM,5/3/2023 04:00:00 AM,5/3/2024 04:00:00 AM,,5/22/2023,405 Shearer St,N/A,Hampden County,,10000.0,01069,Palmer,Hampden,42.12756,-72.571312,Western MA,45,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,COMMENCE OPS,COMMENCE OPS,9/2/2020,COMPLETE,MR282695,Community Growth Partners Great Barrington Operations LLC,Great Barrington,MA,01230,42.179185,-73.362834,783 South Main Street,,Great Barrington,MA,01230,POINT (-73.209889 42.396128),POINT (-73.362834 42.1791849),783 South Main Street,,Great Barrington,MA,01230,83-4030617,MRN282695,5/22/2019 10:58:28 AM,9/6/2019 02:57:33 PM,5/29/2019 12:00:00 AM,1/9/2020 05:24:56 PM,True,,,,INCOMPLETE,EE202038,EE202207,,,,Not a DBE,,,,,,,,,,,,,,8/6/2020 04:00:00 AM,5/8/2019 05:45:38 PM,9/13/2019 12:00:00 AM,11/7/2019 01:33:35 PM,5/11/2023 04:00:00 AM,5/21/2024 04:00:00 AM,,5/22/2023,783 Main St,N/A,Berkshire County,,5000.0,01230,Great Barrington,Berkshire,42.396128,-73.209889,Western MA,106,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Transporter with Other Existing ME License,Expedited Review - Social Equity Participant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MX281418,Blossom Flower LLC,Holyoke,MA,01040,42.196637,-72.602168,1 Cabot Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.602168 42.1966370),16 MAYER DR,,Holyoke,MA,01040,87-1261757,MXN281418,1/12/2023 12:14:32 PM,3/1/2023 09:06:19 AM,1/31/2023 10:23:54 AM,,False,yes,SE304773,SE304773,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,,,,,,,,,,,,12/28/2022 12:01:51 PM,3/3/2023 09:19:06 AM,4/14/2023 02:56:40 PM,,,,5/22/2023,1 Cabot St,N/A,Hampden County,,0.0,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,31,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC282183,"Lifted Genetics, LLC",Hopedale,MA,01747,42.103721,-71.516945,42 Holliston St,,Medway,MA,02053,POINT (-71.840209 42.329642),POINT (-71.516945 42.103721),42 Holliston St,,Medway,MA,02053,83-4383350,MCN282183,12/19/2019 06:46:55 PM,4/29/2020 03:21:52 PM,3/20/2020 12:00:00 AM,,False,,,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,6/3/2019 02:51:30 PM,7/10/2020 09:09:55 AM,10/8/2020 02:22:39 PM,11/10/2022 03:00:00 AM,11/19/2023 03:00:00 AM,,5/22/2023,6 Condon Way,N/A,Worcester County,,2500.0,01747,Hopedale,Worcester,42.329642,-71.840209,Central MA,278,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Product Manufacturer,General Applicant,COMMENCE OPS,COMMENCE OPS,12/23/2022,COMPLETE,MP281365,"CannAssist, LLC",Leicester,MA,01542,42.207528,-71.907159,2131 Washington St,,Boston,MA,02119,POINT (-71.840209 42.329642),POINT (-71.907159 42.2075280),2131 Washington St,,Boston,MA,02119,82-3527958,MPN281365,9/6/2018 11:55:37 AM,5/8/2019 11:49:04 AM,11/16/2018 12:00:00 AM,8/1/2019 10:48:50 AM,False,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,2/10/2022 03:00:00 AM,5/28/2018 03:06:11 PM,5/9/2019 12:00:00 AM,5/30/2019 01:52:54 PM,1/12/2023 03:00:00 AM,1/22/2024 03:00:00 AM,,5/22/2023,88 Huntoon Memorial Hwy,N/A,Worcester County,,5000.0,01542,Rochdale,Worcester,42.329642,-71.840209,,222,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,3/7/2019,COMPLETE,MR281274,"Caroline's Cannabis, LLC",Uxbridge,MA,01569,42.063179,-71.669461,640 Douglas Street,,Uxbridge,MA,01569,POINT (-71.840209 42.329642),POINT (-71.669460 42.0631789),P.O. Box 175,,Douglas,MA,01516,82-2327750,MRN281274,6/1/2018 12:31:35 AM,9/12/2018 04:44:56 PM,8/6/2018 12:00:00 AM,10/22/2018 02:01:37 PM,False,,,SE303599,,,,,,,Woman-Owned Business,,,,,,,,,,,,,,2/7/2019 03:00:00 AM,4/18/2018 09:38:14 PM,9/21/2018 12:00:00 AM,10/18/2018 02:36:04 PM,9/15/2022 04:00:00 AM,10/25/2023 04:00:00 AM,,5/22/2023,640 Douglas St,N/A,Worcester County,,5000.0,01569,Uxbridge,Worcester,42.329642,-71.840209,Central MA,233,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Two or More,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5901,"LMCC, LLC",N/A,,N/A,,,30 Sherwood Drive,,Taunton,MA,02780,,,16 Holden Road,,Belmont,MA,02478,84-1976891,PMDA5901,9/26/2021 05:28:51 PM,12/27/2021 12:47:35 AM,10/4/2021 12:36:37 PM,,False,,SE304245,SE304245,,,,,,,Woman-Owned Business | Minority-Owned Business,,,,,,,,,,,,,,,8/2/2021 10:57:49 PM,1/7/2022 01:46:22 PM,1/7/2022 01:46:34 PM,1/7/2022 03:00:00 AM,1/7/2024 03:00:00 AM,,,,,,,0.0,,,,,,,,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
