activity,business_dba_name,business_image_url,business_legal_name,business_structure,business_website,data_refreshed_date,expiration_date,id,issue_date,license_status_date,license_term,license_type,licensing_authority,licensing_authority_id,parcel_number,phone_number,premise_city,premise_county,premise_latitude,premise_longitude,premise_state,ccclastupdated,application_status,application_classification,application_classification_split_1,application_classification_split_2,approved_license_type,approved_license_stages,commence_operations_date,license_status,license_number,establishment_zipcode,business_email,business_phone,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,cnb_deemed_complete_date,application_approved_date,lic_start_date,pmt_amount,lic_fee_amount,premise_zip_code,town,county_lat,county_long,region,cccupdatedate,establishment_address_2,establishment_state,approved_se_number,business_owner_name,license_designation,premise_street_address,CEID,LicenseStatus,delivery,cultivator,retailer
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Carson City,Douglas County,39.0740493,-119.9402842,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89413,,,,,,,,,,Adult-Use,2765 US Hwy. 50 Ste. A,,,Y,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Carson City,Douglas County,39.0740493,-119.9402842,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89413,,,,,,,,,,Adult-Use,2765 US Hwy. 50 Ste. A,,,Y,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Carson City,Douglas County,39.0740493,-119.9402842,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89413,,,,,,,,,,Adult-Use,2765 US Hwy. 50 Ste. A,,,Y,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Carson City,Douglas County,39.0740493,-119.9402842,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89413,,,,,,,,,,Adult-Use,2765 US Hwy. 50 Ste. A,,,Y,,
,Curaleaf,,Curaleaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Ely,White Pine County,39.2546958,-114.8689647,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89301,,,,,,,,,,Adult-Use,940 E. Aultman St.,,,Y,,
,Curaleaf,,Curaleaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Ely,White Pine County,39.2546958,-114.8689647,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89301,,,,,,,,,,Adult-Use,940 E. Aultman St.,,,Y,,
,The Green Cross Farmacy,,The Green Cross Farmacy,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Fallon,Churchill County,39.4751453,-118.7831761,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89406,,,,,,,,,,Adult-Use,510 W. Williams Ave.,,,N,,
,The Green Cross Farmacy,,The Green Cross Farmacy,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Fallon,Churchill County,39.4751453,-118.7831761,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89406,,,,,,,,,,Adult-Use,510 W. Williams Ave.,,,N,,
,Silver State Relief LLC,,Silver State Relief LLC,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Fernley,Lyon County,39.6059669,-119.2213175,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89408,,,,,,,,,,Adult-Use,1301 Financial Way,,,Y,,
,Silver State Relief LLC,,Silver State Relief LLC,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Fernley,Lyon County,39.6059669,-119.2213175,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89408,,,,,,,,,,Adult-Use,1301 Financial Way,,,Y,,
,The Source,,The Source,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Henderson,Clark County,36.0171469,-115.1171168,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89123,,,,,,,,,,Adult-Use,"9480 S. Eastern Ave. Ste. 185, 190",,,Y,,
,The Source,,The Source,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Henderson,Clark County,36.0171469,-115.1171168,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89123,,,,,,,,,,Adult-Use,"9480 S. Eastern Ave. Ste. 185, 190",,,Y,,
,The Source,,The Source,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Henderson,Clark County,36.0171469,-115.1171168,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89123,,,,,,,,,,Adult-Use,"9480 S. Eastern Ave. Ste. 185, 190",,,Y,,
,The Source,,The Source,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Henderson,Clark County,36.0171469,-115.1171168,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89123,,,,,,,,,,Adult-Use,"9480 S. Eastern Ave. Ste. 185, 190",,,Y,,
,The Source,,The Source,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Henderson,Clark County,36.0171469,-115.1171168,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89123,,,,,,,,,,Adult-Use,"9480 S. Eastern Ave. Ste. 185, 190",,,Y,,
,The Source,,The Source,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Henderson,Clark County,36.0171469,-115.1171168,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89123,,,,,,,,,,Adult-Use,"9480 S. Eastern Ave. Ste. 185, 190",,,Y,,
,The Source,,The Source,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Henderson,Clark County,36.0171469,-115.1171168,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89123,,,,,,,,,,Adult-Use,"9480 S. Eastern Ave. Ste. 185, 190",,,Y,,
,The Source,,The Source,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Henderson,Clark County,36.0171469,-115.1171168,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89123,,,,,,,,,,Adult-Use,"9480 S. Eastern Ave. Ste. 185, 190",,,Y,,
,Beyond/Hello,,Beyond/Hello,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Incline Village,Washoe County,39.24946420000001,-119.9550143,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89451,,,,,,,,,,Adult-Use,877 Tahoe Blvd.,,,Y,,
,Beyond/Hello,,Beyond/Hello,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Incline Village,Washoe County,39.24946420000001,-119.9550143,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89451,,,,,,,,,,Adult-Use,877 Tahoe Blvd.,,,Y,,
,Thrive Cannabis Marketplace,,Thrive Cannabis Marketplace,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Jackpot,Elko County,41.980344,-114.673375,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89825,,,,,,,,,,Adult-Use,1868 Royal Dr.,,,N,,
,Thrive Cannabis Marketplace,,Thrive Cannabis Marketplace,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Jackpot,Elko County,41.980344,-114.673375,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89825,,,,,,,,,,Adult-Use,1868 Royal Dr.,,,N,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
,ZenLeaf,,ZenLeaf,,,2023-12-05T23:06:37.055225,,,,,,Commercial - Retailer,Nevada Cannabis Compliance Board,NVCCB,,,Las Vegas & Unincorporated Clark County,Clark County,36.0745682,-115.2910839,NV,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89148,,,,,,,,,,Adult-Use,9120 W. Post Rd. Ste. 103,,,,,
