license_number,id,business_dba_name,license_type,license_status,address,business_legal_name,business_owner_name,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,issue_date,expiration_date,premise_city,premise_zip_code,business_email,business_image_url,data_refreshed_date,business_phone,premise_street_address,business_website,premise_latitude,premise_longitude,premise_county,details_url,Street,Licensee Name,License Number,Address,Zipcode,Microbials,Mycotoxins,Residual Solvents,phone_number,ccclastupdated,application_status,application_classification,application_classification_split_1,application_classification_split_2,approved_license_type,approved_license_stages,commence_operations_date,establishment_zipcode,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,cnb_deemed_complete_date,application_approved_date,lic_start_date,pmt_amount,lic_fee_amount,town,county_lat,county_long,region,cccupdatedate,establishment_address_2,establishment_state,approved_se_number,Medical ,adult_use,county,medical,CEID,LicenseStatus,analyses,cultivator,retailer
CCL19-0003209,10729,Data Not Available,Cultivation -  Medium Outdoor,Active,,Ag Roots LLC,Jack Crummer,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2022-06-21T00:00:00,Annual,CA,083-150-011,Data Not Available,2019-06-24T00:00:00,2024-03-29T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(805) 280-1514,Not Published,,,,Santa Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003212,10955,Data Not Available,Cultivation -  Small Outdoor,Active,,Wildwood Road Farms,Jamie Colombo,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2023-01-06T00:00:00,Provisional,CA,017-390-34-00,Data Not Available,2020-01-07T00:00:00,2024-01-07T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(209) 499-6159,Not Published,,,,Trinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003213,10956,Data Not Available,Cultivation -  Small Indoor,Active,,"Managed Partners, LLC","Jose Chavez Segoviano, Ronald Reinsdorf, Vincent Work",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2023-06-15T00:00:00,Provisional,CA,2746-010028,Data Not Available,2019-07-02T00:00:00,2024-07-02T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(818) 585-8371,Not Published,,,,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003249,10916,Data Not Available,Cultivation -  Small Indoor,Active,,Core Isogenics Inc.,Kelly Christopherson,Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2023-07-14T00:00:00,Provisional,CA,312926176,Data Not Available,2019-09-12T00:00:00,2023-09-12T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(949) 292-4943,Not Published,,,,San Bernardino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003250,10581,Data Not Available,Cultivation -  Nursery,Active,,Core Isogenics Inc.,Kelly Christopherson,Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2023-07-14T00:00:00,Provisional,CA,312926176,Data Not Available,2019-09-12T00:00:00,2023-09-12T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(949) 292-4943,Not Published,,,,San Bernardino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003255,10731,Data Not Available,Cultivation -  Medium Outdoor,Active,,Ag Roots LLC,Jack Crummer,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2022-06-21T00:00:00,Annual,CA,083-150-011,Data Not Available,2019-06-24T00:00:00,2024-03-29T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(805) 280-1514,Not Published,,,,Santa Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003263,10736,Data Not Available,Cultivation -  Medium Outdoor,Active,,Ag Roots LLC,Jack Crummer,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2022-06-21T00:00:00,Annual,CA,083-150-011,Data Not Available,2019-06-24T00:00:00,2024-03-29T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(805) 280-1514,Not Published,,,,Santa Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003264,10737,Data Not Available,Cultivation -  Small Indoor,Active,,"Anat Group, Inc.","Ady Shifman Pelleg, On Roth",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2023-07-21T00:00:00,Provisional,CA,2328027020,Data Not Available,2019-09-19T00:00:00,2023-09-19T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(310) 990-4450,Not Published,,,,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003266,10739,Data Not Available,Cultivation -  Medium Outdoor,Active,,Ag Roots LLC,Jack Crummer,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2022-06-21T00:00:00,Annual,CA,083-150-011,Data Not Available,2019-06-24T00:00:00,2024-03-29T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(805) 280-1514,Not Published,,,,Santa Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003267,10740,Data Not Available,Cultivation -  Medium Outdoor,Active,,Ag Roots LLC,Jack Crummer,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2022-06-21T00:00:00,Annual,CA,083-150-011,Data Not Available,2019-06-24T00:00:00,2024-03-29T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(805) 280-1514,Not Published,,,,Santa Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003270,10743,Data Not Available,Cultivation -  Small Outdoor,Active,,White Fang LLC,"James Kaiser, Mike Kaiser",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2023-04-07T00:00:00,Provisional,CA,316-191-018,Data Not Available,2020-04-07T00:00:00,2024-04-07T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(707) 499-7911,Not Published,,,,Humboldt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003273,10746,Data Not Available,Cultivation -  Small Outdoor,Active,,Ag Roots LLC,Jack Crummer,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2023-07-05T00:00:00,Annual,CA,083-150-011,Data Not Available,2019-06-24T00:00:00,2024-06-24T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(805) 280-1514,Not Published,,,,Santa Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003276,10747,Data Not Available,Cultivation -  Small Outdoor,Active,,Ag Roots LLC,Jack Crummer,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2023-07-05T00:00:00,Annual,CA,083-150-011,Data Not Available,2019-06-24T00:00:00,2024-06-24T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(805) 280-1514,Not Published,,,,Santa Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003277,10748,Data Not Available,Cultivation -  Small Outdoor,Active,,Heirloom Valley LLC,Wil Crummer,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2023-07-05T00:00:00,Annual,CA,083-150-010,Data Not Available,2019-07-10T00:00:00,2024-07-10T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(805) 735-2992,Not Published,,,,Santa Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003278,10749,Data Not Available,Cultivation -  Small Outdoor,Active,,Heirloom Valley LLC,Wil Crummer,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Medicinal,2023-07-05T00:00:00,Annual,CA,083-150-010,Data Not Available,2019-07-10T00:00:00,2024-07-10T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(805) 735-2992,Not Published,,,,Santa Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003279,10750,Data Not Available,Cultivation -  Nursery,Active,,PINNACLE FARMS,JAMES BROWN,Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2022-11-21T00:00:00,Provisional,CA,17516004,Data Not Available,2019-11-21T00:00:00,2023-11-21T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(707) 272-2239,Not Published,,,,Mendocino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003280,10751,Data Not Available,Cultivation -  Medium Mixed-Light Tier 2,Active,,DHS Organic Harvest LLC,"Kevin Robertson, Nathan Roseburrough, Paul Jacobson",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2023-03-07T00:00:00,Provisional,CA,666-340-018,Data Not Available,2020-03-04T00:00:00,2024-03-04T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(925) 699-2198,Not Published,,,,Riverside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003291,10755,Data Not Available,Cultivation -  Small Outdoor,Active,,FooDoo Farm,"Barbara Jones, Brian Jones",General Partnership,CCL,CalCannabis Cultivation Licensing (CCL),Medicinal,2023-07-21T00:00:00,Provisional,CA,60-340-19,Data Not Available,2019-09-04T00:00:00,2024-09-04T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(530) 292-3761,Not Published,,,,Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003298,10758,Data Not Available,Cultivation -  Specialty Indoor,Active,,"Pearl Pharma, Inc.","Julia Perlman, Michael Perlman",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2022-11-02T00:00:00,Provisional,CA,2205022025,Data Not Available,2019-11-04T00:00:00,2023-11-04T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(818) 383-0095,Not Published,,,,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003299,10759,Data Not Available,Cultivation -  Medium Indoor,Active,,"Zanna USA, Inc.","Dan Kohanarieh, Glenn Willworth",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2022-10-29T00:00:00,Annual,CA,0459-851-07,Data Not Available,2019-10-31T00:00:00,2023-10-31T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(925) 286-8336,Not Published,,,,San Bernardino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003303,10760,Data Not Available,Cultivation -  Small Indoor,Active,,"NCA Management Co, LLC",Todd Kaplan,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2022-12-08T00:00:00,Provisional,CA,0660-091-10,Data Not Available,2019-12-10T00:00:00,2023-12-10T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(805) 660-7479,Not Published,,,,San Bernardino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003310,10761,Data Not Available,Cultivation -  Small Mixed-Light Tier 2,Active,,Highway 36,Mandy Stanton,Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2023-06-21T00:00:00,Provisional,CA,018-020-57-00,Data Not Available,2020-08-20T00:00:00,2023-08-20T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(707) 599-5899,Not Published,,,,Trinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003333,10764,Data Not Available,Cultivation -  Small Mixed-Light Tier 1,Active,,soul evolution enterprise,"creek tompkins, joseph tompkins",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2022-10-07T00:00:00,Provisional,CA,032-124-17,Data Not Available,2019-10-24T00:00:00,2023-10-24T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(970) 708-9453,Not Published,,,,Mendocino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003340,10766,Data Not Available,Cultivation -  Small Outdoor,Active,,"Lettuce Bee, LLC",Nicholas Holliday,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2022-12-01T00:00:00,Provisional,CA,008-210-30,Data Not Available,2020-01-07T00:00:00,2024-01-07T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(530) 629-2153,Not Published,,,,Trinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003346,10960,Data Not Available,Cultivation -  Small Outdoor,Active,,"Sanctuary Farms, LLC","Elizabeth Pires, Jane Baylis-Garcia",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Medicinal,2022-12-26T00:00:00,Annual,CA,30-490-01-000,Data Not Available,2019-12-27T00:00:00,2023-12-27T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(530) 277-9743,Not Published,,,,Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003347,11327,Data Not Available,Cultivation -  Specialty Indoor,Active,,"Legacy HCS, LLC","Chris Lacroix, Erik Hultstrom, Frank Raymond",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2023-07-08T00:00:00,Provisional,CA,2616020012,Data Not Available,2019-09-06T00:00:00,2023-09-06T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(951) 595-6576,Not Published,,,,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003349,11328,Data Not Available,Cultivation -  Small Outdoor,Active,,"Sanctuary Farms, LLC","Elizabeth Pires, Jane Baylis-Garcia",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Medicinal,2023-02-27T00:00:00,Provisional,CA,001-200-027-000,Data Not Available,2020-03-24T00:00:00,2024-03-24T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(530) 277-9743,Not Published,,,,Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003361,16968,Data Not Available,Cultivation -  Small Indoor,Active,,Infinity Garden Solutions Inc,"Jasmine Lee, Sandy                          Liu, Wen Chieh Liu",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2022-12-20T00:00:00,Provisional,CA,600701015,Data Not Available,2019-12-23T00:00:00,2023-12-23T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(626) 290-7885,Not Published,,,,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003366,16969,Data Not Available,Cultivation -  Specialty Indoor,Active,,Humble Holdings LLC,Christopher Formoso,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2023-01-18T00:00:00,Provisional,CA,064-0020-059-0000,Data Not Available,2020-01-24T00:00:00,2024-01-24T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(916) 628-0946,Not Published,,,,Sacramento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003373,16970,Data Not Available,Cultivation -  Processor,Active,,"Valley Crest Farms, LLC","Fred Fagundes, Lloyd Fagundes, Marc Garcia, Michael Fagundes, Philip Fagundes, Ralph Fagundes",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2023-07-17T00:00:00,Annual,CA,001-030-022,Data Not Available,2019-07-18T00:00:00,2024-07-18T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(209) 201-2889,Not Published,,,,Santa Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003389,16974,Data Not Available,Cultivation -  Small Mixed-Light Tier 1,Active,,"Valley Crest Farms, LLC","Fredrick Fagundes, Lloyd Fagundes, Marc Garcia, Michael Fagundes, Philip Fagundes, Ralph Fagundes",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2023-07-18T00:00:00,Annual,CA,001-030-022,Data Not Available,2019-07-18T00:00:00,2024-07-18T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(209) 201-2889,Not Published,,,,Santa Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003396,16975,Data Not Available,Cultivation -  Small Mixed-Light Tier 1,Active,,"Valley Crest Farms, LLC","Fredrick Fagundes, Lloyd Fagundes, Marc Garcia, Michael Fagundes, Philip Fagundes, Ralph Fagundes",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2023-07-18T00:00:00,Annual,CA,001-030-022,Data Not Available,2019-07-18T00:00:00,2024-07-18T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(209) 201-2889,Not Published,,,,Santa Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003398,16976,Data Not Available,Cultivation -  Small Mixed-Light Tier 1,Active,,"Valley Crest Farms, LLC","Fredrick Fagundes, Lloyd Fagundes, Marc Garcia, Michael Fagundes, Philip Fagundes, Ralph Fagundes",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2023-07-18T00:00:00,Annual,CA,001-030-022,Data Not Available,2019-07-18T00:00:00,2024-07-18T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(209) 201-2889,Not Published,,,,Santa Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003399,16977,Data Not Available,Cultivation -  Small Mixed-Light Tier 1,Active,,"Valley Crest Farms, LLC","Fredrick Fagundes, Lloyd Fagundes, Marc Garcia, Michael Fagundes, Philip Fagundes, Ralph Fagundes",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2023-07-18T00:00:00,Annual,CA,001-030-022,Data Not Available,2019-07-18T00:00:00,2024-07-18T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(209) 201-2889,Not Published,,,,Santa Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003400,16779,Data Not Available,Cultivation -  Small Mixed-Light Tier 1,Active,,"Valley Crest Farms, LLC","Fred Fagundes, Lloyd Fagundes, Marc Garcia, Michael Fagundes, Philip Fagundes, Ralph Fagundes",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2023-07-18T00:00:00,Annual,CA,001-030-022,Data Not Available,2019-07-18T00:00:00,2024-07-18T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(209) 201-2889,Not Published,,,,Santa Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003404,16813,Data Not Available,Cultivation -  Small Mixed-Light Tier 1,Active,,"Valley Crest Farms, LLC","Fredrick Fagundes, Lloyd Fagundes, Marc Garcia, Michael Fagundes, Philip Fagundes, Ralph Fagundes",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2023-07-18T00:00:00,Annual,CA,001-030-022,Data Not Available,2019-07-18T00:00:00,2024-07-18T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(209) 201-2889,Not Published,,,,Santa Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003408,16979,Data Not Available,Cultivation -  Small Mixed-Light Tier 1,Active,,"Valley Crest Farms, LLC","Fredrick Fagundes, Lloyd Fagundes, Marc Garcia, Michael Fagundes, Philip Fagundes, Ralph Fagundes",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2023-07-12T00:00:00,Annual,CA,001-030-022,Data Not Available,2019-07-18T00:00:00,2024-07-18T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(209) 201-2889,Not Published,,,,Santa Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003410,16981,Data Not Available,Cultivation -  Small Mixed-Light Tier 1,Active,,"Valley Crest Farms, LLC","Fredrick Fagundes, Lloyd Fagundes, Marc Garcia, Michael Fagundes, Philip Fagundes, Ralph Fagundes",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2023-07-18T00:00:00,Annual,CA,001-030-022,Data Not Available,2019-07-18T00:00:00,2024-07-18T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(209) 201-2889,Not Published,,,,Santa Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003413,16983,Data Not Available,Cultivation -  Small Indoor,Active,,"Green Spectrum Group, LLC",Michael Mirolla,Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2022-12-05T00:00:00,Provisional,CA,2633030018,Data Not Available,2019-11-23T00:00:00,2023-11-23T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(818) 266-2306,Not Published,,,,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003415,16984,Data Not Available,Cultivation -  Small Mixed-Light Tier 1,Active,,"Valley Crest Farms, LLC","Fredrick Fagundes, Lloyd Fagundes, Marc Garcia, Michael Fagundes, Philip Fagundes, Ralph Fagundes",Limited Liability Company,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2023-07-18T00:00:00,Annual,CA,001-030-022,Data Not Available,2019-07-18T00:00:00,2024-07-18T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(209) 201-2889,Not Published,,,,Santa Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003418,16986,Data Not Available,Cultivation -  Small Mixed-Light Tier 1,Active,,"Babakhan Wellness Group, Inc.","Nathan Perdoni, Remi Zajac, Zoubida Zajac",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Medicinal,2023-01-17T00:00:00,Provisional,CA,"16623011, 16623010",Data Not Available,2020-02-12T00:00:00,2024-02-12T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(707) 472-1236,Not Published,,,,Mendocino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19-0003450,16988,Data Not Available,Cultivation -  Small Mixed-Light Tier 1,Active,,Mountain High Farms Inc.,"David Meuschke, Lauren Meuschke-Kain, Lynn Stampfli",Corporation,CCL,CalCannabis Cultivation Licensing (CCL),Adult-Use,2022-08-29T00:00:00,Provisional,CA,032-180-46,Data Not Available,2019-10-10T00:00:00,2023-10-10T00:00:00,Data Not Available,Data Not Available,Data Not Available,,2023-08-02T04:54:22.9233333,(707) 357-2151,Not Published,,,,Mendocino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
